"muscles_p1-final.Label-Analysis"
"Volume3d","Breadth3d","FeretShape3d","Length3d","Thickness3d","Width3d","Area3d","index"
0.262523,1.12617,8.23651,6.99675,0.717115,0.849185,8.36436,920
0.0158278,0.195993,8.66358,3.13228,0.11945,0.347597,0.878775,921
0.101271,0.445027,14.1208,6.32918,0.180192,0.432115,3.64955,922
0.153472,0.466894,6.63373,4.9089,0.389368,0.719741,4.10395,923
0.0622789,0.378707,8.1006,3.72667,0.23816,0.442299,1.8722,924
0.269469,0.542085,9.67559,6.64952,0.3815,0.659943,6.12497,925
0.0497928,0.309436,6.13661,2.53826,0.231996,0.403917,1.4681,926
0.159357,0.74069,7.61548,6.1616,0.232379,0.794565,4.8618,927
0.0698429,0.799312,8.9691,3.60765,0.22773,0.386712,2.64266,928
0.2271,0.465162,12.3833,6.94947,0.278372,0.539096,5.84864,929
0.150084,0.633282,12.5649,6.7483,0.216032,0.524179,4.94651,930
0.155257,0.88772,8.38048,5.90191,0.22611,0.690583,4.69538,931
0.226499,0.496444,13.451,6.39428,0.269227,0.469419,5.70113,932
0.217116,0.470499,10.9431,7.04271,0.323138,0.629795,5.55052,933
0.121339,0.379372,12.134,6.67009,0.208694,0.528494,4.05005,934
0.209231,0.496766,10.3672,6.68361,0.26207,0.63291,5.71413,935
0.0871345,0.462969,9.16168,4.79403,0.191841,0.520755,2.85567,936
0.218387,0.513872,10.2893,6.48281,0.223318,0.619269,5.67964,937
0.220767,0.752432,6.90555,5.72583,0.233805,0.823024,4.8846,938
0.0537701,0.235545,9.83928,5.32834,0.184196,0.528315,2.18811,939
0.139896,0.875154,7.54043,5.58703,0.426224,0.73166,4.33151,940
0.0545458,0.382325,8.80819,2.61037,0.256483,0.294934,1.59211,941
0.109074,0.529413,8.68852,5.10861,0.19784,0.583619,3.54722,942
0.287892,0.851894,6.81941,4.98009,0.500102,0.721134,6.44013,943
0.157397,0.681944,6.81,5.56903,0.475933,0.816414,5.65343,944
0.101965,0.452507,10.6411,6.29883,0.252396,0.590953,3.49349,945
0.0235376,0.213366,7.68348,2.12098,0.183777,0.269333,0.900286,946
0.270839,0.818727,6.07888,5.95507,0.337565,0.962046,6.66923,947
0.202851,0.570295,10.8874,6.82268,0.309844,0.616366,5.62258,948
0.298984,0.866415,5.41784,7.4163,0.549738,1.31605,8.61936,949
0.518724,1.0583,7.048,7.54925,0.36125,1.02979,11.0366,950
0.325449,0.554545,7.78542,7.85749,0.286834,0.96916,7.57739,951
0.380193,0.974083,5.30702,7.83063,0.514822,1.4169,10.6462,952
0,0,nan,-inf,0,-inf,0,953
0.211057,0.491997,12.3543,7.36521,0.346496,0.59596,5.58923,954
0,0,nan,-inf,0,-inf,0,955
0.231293,0.503787,8.97706,7.44105,0.285843,0.80124,5.73524,956
0,0,nan,-inf,0,-inf,0,957
0,0,nan,-inf,0,-inf,0,958
0,0,nan,-inf,0,-inf,0,959
0,0,nan,-inf,0,-inf,0,960
0,0,nan,-inf,0,-inf,0,961
0.148498,0.477444,10.5617,6.72758,0.188656,0.631874,4.66242,962
0.247424,0.666593,9.19341,6.36077,0.317691,0.680519,6.06377,963
0,0,nan,-inf,0,-inf,0,964
0,0,nan,-inf,0,-inf,0,965
0.134431,0.574603,8.605,5.53506,0.362155,0.627843,3.88022,966
0.0826031,0.386734,9.44186,4.30408,0.226258,0.45236,2.56783,967
0.100956,0.614933,8.03099,4.10715,0.233805,0.508955,3.12188,968
0.127071,0.534353,12.1757,5.17565,0.264198,0.421933,3.48809,969
0.0385256,0.30239,8.96842,2.79884,0.145548,0.306207,1.34102,970
0.103231,0.418932,6.31555,4.08783,0.211134,0.638499,2.88105,971
0.200157,0.524254,8.00344,5.76689,0.220063,0.710795,4.8755,972
0,0,nan,-inf,0,-inf,0,973
0.15125,0.846319,9.92401,6.13857,0.278101,0.613228,4.8147,974
0.172957,0.501479,13.6037,6.36415,0.191072,0.464241,4.87398,975
0.184854,0.669418,6.57439,5.24871,0.376678,0.750088,5.06037,976
0.217892,0.880296,4.76665,6.00832,0.294608,1.21041,6.01118,977
0,0,nan,-inf,0,-inf,0,978
0,0,nan,-inf,0,-inf,0,979
0.0514957,0.303796,8.56856,3.65901,0.182387,0.416808,1.81738,980
0.0355688,0.324546,7.46559,2.68231,0.151689,0.349391,1.34522,981
0.202116,0.509084,7.86224,6.36499,0.327487,0.809493,5.09979,982
0,0,nan,-inf,0,-inf,0,983
0,0,nan,-inf,0,-inf,0,984
0,0,nan,-inf,0,-inf,0,985
0,0,nan,-inf,0,-inf,0,986
0,0,nan,-inf,0,-inf,0,987
0,0,nan,-inf,0,-inf,0,988
0,0,nan,-inf,0,-inf,0,989
0.0952525,0.387881,12.423,5.85604,0.235691,0.4532,3.24089,990
0.140333,0.859861,10.315,6.33098,0.374212,0.613548,4.51184,991
0.0611883,0.277229,10.2733,5.13924,0.250864,0.499871,2.27442,992
0.118201,0.553277,7.32928,4.67957,0.248386,0.634413,3.88798,993
0.0664837,0.260677,10.5995,5.51426,0.184334,0.513091,2.52631,994
0.0919341,0.425676,11.6241,6.43258,0.344136,0.545189,3.37945,995
0.0840436,0.621308,9.63894,5.91682,0.207774,0.613632,3.15259,996
0,0,nan,-inf,0,-inf,0,997
0,0,nan,-inf,0,-inf,0,998
0.0682099,0.258592,11.7767,6.72295,0.159368,0.566292,2.80157,999
0.240549,0.563985,6.61891,7.61725,0.277585,1.10511,6.38139,1000
0.257875,0.684365,5.3216,7.15369,0.242015,1.32014,7.26052,1001
0.411056,0.656836,7.02632,7.25875,0.400854,0.984824,9.089,1002
0.288026,0.925148,5.86285,7.39522,0.263493,1.23873,7.20875,1003
0.0988683,0.357907,9.73609,6.62405,0.288805,0.667161,3.5344,1004
0,0,nan,-inf,0,-inf,0,1005
0.121531,0.614659,12.9173,6.85604,0.197871,0.510285,4.05621,1006
0.27698,0.620155,9.60529,7.52483,0.406413,0.760698,7.66988,1007
0,0,nan,-inf,0,-inf,0,1008
0.101154,0.326041,6.34199,5.74126,0.25302,0.890406,3.26354,1009
0.103213,0.346039,11.9782,6.65496,0.25302,0.546463,3.38941,1010
0.0613166,0.338542,13.6705,4.27331,0.159368,0.309054,2.18874,1011
0,0,nan,-inf,0,-inf,0,1012
0.185793,0.541212,9.44421,6.78425,0.277333,0.705454,5.07385,1013
0.100641,0.542081,11.5337,6.08702,0.341354,0.525224,3.68616,1014
0.11392,0.395659,9.58736,6.59925,0.208375,0.675972,3.86911,1015
0.103528,0.39324,9.60357,4.89114,0.213716,0.498349,3.10553,1016
0.108141,0.550741,10.7887,6.58872,0.236743,0.603057,3.89379,1017
0.196582,0.523009,13.0153,6.76619,0.203876,0.511135,5.33979,1018
0,0,nan,-inf,0,-inf,0,1019
0.217303,0.961687,5.84201,6.67096,0.342154,1.09869,7.2196,1020
0.170583,0.585752,12.5662,6.79236,0.205346,0.529761,5.36936,1021
0.180661,0.478646,13.4017,6.98406,0.244984,0.51863,5.12938,1022
0.0554264,0.347811,7.87873,3.84376,0.153895,0.468483,2.04012,1023
0.0918525,0.258524,11.9351,7.57258,0.171969,0.61823,3.50449,1024
0.0388055,0.313601,4.88483,1.77748,0.215039,0.357236,1.05734,1025
0,0,nan,-inf,0,-inf,0,1026
0,0,nan,-inf,0,-inf,0,1027
0,0,nan,-inf,0,-inf,0,1028
0,0,nan,-inf,0,-inf,0,1029
0.108917,0.42881,14.4579,7.17802,0.197909,0.483704,3.94806,1030
0.0200093,0.250113,10.2009,2.67316,0.132803,0.260045,0.991526,1031
0,0,nan,-inf,0,-inf,0,1032
0,0,nan,-inf,0,-inf,0,1033
0,0,nan,-inf,0,-inf,0,1034
0,0,nan,-inf,0,-inf,0,1035
0,0,nan,-inf,0,-inf,0,1036
0,0,nan,-inf,0,-inf,0,1037
0,0,nan,-inf,0,-inf,0,1038
0,0,nan,-inf,0,-inf,0,1039
0,0,nan,-inf,0,-inf,0,1040
0,0,nan,-inf,0,-inf,0,1041
0,0,nan,-inf,0,-inf,0,1042
0,0,nan,-inf,0,-inf,0,1043
0,0,nan,-inf,0,-inf,0,1044
0,0,nan,-inf,0,-inf,0,1045
0,0,nan,-inf,0,-inf,0,1046
0,0,nan,-inf,0,-inf,0,1047
0,0,nan,-inf,0,-inf,0,1048
0,0,nan,-inf,0,-inf,0,1049
0,0,nan,-inf,0,-inf,0,1050
0,0,nan,-inf,0,-inf,0,1051
0,0,nan,-inf,0,-inf,0,1052
0,0,nan,-inf,0,-inf,0,1053
0,0,nan,-inf,0,-inf,0,1054
0,0,nan,-inf,0,-inf,0,1055
0,0,nan,-inf,0,-inf,0,1056
0,0,nan,-inf,0,-inf,0,1057
0,0,nan,-inf,0,-inf,0,1058
0.118889,0.733839,5.52404,3.55739,0.27313,0.618397,3.14913,1059
0,0,nan,-inf,0,-inf,0,1060
0,0,nan,-inf,0,-inf,0,1061
0.195468,0.556081,7.66754,7.51204,0.541765,0.941921,6.09494,1062
0.0831163,0.504402,8.93053,4.95532,0.262595,0.533466,2.74022,1063
0.284708,0.999339,6.53472,8.18547,0.499594,1.20285,7.93709,1064
0.231404,0.488619,10.9998,7.33294,0.247604,0.640926,5.73644,1065
0.24687,0.527374,9.74261,7.55045,0.342218,0.745092,6.70041,1066
0.188079,0.618023,9.36048,6.79219,0.397974,0.711547,5.48586,1067
0.0959931,0.507236,10.2038,6.09763,0.302863,0.583243,3.60451,1068
0.199095,1.1346,14.0222,7.16579,0.258675,0.502454,6.58599,1069
0.341977,1.03,8.79628,6.57127,0.366498,0.743462,7.77259,1070
0.196955,0.513651,9.72439,6.42449,0.237989,0.657484,5.33283,1071
0.247856,0.609375,9.53557,6.6182,0.345813,0.69072,6.15873,1072
0.132215,0.570869,11.1208,5.7421,0.226797,0.512385,4.23961,1073
0.127625,0.38951,14.6557,6.06411,0.179573,0.40859,4.20237,1074
0.228313,0.627496,9.36644,6.36563,0.222148,0.674589,6.23164,1075
0.180258,0.498046,8.54271,6.5454,0.209566,0.762516,5.23498,1076
0.108532,0.499258,9.3317,5.66185,0.159639,0.602722,3.84407,1077
0.15433,0.458592,9.76387,4.93349,0.405062,0.489153,4.00785,1078
0.076707,0.317979,9.50878,3.48227,0.274095,0.357314,1.97825,1079
0.15328,0.381925,12.6063,5.13575,0.250244,0.406959,3.63256,1080
0.0547207,0.282932,10.6764,3.79088,0.185549,0.349698,1.78131,1081
0.0985533,0.407189,11.3509,4.72601,0.198997,0.406233,2.96559,1082
0.101784,0.315421,13.0809,4.50778,0.225441,0.344241,2.7008,1083
0.0583249,0.325789,8.45552,3.2391,0.228726,0.375708,1.77826,1084
0.0771911,0.330232,7.55195,3.46706,0.179503,0.452149,2.15391,1085
0.0867379,0.397764,11.489,4.64005,0.199507,0.397759,2.58562,1086
0.0495595,0.231722,11.0733,3.37373,0.215825,0.304276,1.58849,1087
0.0636261,0.304514,7.97959,3.03451,0.222371,0.37453,1.8588,1088
0.0810285,0.339433,9.1433,4.2587,0.174898,0.465722,2.60701,1089
0.0809235,0.49955,8.59785,3.78219,0.311204,0.439852,2.61055,1090
0.110969,0.358542,8.84048,3.93691,0.280135,0.444519,2.89058,1091
0.0715691,0.335447,8.9701,3.23254,0.209125,0.359898,1.9346,1092
0.109366,0.57798,8.19444,3.65348,0.294788,0.445266,2.95143,1093
0.127485,0.426229,8.16113,3.83756,0.276724,0.46961,3.04394,1094
0.0628737,0.349619,8.97375,2.99189,0.189757,0.324339,1.8547,1095
0.0750566,0.458185,6.89137,3.04126,0.179503,0.441266,2.15754,1096
0.0503993,0.383618,7.67412,2.3187,0.248542,0.295205,1.29344,1097
0.067965,0.349188,9.46449,3.22617,0.207076,0.332585,1.99518,1098
0.141698,0.407996,11.4456,4.69865,0.272523,0.409774,3.32928,1099
0.14052,0.45906,8.52022,3.74195,0.259718,0.438388,3.04719,1100
0.0941677,0.373782,8.40044,3.3546,0.294987,0.38978,2.25613,1101
0.123141,0.393303,11.9839,4.90519,0.22888,0.408573,3.11124,1102
0.154475,0.688136,9.5156,5.20421,0.270384,0.537446,4.44502,1103
0.0890648,0.332239,8.64808,3.24923,0.267123,0.375226,2.12829,1104
0.082329,0.464804,5.70748,1.91552,0.243171,0.332777,1.63884,1105
0.0985417,0.664382,5.57874,3.04384,0.246705,0.545554,2.45061,1106
0.0908202,0.410683,6.97901,2.39967,0.259718,0.343218,1.96087,1107
0.0722923,0.44217,6.73316,2.91578,0.215574,0.429385,2.24316,1108
0.0548491,0.301454,9.12906,2.8878,0.192667,0.315917,1.57983,1109
0.129422,0.392402,8.90426,3.6691,0.257597,0.411314,2.70628,1110
0.0504868,0.297246,8.56542,2.96578,0.220638,0.346212,1.56231,1111
0,0,nan,-inf,0,-inf,0,1112
0.0898288,0.448295,7.73503,3.85119,0.309934,0.497239,2.61503,1113
0.119082,0.368038,7.18772,3.96123,0.248377,0.542773,2.78702,1114
0.15973,0.41308,9.03863,3.91476,0.329515,0.432549,3.18815,1115
0.0736569,0.33381,10.0918,3.25341,0.217069,0.321961,1.93294,1116
0.0914209,0.31932,7.52891,3.28331,0.245075,0.436046,2.18551,1117
0,0,nan,-inf,0,-inf,0,1118
0.0495304,0.289672,8.89429,3.25628,0.21457,0.366069,1.57387,1119
0.0809876,0.573989,6.73792,3.32519,0.223031,0.49286,2.34362,1120
0.132641,0.388301,7.77804,3.42403,0.288937,0.439419,2.91882,1121
0,0,nan,-inf,0,-inf,0,1122
0,0,nan,-inf,0,-inf,0,1123
0,0,nan,-inf,0,-inf,0,1124
0,0,nan,-inf,0,-inf,0,1125
0,0,nan,-inf,0,-inf,0,1126
0,0,nan,-inf,0,-inf,0,1127
0,0,nan,-inf,0,-inf,0,1128
0,0,nan,-inf,0,-inf,0,1129
0,0,nan,-inf,0,-inf,0,1130
0,0,nan,-inf,0,-inf,0,1131
0,0,nan,-inf,0,-inf,0,1132
0,0,nan,-inf,0,-inf,0,1133
0,0,nan,-inf,0,-inf,0,1134
0,0,nan,-inf,0,-inf,0,1135
0,0,nan,-inf,0,-inf,0,1136
0.169924,0.498115,9.894,4.01141,0.368811,0.395583,3.53944,1137
0.200268,0.454878,9.88826,4.57926,0.287234,0.462261,3.77008,1138
0,0,nan,-inf,0,-inf,0,1139
0,0,nan,-inf,0,-inf,0,1140
0,0,nan,-inf,0,-inf,0,1141
0,0,nan,-inf,0,-inf,0,1142
0,0,nan,-inf,0,-inf,0,1143
0,0,nan,-inf,0,-inf,0,1144
0,0,nan,-inf,0,-inf,0,1145
0.0308683,0.275405,6.48141,1.83419,0.175114,0.282623,0.919856,1146
0.0229077,0.223341,7.73947,2.0314,0.187889,0.260253,0.821032,1147
0.0403159,0.302414,6.22897,1.64635,0.262297,0.26396,1.017,1148
0.0137691,0.210113,6.12801,1.22334,0.141684,0.194202,0.499583,1149
0.0362394,0.23639,7.61791,2.52454,0.167208,0.330794,1.1318,1150
0.0368285,0.228303,8.4113,3.15753,0.164487,0.374901,1.31933,1151
0,0,nan,-inf,0,-inf,0,1152
0.0719132,0.317058,7.68829,3.42106,0.241496,0.438239,2.02071,1153
0.0256545,0.236183,10.6307,2.45095,0.137665,0.230528,0.981655,1154
0.0485098,0.262649,7.3197,2.1437,0.251343,0.288217,1.25618,1155
0.0331427,0.279866,8.81041,2.73324,0.175114,0.305535,1.20489,1156
0.0407767,0.214341,15.3402,4.17403,0.162101,0.267981,1.57399,1157
0.0335451,0.244873,12.5923,3.06195,0.143315,0.242844,1.24344,1158
0.0352072,0.258024,11.6712,3.05347,0.147415,0.261283,1.33082,1159
0.037575,0.327477,10.2467,3.01355,0.163646,0.294068,1.44083,1160
0.0650316,0.302967,11.4767,3.65704,0.238868,0.313958,1.93836,1161
0,0,nan,-inf,0,-inf,0,1162
0.066752,0.35887,11.6119,4.37838,0.227854,0.367894,2.16445,1163
0,0,nan,-inf,0,-inf,0,1164
0.0288446,0.219838,7.50735,2.93164,0.183434,0.384993,1.12408,1165
0.0664079,0.359011,9.85256,3.33414,0.208945,0.338366,1.82434,1166
0.0865688,0.319088,10.8211,3.83483,0.236956,0.354345,2.41282,1167
0.0588789,0.383447,7.56388,2.36888,0.198688,0.310534,1.53503,1168
0.0669969,0.305439,9.00442,3.7519,0.206852,0.41625,2.00766,1169
0.0613633,0.35307,11.0798,3.57422,0.208774,0.317708,1.86531,1170
0.0401993,0.327175,8.64213,3.49397,0.140908,0.398178,1.51996,1171
0.0737677,0.328285,8.38277,3.61987,0.233675,0.431383,2.00908,1172
0.0411149,0.272554,10.6673,3.58881,0.158861,0.336395,1.59063,1173
0.0764679,0.386081,9.31996,3.53084,0.184652,0.378805,2.22132,1174
0.0507959,0.279866,10.9519,3.56536,0.258087,0.325121,1.65513,1175
0.0665537,0.277726,11.7445,3.72733,0.213301,0.316955,1.97788,1176
0.0953866,0.428449,9.30432,3.76376,0.24,0.401096,2.50781,1177
0.0388871,0.305439,6.32296,1.95576,0.222709,0.304632,1.07812,1178
0.137347,0.524584,8.75349,4.0168,0.226412,0.45883,3.60872,1179
0.0282672,0.258024,8.15056,2.02497,0.157165,0.248418,0.941237,1180
0.0691605,0.38342,9.02001,3.64583,0.208064,0.404149,2.2763,1181
0.0959873,0.441447,8.3803,3.69761,0.205157,0.437495,2.68818,1182
0.0657489,0.301708,10.3042,3.60212,0.283317,0.34954,1.98233,1183
0.0705719,0.354081,10.1783,3.70543,0.168546,0.360975,2.18781,1184
0.0651482,0.303033,10.6117,3.57897,0.219427,0.334414,1.86485,1185
0.0748933,0.323549,10.9439,3.59287,0.182395,0.328263,2.15146,1186
0.123351,0.370903,8.4955,3.90086,0.256853,0.459117,2.96879,1187
0.075978,0.31932,9.43863,3.44062,0.192145,0.364155,2.1955,1188
0.0458971,0.288556,11.234,3.14952,0.157165,0.279991,1.52574,1189
0.0396103,0.287222,13.2578,3.4563,0.150384,0.258494,1.60414,1190
0.063072,0.297642,10.4297,3.27602,0.212058,0.311449,1.81567,1191
0.0262027,0.214341,11.5663,2.75194,0.158002,0.235914,1.07734,1192
0.0495945,0.327778,10.0506,3.4932,0.193776,0.347523,1.70201,1193
0.0365777,0.284095,8.67432,2.94858,0.180764,0.337046,1.32495,1194
0.0262494,0.288442,10.2482,2.16574,0.156348,0.209543,0.959389,1195
0.0435935,0.299208,5.51128,2.05071,0.214651,0.359647,1.21182,1196
0.0406775,0.301454,7.18963,2.34155,0.211457,0.325353,1.24392,1197
0.0483232,0.332607,4.54869,1.95792,0.301733,0.426797,1.31818,1198
0.0380882,0.261708,8.01254,2.39801,0.176539,0.294754,1.2526,1199
0.0268792,0.240085,7.39086,2.19473,0.182856,0.292459,0.962484,1200
0.0355629,0.30244,6.89853,2.04438,0.200027,0.293797,1.08958,1201
0.0601619,0.297246,10.1501,3.45663,0.197876,0.340203,1.88548,1202
0.0349214,0.285738,9.53262,2.71895,0.212966,0.284936,1.21741,1203
0.0370792,0.25067,7.16354,2.49252,0.203246,0.347592,1.20077,1204
0.0412957,0.318545,6.0454,1.93223,0.22238,0.314784,1.11492,1205
0.0577067,0.305936,9.01749,2.93462,0.235325,0.322684,1.7326,1206
0.042258,0.32824,6.55709,2.50768,0.168327,0.379143,1.39719,1207
0.0336151,0.365884,5.99072,2.07297,0.166181,0.343049,1.11648,1208
0.0598003,0.31063,7.19692,3.04025,0.195451,0.418864,1.80734,1209
0.0372367,0.291597,8.61776,2.57833,0.184207,0.298618,1.26339,1210
0.0300868,0.224285,10.0527,2.71681,0.200089,0.268185,1.16015,1211
0.011483,0.179348,7.51471,1.44419,0.149089,0.190557,0.485159,1212
0,0,nan,-inf,0,-inf,0,1213
0,0,nan,-inf,0,-inf,0,1214
0,0,nan,-inf,0,-inf,0,1215
0,0,nan,-inf,0,-inf,0,1216
0,0,nan,-inf,0,-inf,0,1217
0,0,nan,-inf,0,-inf,0,1218
0,0,nan,-inf,0,-inf,0,1219
0,0,nan,-inf,0,-inf,0,1220
0,0,nan,-inf,0,-inf,0,1221
0,0,nan,-inf,0,-inf,0,1222
0,0,nan,-inf,0,-inf,0,1223
0,0,nan,-inf,0,-inf,0,1224
0,0,nan,-inf,0,-inf,0,1225
0,0,nan,-inf,0,-inf,0,1226
0,0,nan,-inf,0,-inf,0,1227
0,0,nan,-inf,0,-inf,0,1228
0,0,nan,-inf,0,-inf,0,1229
0,0,nan,-inf,0,-inf,0,1230
0,0,nan,-inf,0,-inf,0,1231
0,0,nan,-inf,0,-inf,0,1232
0,0,nan,-inf,0,-inf,0,1233
0,0,nan,-inf,0,-inf,0,1234
0,0,nan,-inf,0,-inf,0,1235
0,0,nan,-inf,0,-inf,0,1236
0,0,nan,-inf,0,-inf,0,1237
0,0,nan,-inf,0,-inf,0,1238
0,0,nan,-inf,0,-inf,0,1239
0,0,nan,-inf,0,-inf,0,1240
0,0,nan,-inf,0,-inf,0,1241
0,0,nan,-inf,0,-inf,0,1242
0,0,nan,-inf,0,-inf,0,1243
0,0,nan,-inf,0,-inf,0,1244
0,0,nan,-inf,0,-inf,0,1245
0,0,nan,-inf,0,-inf,0,1246
0,0,nan,-inf,0,-inf,0,1247
0,0,nan,-inf,0,-inf,0,1248
0,0,nan,-inf,0,-inf,0,1249
0,0,nan,-inf,0,-inf,0,1250
0,0,nan,-inf,0,-inf,0,1251
0,0,nan,-inf,0,-inf,0,1252
0,0,nan,-inf,0,-inf,0,1253
0,0,nan,-inf,0,-inf,0,1254
0,0,nan,-inf,0,-inf,0,1255
0,0,nan,-inf,0,-inf,0,1256
0.13807,0.396658,8.01909,8.28086,0.205317,1.03228,4.83377,1257
0,0,nan,-inf,0,-inf,0,1258
0,0,nan,-inf,0,-inf,0,1259
0,0,nan,-inf,0,-inf,0,1260
0,0,nan,-inf,0,-inf,0,1261
0,0,nan,-inf,0,-inf,0,1262
0,0,nan,-inf,0,-inf,0,1263
0,0,nan,-inf,0,-inf,0,1264
0,0,nan,-inf,0,-inf,0,1265
0,0,nan,-inf,0,-inf,0,1266
0,0,nan,-inf,0,-inf,0,1267
0,0,nan,-inf,0,-inf,0,1268
0,0,nan,-inf,0,-inf,0,1269
0,0,nan,-inf,0,-inf,0,1270
0,0,nan,-inf,0,-inf,0,1271
0,0,nan,-inf,0,-inf,0,1272
0,0,nan,-inf,0,-inf,0,1273
0,0,nan,-inf,0,-inf,0,1274
0,0,nan,-inf,0,-inf,0,1275
0,0,nan,-inf,0,-inf,0,1276
0,0,nan,-inf,0,-inf,0,1277
0,0,nan,-inf,0,-inf,0,1278
0,0,nan,-inf,0,-inf,0,1279
0,0,nan,-inf,0,-inf,0,1280
0,0,nan,-inf,0,-inf,0,1281
0,0,nan,-inf,0,-inf,0,1282
0,0,nan,-inf,0,-inf,0,1283
0,0,nan,-inf,0,-inf,0,1284
0,0,nan,-inf,0,-inf,0,1285
0,0,nan,-inf,0,-inf,0,1286
0,0,nan,-inf,0,-inf,0,1287
0,0,nan,-inf,0,-inf,0,1288
0,0,nan,-inf,0,-inf,0,1289
0,0,nan,-inf,0,-inf,0,1290
0,0,nan,-inf,0,-inf,0,1291
0,0,nan,-inf,0,-inf,0,1292
0.0469818,0.24052,8.79274,4.98909,0.167241,0.566872,2.01643,1293
0,0,nan,-inf,0,-inf,0,1294
0.0663962,0.399865,10.0275,3.05895,0.164397,0.302211,1.97197,1295
0,0,nan,-inf,0,-inf,0,1296
0,0,nan,-inf,0,-inf,0,1297
0,0,nan,-inf,0,-inf,0,1298
0.138204,0.544803,14.5644,7.0043,0.246769,0.47476,4.33126,1299
0,0,nan,-inf,0,-inf,0,1300
0,0,nan,-inf,0,-inf,0,1301
0,0,nan,-inf,0,-inf,0,1302
0,0,nan,-inf,0,-inf,0,1303
0,0,nan,-inf,0,-inf,0,1304
0,0,nan,-inf,0,-inf,0,1305
0,0,nan,-inf,0,-inf,0,1306
0,0,nan,-inf,0,-inf,0,1307
0,0,nan,-inf,0,-inf,0,1308
0,0,nan,-inf,0,-inf,0,1309
0,0,nan,-inf,0,-inf,0,1310
0,0,nan,-inf,0,-inf,0,1311
0,0,nan,-inf,0,-inf,0,1312
0,0,nan,-inf,0,-inf,0,1313
0,0,nan,-inf,0,-inf,0,1314
0,0,nan,-inf,0,-inf,0,1315
0,0,nan,-inf,0,-inf,0,1316
0,0,nan,-inf,0,-inf,0,1317
0,0,nan,-inf,0,-inf,0,1318
0,0,nan,-inf,0,-inf,0,1319
0,0,nan,-inf,0,-inf,0,1320
0,0,nan,-inf,0,-inf,0,1321
0,0,nan,-inf,0,-inf,0,1322
0,0,nan,-inf,0,-inf,0,1323
0,0,nan,-inf,0,-inf,0,1324
0,0,nan,-inf,0,-inf,0,1325
0,0,nan,-inf,0,-inf,0,1326
0,0,nan,-inf,0,-inf,0,1327
0,0,nan,-inf,0,-inf,0,1328
0,0,nan,-inf,0,-inf,0,1329
0,0,nan,-inf,0,-inf,0,1330
0.0825681,0.253994,11.4798,7.10912,0.18749,0.618111,3.01507,1331
0,0,nan,-inf,0,-inf,0,1332
0,0,nan,-inf,0,-inf,0,1333
0,0,nan,-inf,0,-inf,0,1334
0,0,nan,-inf,0,-inf,0,1335
0,0,nan,-inf,0,-inf,0,1336
0,0,nan,-inf,0,-inf,0,1337
0,0,nan,-inf,0,-inf,0,1338
0,0,nan,-inf,0,-inf,0,1339
0,0,nan,-inf,0,-inf,0,1340
0,0,nan,-inf,0,-inf,0,1341
0,0,nan,-inf,0,-inf,0,1342
0,0,nan,-inf,0,-inf,0,1343
0,0,nan,-inf,0,-inf,0,1344
0,0,nan,-inf,0,-inf,0,1345
0,0,nan,-inf,0,-inf,0,1346
0,0,nan,-inf,0,-inf,0,1347
0,0,nan,-inf,0,-inf,0,1348
0,0,nan,-inf,0,-inf,0,1349
0,0,nan,-inf,0,-inf,0,1350
0,0,nan,-inf,0,-inf,0,1351
0,0,nan,-inf,0,-inf,0,1352
0,0,nan,-inf,0,-inf,0,1353
0.0380765,0.30268,8.30293,2.53039,0.247722,0.303336,1.34028,1354
0,0,nan,-inf,0,-inf,0,1355
0,0,nan,-inf,0,-inf,0,1356
0,0,nan,-inf,0,-inf,0,1357
0,0,nan,-inf,0,-inf,0,1358
0,0,nan,-inf,0,-inf,0,1359
0,0,nan,-inf,0,-inf,0,1360
0,0,nan,-inf,0,-inf,0,1361
0,0,nan,-inf,0,-inf,0,1362
0,0,nan,-inf,0,-inf,0,1363
0,0,nan,-inf,0,-inf,0,1364
0,0,nan,-inf,0,-inf,0,1365
0,0,nan,-inf,0,-inf,0,1366
0,0,nan,-inf,0,-inf,0,1367
0,0,nan,-inf,0,-inf,0,1368
0,0,nan,-inf,0,-inf,0,1369
0,0,nan,-inf,0,-inf,0,1370
0.149215,0.364319,6.99661,6.51384,0.250681,0.89508,4.02447,1371
0.126226,0.390255,9.06495,7.27376,0.206488,0.771448,3.91724,1372
0.169026,0.629772,8.01842,7.97378,0.249445,0.954924,5.61833,1373
0.105476,0.60936,6.32616,4.53696,0.196931,0.689505,3.61087,1374
0.449156,0.802026,5.10795,7.7438,0.301632,1.45754,11.0372,1375
0.24494,0.94791,10.5691,7.16699,0.244733,0.665933,7.78345,1376
0.156902,0.466098,12.8498,7.07682,0.165975,0.541486,5.18105,1377
0.181197,0.633445,11.5355,6.61449,0.256321,0.569158,5.29149,1378
0.175266,0.684587,11.9954,6.60654,0.228532,0.546679,5.88794,1379
0.284661,0.670463,8.45387,6.59755,0.299419,0.765277,7.12501,1380
0.0781125,0.381089,12.1121,5.7503,0.172579,0.47112,2.85385,1381
0.105365,0.413925,7.96206,5.30899,0.237158,0.66168,3.60065,1382
0.203382,0.469558,11.1508,7.29897,0.227967,0.653481,5.36432,1383
0.179588,0.480484,10.5586,6.90501,0.425848,0.652884,5.14754,1384
0,0,nan,-inf,0,-inf,0,1385
