"muscles_p1-final.Label-Analysis"
"Volume3d","Breadth3d","FeretShape3d","Length3d","Thickness3d","Width3d","Area3d","index"
0.127456,0.492403,6.65996,3.42272,0.303711,0.512962,2.9802,162
0.0433252,0.249078,7.64452,3.23104,0.196637,0.421869,1.51766,163
0.0717791,0.27499,7.53028,3.37079,0.257147,0.446792,2.00663,164
0.0198518,0.250569,4.77735,1.28958,0.207294,0.269429,0.654019,165
0,0,nan,-inf,0,-inf,0,166
0,0,nan,-inf,0,-inf,0,167
0,0,nan,-inf,0,-inf,0,168
0,0,nan,-inf,0,-inf,0,169
0,0,nan,-inf,0,-inf,0,170
0,0,nan,-inf,0,-inf,0,171
0,0,nan,-inf,0,-inf,0,172
0,0,nan,-inf,0,-inf,0,173
0,0,nan,-inf,0,-inf,0,174
0,0,nan,-inf,0,-inf,0,175
0,0,nan,-inf,0,-inf,0,176
0,0,nan,-inf,0,-inf,0,177
0,0,nan,-inf,0,-inf,0,178
0,0,nan,-inf,0,-inf,0,179
0,0,nan,-inf,0,-inf,0,180
0,0,nan,-inf,0,-inf,0,181
0,0,nan,-inf,0,-inf,0,182
0,0,nan,-inf,0,-inf,0,183
0,0,nan,-inf,0,-inf,0,184
0,0,nan,-inf,0,-inf,0,185
0.0341225,0.335667,7.23824,1.69426,0.204604,0.231887,0.974183,186
0,0,nan,-inf,0,-inf,0,187
0,0,nan,-inf,0,-inf,0,188
0,0,nan,-inf,0,-inf,0,189
0,0,nan,-inf,0,-inf,0,190
0,0,nan,-inf,0,-inf,0,191
0,0,nan,-inf,0,-inf,0,192
0,0,nan,-inf,0,-inf,0,193
0,0,nan,-inf,0,-inf,0,194
0,0,nan,-inf,0,-inf,0,195
0,0,nan,-inf,0,-inf,0,196
0,0,nan,-inf,0,-inf,0,197
0,0,nan,-inf,0,-inf,0,198
0,0,nan,-inf,0,-inf,0,199
0,0,nan,-inf,0,-inf,0,200
0,0,nan,-inf,0,-inf,0,201
0,0,nan,-inf,0,-inf,0,202
0,0,nan,-inf,0,-inf,0,203
0,0,nan,-inf,0,-inf,0,204
0,0,nan,-inf,0,-inf,0,205
0,0,nan,-inf,0,-inf,0,206
0,0,nan,-inf,0,-inf,0,207
0,0,nan,-inf,0,-inf,0,208
0,0,nan,-inf,0,-inf,0,209
0,0,nan,-inf,0,-inf,0,210
0,0,nan,-inf,0,-inf,0,211
0,0,nan,-inf,0,-inf,0,212
0,0,nan,-inf,0,-inf,0,213
0,0,nan,-inf,0,-inf,0,214
0,0,nan,-inf,0,-inf,0,215
0,0,nan,-inf,0,-inf,0,216
0,0,nan,-inf,0,-inf,0,217
0,0,nan,-inf,0,-inf,0,218
0,0,nan,-inf,0,-inf,0,219
0,0,nan,-inf,0,-inf,0,220
0,0,nan,-inf,0,-inf,0,221
0,0,nan,-inf,0,-inf,0,222
0,0,nan,-inf,0,-inf,0,223
0,0,nan,-inf,0,-inf,0,224
0,0,nan,-inf,0,-inf,0,225
0,0,nan,-inf,0,-inf,0,226
0,0,nan,-inf,0,-inf,0,227
0,0,nan,-inf,0,-inf,0,228
0,0,nan,-inf,0,-inf,0,229
0,0,nan,-inf,0,-inf,0,230
0,0,nan,-inf,0,-inf,0,231
0,0,nan,-inf,0,-inf,0,232
0,0,nan,-inf,0,-inf,0,233
0.0484923,0.344415,4.09497,1.50035,0.328735,0.360624,1.10725,234
0.0402635,0.588066,3.56929,1.31974,0.323942,0.365564,1.0857,235
0,0,nan,-inf,0,-inf,0,236
0,0,nan,-inf,0,-inf,0,237
0,0,nan,-inf,0,-inf,0,238
0,0,nan,-inf,0,-inf,0,239
0,0,nan,-inf,0,-inf,0,240
0,0,nan,-inf,0,-inf,0,241
0,0,nan,-inf,0,-inf,0,242
0,0,nan,-inf,0,-inf,0,243
0,0,nan,-inf,0,-inf,0,244
0,0,nan,-inf,0,-inf,0,245
0,0,nan,-inf,0,-inf,0,246
0,0,nan,-inf,0,-inf,0,247
0,0,nan,-inf,0,-inf,0,248
0,0,nan,-inf,0,-inf,0,249
0,0,nan,-inf,0,-inf,0,250
0,0,nan,-inf,0,-inf,0,251
0,0,nan,-inf,0,-inf,0,252
0,0,nan,-inf,0,-inf,0,253
0.217087,0.548057,6.92504,4.38367,0.339171,0.627902,4.27823,254
0,0,nan,-inf,0,-inf,0,255
0,0,nan,-inf,0,-inf,0,256
0,0,nan,-inf,0,-inf,0,257
0,0,nan,-inf,0,-inf,0,258
0,0,nan,-inf,0,-inf,0,259
0,0,nan,-inf,0,-inf,0,260
0,0,nan,-inf,0,-inf,0,261
0,0,nan,-inf,0,-inf,0,262
0,0,nan,-inf,0,-inf,0,263
0,0,nan,-inf,0,-inf,0,264
0,0,nan,-inf,0,-inf,0,265
0,0,nan,-inf,0,-inf,0,266
0,0,nan,-inf,0,-inf,0,267
0,0,nan,-inf,0,-inf,0,268
0,0,nan,-inf,0,-inf,0,269
0,0,nan,-inf,0,-inf,0,270
0,0,nan,-inf,0,-inf,0,271
0,0,nan,-inf,0,-inf,0,272
0,0,nan,-inf,0,-inf,0,273
0,0,nan,-inf,0,-inf,0,274
0,0,nan,-inf,0,-inf,0,275
0,0,nan,-inf,0,-inf,0,276
0.187857,0.376283,11.5521,5.01292,0.305552,0.430435,4.01072,277
0,0,nan,-inf,0,-inf,0,278
0,0,nan,-inf,0,-inf,0,279
0,0,nan,-inf,0,-inf,0,280
0,0,nan,-inf,0,-inf,0,281
0,0,nan,-inf,0,-inf,0,282
0,0,nan,-inf,0,-inf,0,283
0,0,nan,-inf,0,-inf,0,284
0,0,nan,-inf,0,-inf,0,285
0,0,nan,-inf,0,-inf,0,286
0,0,nan,-inf,0,-inf,0,287
0,0,nan,-inf,0,-inf,0,288
0,0,nan,-inf,0,-inf,0,289
0,0,nan,-inf,0,-inf,0,290
0.0945585,0.33711,11.7972,4.0502,0.216101,0.337072,2.45669,291
0.175138,0.515311,8.26674,4.65766,0.486189,0.5552,4.08415,292
0,0,nan,-inf,0,-inf,0,293
0,0,nan,-inf,0,-inf,0,294
0,0,nan,-inf,0,-inf,0,295
0,0,nan,-inf,0,-inf,0,296
0,0,nan,-inf,0,-inf,0,297
0,0,nan,-inf,0,-inf,0,298
0,0,nan,-inf,0,-inf,0,299
0,0,nan,-inf,0,-inf,0,300
0,0,nan,-inf,0,-inf,0,301
0.164512,0.537435,7.42276,3.81126,0.300092,0.504562,3.81486,302
0.262511,0.507571,9.17421,5.08455,0.432098,0.544139,6.00118,303
0.171557,0.342151,10.581,4.78414,0.305441,0.452128,3.60011,304
0.156301,0.364857,10.1992,4.88124,0.313527,0.474724,3.71917,305
0.247646,0.606062,10.1391,4.64941,0.367642,0.4577,5.57465,306
0.192488,0.427064,10.0411,4.34118,0.311051,0.428847,4.26023,307
0.121216,0.33346,10.1649,4.45222,0.282365,0.43446,3.0044,308
0.0795763,0.328758,11.5929,4.41208,0.238017,0.37751,2.44003,309
0.0949084,0.306203,13.7493,4.37644,0.246914,0.31573,2.52779,310
0.158744,0.511765,9.98186,4.03626,0.322016,0.401091,3.67623,311
0.119624,0.307544,12.2375,4.18475,0.304647,0.339196,2.82769,312
0.0752082,0.312117,12.9137,4.05833,0.233484,0.311725,2.193,313
0.124902,0.333837,10.3095,4.34745,0.301247,0.418288,3.0417,314
0.0751091,0.338242,9.91929,3.51647,0.314084,0.354238,2.17956,315
0.120044,0.50249,9.72185,3.90014,0.281793,0.39996,3.16301,316
0.106753,0.428091,9.80465,4.05131,0.283414,0.412428,2.9425,317
0.132787,0.570562,7.00831,3.36333,0.272309,0.476028,3.57051,318
0.0791214,0.335281,9.46602,3.27405,0.234227,0.345225,2.09929,319
0.150551,0.426374,7.17336,3.38696,0.359775,0.471273,3.30999,320
0.0643667,0.321566,9.13462,3.43878,0.263044,0.375749,1.88606,321
0.0735403,0.413369,8.41725,3.57603,0.289905,0.413438,2.3679,322
0.0880851,0.348936,10.8318,4.10078,0.239023,0.375526,2.45711,323
0.051484,0.234274,13.5518,4.09307,0.191851,0.29959,1.77273,324
0.0603894,0.263044,11.2826,3.25608,0.23263,0.288051,1.74269,325
0.0892281,0.456218,7.31821,3.44984,0.353289,0.468857,2.89695,326
0.0344432,0.242377,9.13852,2.47876,0.199425,0.265981,1.13996,327
0,0,nan,-inf,0,-inf,0,328
0,0,nan,-inf,0,-inf,0,329
0.0193036,0.415396,4.47012,1.10688,0.143821,0.247154,0.73531,330
0,0,nan,-inf,0,-inf,0,331
0.0371959,0.384026,7.03974,2.43749,0.234057,0.345984,1.48194,332
0,0,nan,-inf,0,-inf,0,333
0,0,nan,-inf,0,-inf,0,334
0,0,nan,-inf,0,-inf,0,335
0,0,nan,-inf,0,-inf,0,336
0,0,nan,-inf,0,-inf,0,337
0,0,nan,-inf,0,-inf,0,338
0,0,nan,-inf,0,-inf,0,339
0.0557413,0.378087,6.52848,2.77369,0.245851,0.420706,1.58652,340
0.113022,0.355423,9.99047,4.39386,0.280713,0.436251,2.84923,341
0.192674,0.538254,9.90005,4.55327,0.2701,0.459907,3.97194,342
0.366978,0.659179,8.56803,4.52255,0.464221,0.523575,5.38937,343
0.0777451,0.258698,13.7602,4.45072,0.211343,0.320836,2.33986,344
0.191059,0.458381,10.6263,4.70738,0.26092,0.442976,4.01003,345
0.0533444,0.254006,15.7014,4.43838,0.184226,0.281147,1.89686,346
0.0577009,0.265706,10.5833,3.79828,0.206968,0.358881,1.81504,347
0.0178515,0.253603,7.71309,1.74619,0.116221,0.222582,0.738405,348
0.0258995,0.249812,9.4252,3.24344,0.186067,0.342265,1.1534,349
0.0839444,0.317549,8.50042,2.88449,0.24584,0.337501,1.96873,350
0.0445499,0.253358,10.5733,3.86217,0.206074,0.365264,1.65627,351
0.0686532,0.284317,12.3132,3.49806,0.260626,0.282556,1.96589,352
0.125753,0.43824,9.30279,3.1004,0.322833,0.332652,2.7205,353
0.0326353,0.257445,8.70398,2.48673,0.174084,0.283392,1.12535,354
0.11129,0.477598,8.07381,3.37438,0.282184,0.417158,2.91364,355
0.0483873,0.221418,8.48224,3.46053,0.18755,0.404676,1.63168,356
0.0990665,0.655345,10.1847,3.27225,0.245389,0.320688,2.69543,357
0.0217938,0.235175,6.23189,1.50023,0.224079,0.238789,0.714145,358
0.0801129,0.336672,7.90217,2.66338,0.288357,0.336411,1.8638,359
0.061684,0.313437,4.8971,2.2336,0.293591,0.443233,1.5732,360
0.106228,0.534602,5.48937,3.25788,0.42987,0.592375,3.30709,361
0.0350264,0.233259,9.39056,2.99468,0.18749,0.313665,1.29398,362
0.00875369,0.188422,5.61437,1.12485,0.152924,0.199394,0.378763,363
0.0173324,0.259047,5.55572,1.3793,0.149746,0.247007,0.678795,364
0.0172566,0.260485,5.73531,1.66418,0.208412,0.285545,0.729536,365
0.0264652,0.220669,8.04478,2.64906,0.18496,0.328671,1.03268,366
0.0403043,0.270645,6.89804,2.41258,0.257895,0.349092,1.28449,367
0.0588672,0.322702,8.16086,3.09154,0.261824,0.378114,1.86342,368
0.0273691,0.252704,6.75397,2.1135,0.239169,0.311429,1.0198,369
0.102041,0.689478,6.12087,2.6974,0.23877,0.43858,2.72643,370
0.0614216,0.389336,5.67663,2.81199,0.260515,0.492992,2.0479,371
0.0315214,0.25874,6.50314,2.04551,0.233259,0.313952,1.04839,372
0.00491046,0.259588,2.79524,0.50254,0.126147,0.179363,0.219603,373
0.0310665,0.312713,4.7377,1.67599,0.248043,0.351927,0.977442,374
0.0265352,0.305256,5.21912,1.61318,0.251273,0.307493,0.897093,375
0.00974511,0.388825,5.38886,1.23929,0.176408,0.228211,0.482103,376
0.00661338,0.174102,5.74837,0.999429,0.155952,0.172817,0.314215,377
0.012072,0.201503,6.6962,1.57087,0.130503,0.230178,0.532006,378
0.029836,0.247381,5.65581,1.94871,0.196481,0.342902,0.942635,379
0.0224762,0.259162,5.91789,1.68372,0.232557,0.279839,0.782437,380
0.0138858,0.272027,4.31501,1.18269,0.210766,0.26671,0.574429,381
0.0192744,0.222409,10.5466,2.16902,0.143821,0.205275,0.824395,382
0.0484631,0.533214,5.74731,2.09104,0.285415,0.361641,1.73268,383
0.0588731,0.354786,5.70309,2.61138,0.279601,0.45385,1.69499,384
0.0390621,0.258435,9.16424,2.86218,0.193012,0.30719,1.36327,385
0.065743,0.296506,9.59077,3.36606,0.228965,0.349072,1.9296,386
0.061929,0.505522,6.08369,2.86925,0.288436,0.46248,1.94441,387
0.0686648,0.364857,6.29077,2.46456,0.363297,0.376486,1.7727,388
0.0506326,0.305251,11.2765,2.96055,0.238034,0.261124,1.61724,389
0.0100834,0.214334,4.78642,1.2302,0.186067,0.251016,0.501629,390
0.0188079,0.217524,6.02477,1.90542,0.158272,0.307901,0.787032,391
0.124225,0.614849,8.71779,3.54779,0.345573,0.403671,2.95365,392
0.113372,0.402201,8.81269,3.69241,0.328201,0.416724,2.61699,393
0.123776,0.330168,10.9537,3.96228,0.305367,0.359776,2.8626,394
0.0683441,0.327435,8.31795,3.5648,0.230921,0.426251,1.97324,395
0.10435,0.43719,8.40796,3.76994,0.304999,0.445955,2.96418,396
0.0981043,0.694697,6.92091,4.25299,0.243109,0.614046,2.99885,397
0.169143,0.521734,8.88042,3.82778,0.29972,0.428707,3.42042,398
0.151023,0.381133,7.65407,3.6778,0.324099,0.477906,2.92157,399
0.0881201,0.360202,8.01155,3.6533,0.263241,0.453541,2.45257,400
0.0491163,0.265706,8.73296,3.51047,0.197944,0.399807,1.69116,401
0.0534377,0.275257,10.9046,3.21799,0.179992,0.29351,1.66301,402
0.0694521,0.491217,7.52753,3.06449,0.266523,0.404905,2.15672,403
0.0160027,0.159396,9.18155,2.41456,0.135747,0.261559,0.77173,404
0.0488189,0.388767,7.18313,2.95503,0.210032,0.409162,1.70861,405
0.102023,0.569403,6.48404,3.3365,0.304354,0.511791,2.79217,406
0.0335334,0.275413,5.02163,1.87556,0.227761,0.373484,1.03027,407
0.0881434,0.377943,8.49831,3.53316,0.220129,0.415734,2.4551,408
0.0922082,0.366116,11.4095,4.19718,0.196168,0.365878,2.71697,409
0.07487,0.345803,9.45708,3.78589,0.246601,0.40031,2.20177,410
0.0540151,0.281697,9.27438,3.2224,0.20587,0.345575,1.67198,411
0.0997489,0.290063,9.83088,3.9255,0.245337,0.399289,2.41139,412
0.0589955,0.290216,12.4948,3.77008,0.240156,0.299293,1.95324,413
0.0674518,0.312117,12.0581,4.24238,0.222953,0.348985,2.29561,414
0.175103,0.473952,12.5406,4.47101,0.268125,0.353642,3.6145,415
0.0904995,0.276596,13.0688,4.66921,0.258117,0.357267,2.51425,416
0.125619,0.36763,8.97631,4.88911,0.269945,0.535949,3.23023,417
0.052178,0.277418,9.55605,3.01091,0.199338,0.313377,1.60655,418
0.0990957,0.334286,15.5114,4.53233,0.206074,0.289833,2.86659,419
0.0514491,0.257519,13.3823,4.26889,0.204118,0.318983,1.84794,420
0.0373883,0.264918,8.53775,2.66873,0.200006,0.308099,1.26559,421
0.0598412,0.283393,12.1999,4.66915,0.16786,0.379629,2.08938,422
0.0689389,0.361858,10.9623,4.71427,0.200389,0.426731,2.444,423
0.0757448,0.360047,11.6003,5.11604,0.2067,0.433003,2.50368,424
0.0725955,0.495335,7.66513,4.05439,0.199247,0.528537,2.69551,425
0.103388,0.311461,8.94562,4.50753,0.273872,0.499809,2.9069,426
0.0451973,0.205032,10.7771,4.56984,0.155854,0.424019,1.80203,427
0.107342,0.3542,10.1559,4.89688,0.258117,0.4734,3.1729,428
0.154773,0.704088,9.29632,4.76126,0.355005,0.504825,3.66083,429
0.149063,0.570942,7.6218,4.50028,0.312371,0.581985,3.94364,430
0.0772494,0.25907,12.9659,4.67019,0.218776,0.357279,2.34997,431
0.132303,0.434628,9.43573,4.83741,0.276014,0.503343,3.44536,432
0.155998,0.346147,11.9976,4.87444,0.334655,0.400461,3.79741,433
0.103919,0.390367,10.544,4.51199,0.280964,0.425606,3.04562,434
0.062588,0.437761,10.7177,4.76393,0.234453,0.436406,2.23993,435
0.0925406,0.401679,8.61359,4.11536,0.271924,0.475194,2.73284,436
0.060576,0.277693,9.63329,3.29614,0.260823,0.340313,1.77369,437
0.14427,0.384438,10.5734,3.93337,0.292109,0.371994,2.89284,438
0,0,nan,-inf,0,-inf,0,439
0.0931005,0.699869,8.90968,4.12659,0.254212,0.460655,3.02358,440
0.0515657,0.264031,11.1507,3.90991,0.22113,0.348747,1.77172,441
0.0553914,0.290357,10.2522,2.97325,0.228579,0.288443,1.55547,442
0.0675509,0.371028,6.36172,2.646,0.226917,0.415911,1.69812,443
0,0,nan,-inf,0,-inf,0,444
0,0,nan,-inf,0,-inf,0,445
0,0,nan,-inf,0,-inf,0,446
0,0,nan,-inf,0,-inf,0,447
0,0,nan,-inf,0,-inf,0,448
0.0758847,0.331854,8.79355,3.33715,0.246601,0.376433,1.96965,449
0.0450981,0.342151,8.7908,3.11898,0.200904,0.352883,1.50478,450
0,0,nan,-inf,0,-inf,0,451
0.0872103,0.305552,12.754,4.71381,0.238017,0.362871,2.55994,452
0.130221,0.385326,11.5313,4.75441,0.308207,0.404804,3.38711,453
0.0756398,0.312926,9.68615,3.85161,0.225548,0.395623,2.13344,454
0.105272,0.489743,12.8638,4.45501,0.266994,0.34445,3.09553,455
