"muscles_p1-final.Label-Analysis"
"Volume3d","Area3d","Length3d","index"
0.0537701,2.18811,5.32834,939
0.139896,4.33151,5.58703,940
0.0545458,1.59211,2.61037,941
0.109074,3.54722,5.10861,942
0.287892,6.44013,4.98009,943
0.157397,5.65343,5.56903,944
0.101965,3.49349,6.29883,945
0.0235376,0.900286,2.12098,946
0.270839,6.66923,5.95507,947
0.202851,5.62258,6.82268,948
0.298984,8.61936,7.4163,949
0.518724,11.0366,7.54925,950
0.325449,7.57739,7.85749,951
0.380193,10.6462,7.83063,952
0,0,-inf,953
0.211057,5.58923,7.36521,954
0,0,-inf,955
0.231293,5.73524,7.44105,956
0,0,-inf,957
0,0,-inf,958
0,0,-inf,959
0,0,-inf,960
0,0,-inf,961
0.148498,4.66242,6.72758,962
0.247424,6.06377,6.36077,963
0,0,-inf,964
0,0,-inf,965
0.134431,3.88022,5.53506,966
0.0826031,2.56783,4.30408,967
0.100956,3.12188,4.10715,968
0.127071,3.48809,5.17565,969
0.0385256,1.34102,2.79884,970
0.103231,2.88105,4.08783,971
0.200157,4.8755,5.76689,972
0,0,-inf,973
0.15125,4.8147,6.13857,974
0.172957,4.87398,6.36415,975
0.184854,5.06037,5.24871,976
0.217892,6.01118,6.00832,977
0,0,-inf,978
0,0,-inf,979
0.0514957,1.81738,3.65901,980
0.0355688,1.34522,2.68231,981
0.202116,5.09979,6.36499,982
0,0,-inf,983
0,0,-inf,984
0,0,-inf,985
0,0,-inf,986
0,0,-inf,987
0,0,-inf,988
0,0,-inf,989
0.0952525,3.24089,5.85604,990
0.140333,4.51184,6.33098,991
0.0611883,2.27442,5.13924,992
0.118201,3.88798,4.67957,993
0.0664837,2.52631,5.51426,994
0.0919341,3.37945,6.43258,995
0.0840436,3.15259,5.91682,996
0,0,-inf,997
0,0,-inf,998
0.0682099,2.80157,6.72295,999
0.240549,6.38139,7.61725,1000
0.257875,7.26052,7.15369,1001
0.411056,9.089,7.25875,1002
0.288026,7.20875,7.39522,1003
0.0988683,3.5344,6.62405,1004
0,0,-inf,1005
0.121531,4.05621,6.85604,1006
0.27698,7.66988,7.52483,1007
0,0,-inf,1008
0.101154,3.26354,5.74126,1009
0.103213,3.38941,6.65496,1010
0.0613166,2.18874,4.27331,1011
0,0,-inf,1012
0.185793,5.07385,6.78425,1013
0.100641,3.68616,6.08702,1014
0.11392,3.86911,6.59925,1015
0.103528,3.10553,4.89114,1016
0.108141,3.89379,6.58872,1017
0.196582,5.33979,6.76619,1018
0,0,-inf,1019
0.217303,7.2196,6.67096,1020
0.170583,5.36936,6.79236,1021
0.180661,5.12938,6.98406,1022
0.0554264,2.04012,3.84376,1023
0.0918525,3.50449,7.57258,1024
0.0388055,1.05734,1.77748,1025
0,0,-inf,1026
0,0,-inf,1027
0,0,-inf,1028
0,0,-inf,1029
0.108917,3.94806,7.17802,1030
0.0200093,0.991526,2.67316,1031
0,0,-inf,1032
0,0,-inf,1033
0,0,-inf,1034
0,0,-inf,1035
0,0,-inf,1036
0,0,-inf,1037
0,0,-inf,1038
0,0,-inf,1039
0,0,-inf,1040
0,0,-inf,1041
0,0,-inf,1042
0,0,-inf,1043
0,0,-inf,1044
0,0,-inf,1045
0,0,-inf,1046
0,0,-inf,1047
0,0,-inf,1048
0,0,-inf,1049
0,0,-inf,1050
0,0,-inf,1051
0,0,-inf,1052
0,0,-inf,1053
0,0,-inf,1054
0,0,-inf,1055
0,0,-inf,1056
0,0,-inf,1057
0,0,-inf,1058
0.118889,3.14913,3.55739,1059
0,0,-inf,1060
0,0,-inf,1061
0.195468,6.09494,7.51204,1062
0.0831163,2.74022,4.95532,1063
0.284708,7.93709,8.18547,1064
0.231404,5.73644,7.33294,1065
0.24687,6.70041,7.55045,1066
0.188079,5.48586,6.79219,1067
0.0959931,3.60451,6.09763,1068
0.199095,6.58599,7.16579,1069
0.341977,7.77259,6.57127,1070
0.196955,5.33283,6.42449,1071
0.247856,6.15873,6.6182,1072
0.132215,4.23961,5.7421,1073
0.127625,4.20237,6.06411,1074
0.228313,6.23164,6.36563,1075
0.180258,5.23498,6.5454,1076
0.108532,3.84407,5.66185,1077
0.15433,4.00785,4.93349,1078
0.076707,1.97825,3.48227,1079
0.15328,3.63256,5.13575,1080
0.0547207,1.78131,3.79088,1081
0.0985533,2.96559,4.72601,1082
0.101784,2.7008,4.50778,1083
0.0583249,1.77826,3.2391,1084
0.0771911,2.15391,3.46706,1085
0.0867379,2.58562,4.64005,1086
0.0495595,1.58849,3.37373,1087
0.0636261,1.8588,3.03451,1088
0.0810285,2.60701,4.2587,1089
0.0809235,2.61055,3.78219,1090
0.110969,2.89058,3.93691,1091
0.0715691,1.9346,3.23254,1092
0.109366,2.95143,3.65348,1093
0.127485,3.04394,3.83756,1094
0.0628737,1.8547,2.99189,1095
0.0750566,2.15754,3.04126,1096
0.0503993,1.29344,2.3187,1097
0.067965,1.99518,3.22617,1098
0.141698,3.32928,4.69865,1099
0.14052,3.04719,3.74195,1100
0.0941677,2.25613,3.3546,1101
0.123141,3.11124,4.90519,1102
0.154475,4.44502,5.20421,1103
0.0890648,2.12829,3.24923,1104
0.082329,1.63884,1.91552,1105
0.0985417,2.45061,3.04384,1106
0.0908202,1.96087,2.39967,1107
0.0722923,2.24316,2.91578,1108
0.0548491,1.57983,2.8878,1109
0.129422,2.70628,3.6691,1110
0.0504868,1.56231,2.96578,1111
0,0,-inf,1112
0.0898288,2.61503,3.85119,1113
0.119082,2.78702,3.96123,1114
0.15973,3.18815,3.91476,1115
0.0736569,1.93294,3.25341,1116
0.0914209,2.18551,3.28331,1117
0,0,-inf,1118
0.0495304,1.57387,3.25628,1119
0.0809876,2.34362,3.32519,1120
0.132641,2.91882,3.42403,1121
0,0,-inf,1122
0,0,-inf,1123
0,0,-inf,1124
0,0,-inf,1125
0,0,-inf,1126
0,0,-inf,1127
0,0,-inf,1128
0,0,-inf,1129
0,0,-inf,1130
0,0,-inf,1131
0,0,-inf,1132
0,0,-inf,1133
0,0,-inf,1134
0,0,-inf,1135
0,0,-inf,1136
0.169924,3.53944,4.01141,1137
0.200268,3.77008,4.57926,1138
0,0,-inf,1139
0,0,-inf,1140
0,0,-inf,1141
0,0,-inf,1142
0,0,-inf,1143
0,0,-inf,1144
0,0,-inf,1145
0.0308683,0.919856,1.83419,1146
0.0229077,0.821032,2.0314,1147
0.0403159,1.017,1.64635,1148
0.0137691,0.499583,1.22334,1149
0.0362394,1.1318,2.52454,1150
0.0368285,1.31933,3.15753,1151
0,0,-inf,1152
0.0719132,2.02071,3.42106,1153
0.0256545,0.981655,2.45095,1154
0.0485098,1.25618,2.1437,1155
0.0331427,1.20489,2.73324,1156
0.0407767,1.57399,4.17403,1157
0.0335451,1.24344,3.06195,1158
0.0352072,1.33082,3.05347,1159
0.037575,1.44083,3.01355,1160
0.0650316,1.93836,3.65704,1161
0,0,-inf,1162
0.066752,2.16445,4.37838,1163
0,0,-inf,1164
0.0288446,1.12408,2.93164,1165
0.0664079,1.82434,3.33414,1166
0.0865688,2.41282,3.83483,1167
0.0588789,1.53503,2.36888,1168
0.0669969,2.00766,3.7519,1169
0.0613633,1.86531,3.57422,1170
0.0401993,1.51996,3.49397,1171
0.0737677,2.00908,3.61987,1172
0.0411149,1.59063,3.58881,1173
0.0764679,2.22132,3.53084,1174
0.0507959,1.65513,3.56536,1175
0.0665537,1.97788,3.72733,1176
0.0953866,2.50781,3.76376,1177
0.0388871,1.07812,1.95576,1178
0.137347,3.60872,4.0168,1179
0.0282672,0.941237,2.02497,1180
0.0691605,2.2763,3.64583,1181
0.0959873,2.68818,3.69761,1182
0.0657489,1.98233,3.60212,1183
0.0705719,2.18781,3.70543,1184
0.0651482,1.86485,3.57897,1185
0.0748933,2.15146,3.59287,1186
0.123351,2.96879,3.90086,1187
0.075978,2.1955,3.44062,1188
0.0458971,1.52574,3.14952,1189
0.0396103,1.60414,3.4563,1190
0.063072,1.81567,3.27602,1191
0.0262027,1.07734,2.75194,1192
0.0495945,1.70201,3.4932,1193
0.0365777,1.32495,2.94858,1194
0.0262494,0.959389,2.16574,1195
0.0435935,1.21182,2.05071,1196
0.0406775,1.24392,2.34155,1197
0.0483232,1.31818,1.95792,1198
0.0380882,1.2526,2.39801,1199
0.0268792,0.962484,2.19473,1200
0.0355629,1.08958,2.04438,1201
0.0601619,1.88548,3.45663,1202
0.0349214,1.21741,2.71895,1203
0.0370792,1.20077,2.49252,1204
0.0412957,1.11492,1.93223,1205
0.0577067,1.7326,2.93462,1206
0.042258,1.39719,2.50768,1207
0.0336151,1.11648,2.07297,1208
0.0598003,1.80734,3.04025,1209
0.0372367,1.26339,2.57833,1210
0.0300868,1.16015,2.71681,1211
0.011483,0.485159,1.44419,1212
0,0,-inf,1213
0,0,-inf,1214
0,0,-inf,1215
0,0,-inf,1216
0,0,-inf,1217
0,0,-inf,1218
0,0,-inf,1219
0,0,-inf,1220
0,0,-inf,1221
0,0,-inf,1222
0,0,-inf,1223
0,0,-inf,1224
0,0,-inf,1225
0,0,-inf,1226
0,0,-inf,1227
0,0,-inf,1228
0,0,-inf,1229
0,0,-inf,1230
0,0,-inf,1231
0,0,-inf,1232
0,0,-inf,1233
0,0,-inf,1234
0,0,-inf,1235
0,0,-inf,1236
0,0,-inf,1237
0,0,-inf,1238
0,0,-inf,1239
0,0,-inf,1240
0,0,-inf,1241
0,0,-inf,1242
0,0,-inf,1243
0,0,-inf,1244
0,0,-inf,1245
0,0,-inf,1246
0,0,-inf,1247
0,0,-inf,1248
0,0,-inf,1249
0,0,-inf,1250
0,0,-inf,1251
0,0,-inf,1252
0,0,-inf,1253
0,0,-inf,1254
0,0,-inf,1255
0,0,-inf,1256
0.13807,4.83377,8.28086,1257
0,0,-inf,1258
0,0,-inf,1259
0,0,-inf,1260
0,0,-inf,1261
0,0,-inf,1262
0,0,-inf,1263
0,0,-inf,1264
0,0,-inf,1265
0,0,-inf,1266
0,0,-inf,1267
0,0,-inf,1268
0,0,-inf,1269
0,0,-inf,1270
0,0,-inf,1271
0,0,-inf,1272
0,0,-inf,1273
0,0,-inf,1274
0,0,-inf,1275
0,0,-inf,1276
0,0,-inf,1277
0,0,-inf,1278
0,0,-inf,1279
0,0,-inf,1280
0,0,-inf,1281
0,0,-inf,1282
0,0,-inf,1283
0,0,-inf,1284
0,0,-inf,1285
0,0,-inf,1286
0,0,-inf,1287
0,0,-inf,1288
0,0,-inf,1289
0,0,-inf,1290
0,0,-inf,1291
0,0,-inf,1292
0.0469818,2.01643,4.98909,1293
0,0,-inf,1294
0.0663962,1.97197,3.05895,1295
0,0,-inf,1296
0,0,-inf,1297
0,0,-inf,1298
0.138204,4.33126,7.0043,1299
0,0,-inf,1300
0,0,-inf,1301
0,0,-inf,1302
0,0,-inf,1303
0,0,-inf,1304
0,0,-inf,1305
0,0,-inf,1306
0,0,-inf,1307
0,0,-inf,1308
0,0,-inf,1309
0,0,-inf,1310
0,0,-inf,1311
0,0,-inf,1312
0,0,-inf,1313
0,0,-inf,1314
0,0,-inf,1315
0,0,-inf,1316
0,0,-inf,1317
0,0,-inf,1318
0,0,-inf,1319
0,0,-inf,1320
0,0,-inf,1321
0,0,-inf,1322
0,0,-inf,1323
0,0,-inf,1324
0,0,-inf,1325
0,0,-inf,1326
0,0,-inf,1327
0,0,-inf,1328
0,0,-inf,1329
0,0,-inf,1330
0.0825681,3.01507,7.10912,1331
0,0,-inf,1332
0,0,-inf,1333
0,0,-inf,1334
0,0,-inf,1335
0,0,-inf,1336
0,0,-inf,1337
0,0,-inf,1338
0,0,-inf,1339
0,0,-inf,1340
0,0,-inf,1341
0,0,-inf,1342
0,0,-inf,1343
0,0,-inf,1344
0,0,-inf,1345
0,0,-inf,1346
0,0,-inf,1347
0,0,-inf,1348
0,0,-inf,1349
0,0,-inf,1350
0,0,-inf,1351
0,0,-inf,1352
0,0,-inf,1353
0.0380765,1.34028,2.53039,1354
0,0,-inf,1355
0,0,-inf,1356
0,0,-inf,1357
0,0,-inf,1358
0,0,-inf,1359
0,0,-inf,1360
0,0,-inf,1361
0,0,-inf,1362
0,0,-inf,1363
0,0,-inf,1364
0,0,-inf,1365
0,0,-inf,1366
0,0,-inf,1367
0,0,-inf,1368
0,0,-inf,1369
0,0,-inf,1370
0.149215,4.02447,6.51384,1371
0.126226,3.91724,7.27376,1372
0.169026,5.61833,7.97378,1373
0.105476,3.61087,4.53696,1374
0.449156,11.0372,7.7438,1375
0.24494,7.78345,7.16699,1376
0.156902,5.18105,7.07682,1377
0.181197,5.29149,6.61449,1378
0.175266,5.88794,6.60654,1379
0.284661,7.12501,6.59755,1380
0.0781125,2.85385,5.7503,1381
0.105365,3.60065,5.30899,1382
0.203382,5.36432,7.29897,1383
0.179588,5.14754,6.90501,1384
0,0,-inf,1385
0.112661,3.50936,6.67035,1386
0.0675626,2.59051,6.03528,1387
0.0261736,1.11496,3.00233,1388
0.169149,5.86073,6.58047,1389
0.124179,4.0799,6.21398,1390
0.0892106,2.80599,4.95005,1391
0.110229,3.65291,6.22009,1392
0.0892573,3.3207,6.32109,1393
0.0712542,2.9026,6.01164,1394
0.0921907,3.34683,6.15205,1395
0.0656614,2.80305,5.95281,1396
0.0882017,3.35698,6.11751,1397
0.0978827,3.58295,4.61417,1398
0.0763979,3.1695,5.27722,1399
0.0789698,3.03574,5.83371,1400
0.0893914,3.07017,5.21512,1401
0.0708051,2.81875,4.91555,1402
0.0771911,2.87651,4.96527,1403
0.090237,3.33064,4.9877,1404
0.16376,5.75989,6.49673,1405
0.120079,4.35102,6.05655,1406
0.0409575,1.42323,2.83251,1407
0.0403218,1.47583,3.57558,1408
0.0760305,2.90782,5.93831,1409
0.0492329,2.16068,5.99256,1410
0.0407883,1.60582,2.65617,1411
0,0,-inf,1412
0,0,-inf,1413
0,0,-inf,1414
0,0,-inf,1415
0,0,-inf,1416
0,0,-inf,1417
0,0,-inf,1418
0,0,-inf,1419
0,0,-inf,1420
0,0,-inf,1421
0,0,-inf,1422
0.195509,5.58328,7.48731,1423
0.206228,5.38602,7.32125,1424
0.0894206,3.13676,6.45356,1425
0.0540034,2.39169,6.09314,1426
0.113162,4.38413,6.51744,1427
0.0848892,3.37975,6.53317,1428
0,0,-inf,1429
0.071919,2.57332,4.2574,1430
0.0360587,1.44677,3.033,1431
0.0714641,2.50939,4.50724,1432
0.033166,1.30816,3.09378,1433
0,0,-inf,1434
0.0251938,1.06491,2.8276,1435
0.0108182,0.472863,1.30985,1436
0,0,-inf,1437
0,0,-inf,1438
0.0264827,1.07601,2.65063,1439
0,0,-inf,1440
0,0,-inf,1441
0,0,-inf,1442
0.0368401,1.44151,3.1194,1443
0.114719,3.96529,7.22207,1444
0.123596,4.31491,7.74073,1445
0.0142532,0.618367,1.53299,1446
0,0,-inf,1447
0.0365194,1.42357,3.23047,1448
0,0,-inf,1449
0.0649324,2.72206,5.24984,1450
0.0614566,2.73654,6.55722,1451
0,0,-inf,1452
0,0,-inf,1453
0,0,-inf,1454
0.0429111,1.9104,3.27845,1455
0.166093,5.35712,6.481,1456
0.0370617,1.37539,3.23201,1457
0.0575784,2.46913,5.63676,1458
0.0224003,1.01104,2.70595,1459
0.0630895,2.58987,5.51727,1460
0.0492213,2.00856,4.73374,1461
0.0676967,2.59183,5.4531,1462
0.0586631,2.05737,2.73787,1463
0.0219338,1.06019,3.00032,1464
0.0544933,2.17177,5.05544,1465
0.0460312,1.82841,4.06273,1466
0.0184172,0.82445,2.12459,1467
0.0379424,1.47994,3.19598,1468
0.0365427,1.63287,4.46202,1469
0.0220213,1.09755,3.54377,1470
0.053846,2.40725,6.23569,1471
0.0430803,1.98281,5.12646,1472
0.0173557,0.765801,2.17336,1473
0.0234209,1.14259,2.95001,1474
0.0292295,1.42422,3.22578,1475
0,0,-inf,1476
0,0,-inf,1477
0,0,-inf,1478
0.0158453,0.754378,2.00824,1479
0.00922607,0.472821,1.44395,1480
0.0451798,1.43354,2.56304,1481
0.0448532,1.75889,3.03261,1482
0,0,-inf,1483
0.0276257,1.22892,2.52751,1484
0,0,-inf,1485
0,0,-inf,1486
0.0422463,1.78779,4.56948,1487
0.050895,2.34784,3.9853,1488
0.0731379,2.46173,4.51338,1489
0.0757739,3.20316,4.75208,1490
0.0540734,2.2344,5.17248,1491
0.0681166,2.32064,4.69179,1492
0.0362861,1.57194,4.65772,1493
0.0433485,1.99694,5.63088,1494
0.063696,2.40489,4.94501,1495
0,0,-inf,1496
0,0,-inf,1497
0,0,-inf,1498
0,0,-inf,1499
0,0,-inf,1500
0,0,-inf,1501
0,0,-inf,1502
0.0345132,1.34928,3.58553,1503
0.0274333,1.21873,3.57763,1504
0.0327928,1.36871,3.75742,1505
0.13884,4.13163,4.5064,1506
0,0,-inf,1507
0.0315856,1.32584,3.49934,1508
0,0,-inf,1509
0,0,-inf,1510
0,0,-inf,1511
0,0,-inf,1512
0,0,-inf,1513
0,0,-inf,1514
0,0,-inf,1515
0,0,-inf,1516
0,0,-inf,1517
0,0,-inf,1518
0.0352014,1.55881,3.29185,1519
0,0,-inf,1520
0.0570593,1.94952,3.64523,1521
0.0264069,1.05529,2.26564,1522
0.0142123,0.614131,1.74452,1523
0.0210123,0.726263,1.58117,1524
0,0,-inf,1525
0,0,-inf,1526
0,0,-inf,1527
0.00908027,0.454612,1.48633,1528
0.0217355,0.965982,2.76206,1529
0.0154779,0.934408,3.22563,1530
0.0289262,1.52502,5.27765,1531
0.0842302,3.28502,6.16412,1532
0.00541784,0.33722,1.37553,1533
0,0,-inf,1534
0,0,-inf,1535
0,0,-inf,1536
0,0,-inf,1537
0,0,-inf,1538
0,0,-inf,1539
0,0,-inf,1540
0,0,-inf,1541
0,0,-inf,1542
0,0,-inf,1543
0,0,-inf,1544
0,0,-inf,1545
0,0,-inf,1546
0,0,-inf,1547
0,0,-inf,1548
0.086493,2.3702,4.1489,1549
0.103849,3.01905,4.28579,1550
0.12429,3.15653,4.44705,1551
0.0884175,2.61249,4.21546,1552
0.061964,2.0405,3.92448,1553
0.0868545,2.53721,4.32631,1554
0.0582782,2.04904,4.13497,1555
0.0472501,1.6807,3.94309,1556
0.0520031,1.77309,3.84864,1557
0.0974394,3.14435,3.88459,1558
0.0751207,2.33117,3.72164,1559
0.0746192,2.33669,3.65775,1560
0.104327,2.86288,3.5464,1561
0.098355,2.31516,2.96796,1562
0.0328511,1.41232,3.21505,1563
0.0397852,1.47581,3.33167,1564
0.0472617,1.6147,3.40725,1565
0.0676093,2.30205,3.27611,1566
0.0353355,1.42511,3.62037,1567
0.0595146,1.91726,3.56824,1568
0.070187,2.55627,3.48475,1569
0.0486147,1.7078,3.63656,1570
0.0798679,2.23687,4.09549,1571
0.0376158,1.55375,4.31448,1572
0.036222,1.45436,4.07798,1573
0.0609725,2.15529,3.94253,1574
0.068694,2.37911,4.15216,1575
0.0559688,1.91162,3.6715,1576
0.0698662,2.10213,4.02172,1577
0.0812209,2.43072,3.59732,1578
0.0547907,1.80717,3.70881,1579
0.110958,2.64093,3.34943,1580
0.0643026,2.00632,3.38715,1581
0.0414765,1.613,3.34528,1582
0.0805444,2.07037,3.36389,1583
0.0994631,2.43712,3.4707,1584
0.062518,1.85975,3.65436,1585
0.0239225,1.1339,3.59484,1586
0.0681516,2.55076,3.58211,1587
0.0764621,2.19735,3.56523,1588
0.0511458,1.79837,3.19635,1589
0.0326528,1.28687,2.93007,1590
0.0251413,1.11151,3.01374,1591
0.0297602,1.1719,2.90833,1592
0.0369334,1.3863,3.12764,1593
0.0206158,0.898851,2.58433,1594
0.0315739,1.20047,3.04334,1595
0.0280048,1.12713,2.93004,1596
0.0295619,1.0348,2.55537,1597
0.0296786,1.20842,3.02721,1598
0.0521372,1.57741,3.02084,1599
0.0405492,1.40542,2.69906,1600
0.0364202,1.34398,2.93655,1601
0.0331019,1.22513,3.02901,1602
0.036566,1.31052,2.85358,1603
0.0351139,1.43037,2.75026,1604
0.0368693,1.3452,2.71407,1605
0.0268676,1.04313,2.59149,1606
0.0181897,0.713743,1.95271,1607
0.051175,1.49897,2.9065,1608
0.0434302,1.53913,3.82208,1609
0.0416165,1.55708,3.74566,1610
0.06786,2.21601,4.08635,1611
0.056342,1.73931,3.38135,1612
0.198215,4.678,4.50553,1613
0.13968,3.37302,4.28433,1614
0.0930655,2.87416,4.34061,1615
0.0953341,2.80589,4.30214,1616
0.0200034,0.899918,2.55437,1617
0.0318014,1.17577,2.64784,1618
0.0344082,1.25885,3.0634,1619
0.0398027,1.44255,2.99929,1620
0.037954,1.3343,2.47947,1621
0.0698312,2.07669,2.89459,1622
0.0604652,2.11562,2.96219,1623
0.0321455,1.19477,2.78634,1624
0.0419372,1.49717,2.72506,1625
0.0940861,2.32577,3.17847,1626
0.0872278,2.16283,3.3347,1627
0.0562895,1.90934,4.13444,1628
0.0561671,1.91184,4.24924,1629
0.0594912,1.92121,4.10719,1630
0.0416106,1.5386,4.07192,1631
0.0761647,2.55921,4.63666,1632
0.0865571,2.70158,4.49127,1633
0.0349448,1.36759,2.95092,1634
0.0289904,1.05425,2.4682,1635
0.0256662,0.979123,2.33162,1636
0.0201434,0.808284,2.13874,1637
0.0302093,1.20642,2.41817,1638
0.0547616,1.70242,2.95874,1639
0.0265118,1.19461,3.42622,1640
0.0518398,1.83237,3.23382,1641
0.0555897,1.86065,3.48846,1642
0.0696854,2.29192,3.64503,1643
0.0361811,1.34527,3.01538,1644
0.039342,1.19151,2.46739,1645
0.0419605,1.22643,2.21799,1646
0.0253105,0.884152,1.9764,1647
0.02394,0.946508,2.35636,1648
0.0214906,0.852135,1.95829,1649
0.0439842,1.44329,2.58523,1650
0.0164401,0.634171,1.67658,1651
0,0,-inf,1652
0,0,-inf,1653
0,0,-inf,1654
0,0,-inf,1655
0,0,-inf,1656
0.0567036,1.90579,3.69121,1657
0.0948093,3.00193,4.21818,1658
0.0719307,2.06211,3.99177,1659
0.0333876,1.39937,3.96117,1660
0.0204641,0.936907,2.9987,1661
0.0456171,1.53085,3.28696,1662
0.0222895,0.990941,3.16375,1663
0.0492271,1.70934,3.69615,1664
0.0920041,2.68114,4.86938,1665
0.0721523,2.23684,4.18351,1666
0.256674,5.17153,5.01205,1667
0.132145,3.60612,4.78843,1668
0.126494,3.45378,4.79936,1669
0.0848484,3.10021,4.47596,1670
0.0564003,2.3211,4.54992,1671
0.0753599,2.19681,3.73779,1672
0.0970195,3.03207,4.9259,1673
0.0978418,2.95177,4.88371,1674
0.11241,2.9245,4.81357,1675
0.120551,3.82676,4.84597,1676
0.0704552,2.40512,4.85725,1677
0,0,-inf,1678
0.116311,3.0296,5.07526,1679
0.141307,3.90225,5.03429,1680
0.0907677,2.99542,5.2233,1681
0,0,-inf,1682
0.057905,1.9652,4.02472,1683
0,0,-inf,1684
0,0,-inf,1685
0,0,-inf,1686
0.0393245,1.55779,4.14291,1687
0.0527496,1.96354,4.23576,1688
0.10291,2.90824,4.63255,1689
0.175336,3.89123,5.34254,1690
0.0586398,2.05331,5.03279,1691
0,0,-inf,1692
0,0,-inf,1693
0,0,-inf,1694
0,0,-inf,1695
0,0,-inf,1696
0,0,-inf,1697
0.10831,2.79611,5.04171,1698
0.0861955,2.54664,4.97728,1699
0,0,-inf,1700
0,0,-inf,1701
0,0,-inf,1702
0,0,-inf,1703
0.132478,3.74681,5.19267,1704
0.147116,4.11101,5.11512,1705
0.142899,4.22473,5.06647,1706
0.145862,4.15503,4.94532,1707
0.0483232,1.93076,5.12466,1708
0.0485214,1.80209,4.7082,1709
0.129515,3.19252,4.84046,1710
0.0736103,2.36444,4.63196,1711
0.0349856,1.34445,3.53395,1712
0.0897763,2.72425,5.30141,1713
0.0593863,2.12368,4.77831,1714
0.147903,3.41996,5.31579,1715
0,0,-inf,1716
0.0919983,2.65304,5.21832,1717
0.108538,3.14614,5.5171,1718
0.0998713,3.50347,5.18469,1719
0.169848,4.35387,5.24264,1720
0.0679183,2.26842,5.16103,1721
0.0689214,2.22794,4.87399,1722
0.0468418,1.8911,5.17606,1723
0,0,-inf,1724
0,0,-inf,1725
0,0,-inf,1726
0,0,-inf,1727
0.0651424,2.30287,4.80292,1728
0.0715866,2.41028,5.09439,1729
0.0592405,2.19377,4.90513,1730
0.0911643,2.90317,5.17272,1731
0,0,-inf,1732
0,0,-inf,1733
0.0842127,2.63069,5.35657,1734
0.0906161,2.70113,5.0859,1735
0,0,-inf,1736
0.0649033,2.47388,5.3558,1737
0.0910069,2.6341,5.18656,1738
0.146404,3.50331,5.33173,1739
0.0908669,3.04001,4.88192,1740
0.0847725,2.69755,5.16815,1741
0.128448,3.35572,5.39682,1742
0.139085,3.7792,5.40878,1743
0.145908,3.37508,5.07599,1744
0.0982851,3.0836,5.50008,1745
0.113483,3.11429,5.42701,1746
0.160523,3.76583,5.27678,1747
0,0,-inf,1748
0,0,-inf,1749
0,0,-inf,1750
0,0,-inf,1751
0,0,-inf,1752
0,0,-inf,1753
0,0,-inf,1754
0,0,-inf,1755
0,0,-inf,1756
0,0,-inf,1757
0,0,-inf,1758
0,0,-inf,1759
0,0,-inf,1760
0,0,-inf,1761
0,0,-inf,1762
0,0,-inf,1763
0,0,-inf,1764
0,0,-inf,1765
0,0,-inf,1766
0,0,-inf,1767
0,0,-inf,1768
0,0,-inf,1769
0,0,-inf,1770
0,0,-inf,1771
0,0,-inf,1772
0,0,-inf,1773
0,0,-inf,1774
0,0,-inf,1775
0,0,-inf,1776
0,0,-inf,1777
0,0,-inf,1778
0,0,-inf,1779
0,0,-inf,1780
0,0,-inf,1781
0,0,-inf,1782
0,0,-inf,1783
0,0,-inf,1784
0,0,-inf,1785
0,0,-inf,1786
0,0,-inf,1787
0,0,-inf,1788
0,0,-inf,1789
0,0,-inf,1790
0,0,-inf,1791
0,0,-inf,1792
0,0,-inf,1793
0,0,-inf,1794
0,0,-inf,1795
0,0,-inf,1796
0,0,-inf,1797
0,0,-inf,1798
0,0,-inf,1799
0,0,-inf,1800
0,0,-inf,1801
0,0,-inf,1802
0,0,-inf,1803
0,0,-inf,1804
0,0,-inf,1805
0,0,-inf,1806
0,0,-inf,1807
0,0,-inf,1808
0,0,-inf,1809
0,0,-inf,1810
0,0,-inf,1811
0,0,-inf,1812
0,0,-inf,1813
0,0,-inf,1814
0,0,-inf,1815
0,0,-inf,1816
0,0,-inf,1817
0,0,-inf,1818
0,0,-inf,1819
0,0,-inf,1820
0,0,-inf,1821
0,0,-inf,1822
0,0,-inf,1823
0,0,-inf,1824
0,0,-inf,1825
0,0,-inf,1826
0,0,-inf,1827
0,0,-inf,1828
0,0,-inf,1829
0,0,-inf,1830
0,0,-inf,1831
0,0,-inf,1832
0.0258937,1.09015,3.04932,1833
0.0258587,1.13727,3.25388,1834
0.0151396,0.765209,2.61493,1835
0.0116405,0.56477,1.82376,1836
0.0151338,0.738444,2.44645,1837
0.0196302,0.930252,2.8825,1838
0.0179798,0.902149,2.97521,1839
0,0,-inf,1840
0.0268326,1.15744,3.29298,1841
0.0232576,1.12349,3.47611,1842
0.0283256,1.35916,4.03734,1843
0.0443691,1.80713,4.31054,1844
0.0382806,1.65182,4.51598,1845
0.0574676,2.04184,3.86818,1846
0.021858,1.06551,3.33736,1847
0.0400127,1.69769,4.53722,1848
0.0582957,2.03976,4.30026,1849
0.0391904,1.65687,4.62237,1850
0.00617599,0.325896,1.11331,1851
0,0,-inf,1852
0.0109523,0.508969,1.58363,1853
0.0378024,1.55085,4.07939,1854
0.0394412,1.62891,4.20081,1855
0.044025,1.74841,4.29738,1856
0,0,-inf,1857
0.0515132,1.96077,4.39036,1858
0.0199159,0.908323,2.75388,1859
0.0572635,2.04419,4.26648,1860
0,0,-inf,1861
0.0208316,0.895246,2.54783,1862
