"muscles_p1-final.Label-Analysis"
"Volume3d","Area3d","Length3d","index"
0.113022,2.84923,4.39386,341
0.192674,3.97194,4.55327,342
0.366978,5.38937,4.52255,343
0.0777451,2.33986,4.45072,344
0.191059,4.01003,4.70738,345
0.0533444,1.89686,4.43838,346
0.0577009,1.81504,3.79828,347
0.0178515,0.738405,1.74619,348
0.0258995,1.1534,3.24344,349
0.0839444,1.96873,2.88449,350
0.0445499,1.65627,3.86217,351
0.0686532,1.96589,3.49806,352
0.125753,2.7205,3.1004,353
0.0326353,1.12535,2.48673,354
0.11129,2.91364,3.37438,355
0.0483873,1.63168,3.46053,356
0.0990665,2.69543,3.27225,357
0.0217938,0.714145,1.50023,358
0.0801129,1.8638,2.66338,359
0.061684,1.5732,2.2336,360
0.106228,3.30709,3.25788,361
0.0350264,1.29398,2.99468,362
0.00875369,0.378763,1.12485,363
0.0173324,0.678795,1.3793,364
0.0172566,0.729536,1.66418,365
0.0264652,1.03268,2.64906,366
0.0403043,1.28449,2.41258,367
0.0588672,1.86342,3.09154,368
0.0273691,1.0198,2.1135,369
0.102041,2.72643,2.6974,370
0.0614216,2.0479,2.81199,371
0.0315214,1.04839,2.04551,372
0.00491046,0.219603,0.50254,373
0.0310665,0.977442,1.67599,374
0.0265352,0.897093,1.61318,375
0.00974511,0.482103,1.23929,376
0.00661338,0.314215,0.999429,377
0.012072,0.532006,1.57087,378
0.029836,0.942635,1.94871,379
0.0224762,0.782437,1.68372,380
0.0138858,0.574429,1.18269,381
0.0192744,0.824395,2.16902,382
0.0484631,1.73268,2.09104,383
0.0588731,1.69499,2.61138,384
0.0390621,1.36327,2.86218,385
0.065743,1.9296,3.36606,386
0.061929,1.94441,2.86925,387
0.0686648,1.7727,2.46456,388
0.0506326,1.61724,2.96055,389
0.0100834,0.501629,1.2302,390
0.0188079,0.787032,1.90542,391
0.124225,2.95365,3.54779,392
0.113372,2.61699,3.69241,393
0.123776,2.8626,3.96228,394
0.0683441,1.97324,3.5648,395
0.10435,2.96418,3.76994,396
0.0981043,2.99885,4.25299,397
0.169143,3.42042,3.82778,398
0.151023,2.92157,3.6778,399
0.0881201,2.45257,3.6533,400
0.0491163,1.69116,3.51047,401
0.0534377,1.66301,3.21799,402
0.0694521,2.15672,3.06449,403
0.0160027,0.77173,2.41456,404
0.0488189,1.70861,2.95503,405
0.102023,2.79217,3.3365,406
0.0335334,1.03027,1.87556,407
0.0881434,2.4551,3.53316,408
0.0922082,2.71697,4.19718,409
0.07487,2.20177,3.78589,410
0.0540151,1.67198,3.2224,411
0.0997489,2.41139,3.9255,412
0.0589955,1.95324,3.77008,413
0.0674518,2.29561,4.24238,414
0.175103,3.6145,4.47101,415
0.0904995,2.51425,4.66921,416
0.125619,3.23023,4.88911,417
0.052178,1.60655,3.01091,418
0.0990957,2.86659,4.53233,419
0.0514491,1.84794,4.26889,420
0.0373883,1.26559,2.66873,421
0.0598412,2.08938,4.66915,422
0.0689389,2.444,4.71427,423
0.0757448,2.50368,5.11604,424
0.0725955,2.69551,4.05439,425
0.103388,2.9069,4.50753,426
0.0451973,1.80203,4.56984,427
0.107342,3.1729,4.89688,428
0.154773,3.66083,4.76126,429
0.149063,3.94364,4.50028,430
0.0772494,2.34997,4.67019,431
0.132303,3.44536,4.83741,432
0.155998,3.79741,4.87444,433
0.103919,3.04562,4.51199,434
0.062588,2.23993,4.76393,435
0.0925406,2.73284,4.11536,436
0.060576,1.77369,3.29614,437
0.14427,2.89284,3.93337,438
0,0,-inf,439
0.0931005,3.02358,4.12659,440
0.0515657,1.77172,3.90991,441
0.0553914,1.55547,2.97325,442
0.0675509,1.69812,2.646,443
0,0,-inf,444
0,0,-inf,445
0,0,-inf,446
0,0,-inf,447
0,0,-inf,448
0.0758847,1.96965,3.33715,449
0.0450981,1.50478,3.11898,450
0,0,-inf,451
0.0872103,2.55994,4.71381,452
0.130221,3.38711,4.75441,453
0.0756398,2.13344,3.85161,454
0.105272,3.09553,4.45501,455
0.0526271,1.75287,3.44798,456
0.0603485,2.02663,4.38898,457
0.0588556,2.08997,4.73585,458
0.116691,3.20264,4.68062,459
0.0534436,1.71076,3.4124,460
0,0,-inf,461
0,0,-inf,462
0,0,-inf,463
0,0,-inf,464
0,0,-inf,465
0,0,-inf,466
0,0,-inf,467
0.114993,2.66039,3.48059,468
0.103545,2.60764,3.80065,469
0.0450748,1.34762,2.51288,470
0.0291479,1.02415,2.24157,471
0.22328,4.28964,4.62161,472
0.206502,4.47485,4.7578,473
0.0567677,1.94861,4.24233,474
0.0486206,1.91381,4.06096,475
0.200559,5.0891,4.75874,476
0.0233684,0.941526,2.52547,477
0.0514257,1.61097,3.13511,478
0.106007,2.94895,4.28326,479
0.0515249,1.76865,3.66766,480
0.162652,4.33281,4.44578,481
0.0488014,1.44864,2.76404,482
0.0451156,1.07276,1.56863,483
0.0892514,2.50341,4.05195,484
0,0,-inf,485
0.178882,3.55598,4.21002,486
0.0503293,1.62621,2.99924,487
0.146929,3.02188,3.11498,488
0.0737444,2.25623,3.52446,489
0.143208,3.43939,4.5035,490
0.0506442,1.71566,3.39024,491
0,0,-inf,492
0.130675,3.20764,4.30214,493
0.0793255,2.56117,4.16939,494
0.0672885,2.01552,3.75738,495
0.101184,2.47931,3.89482,496
0.0186913,0.522562,0.957127,497
0.0704786,1.55738,2.27872,498
0,0,-inf,499
0.131247,2.65195,3.19852,500
0.0203242,0.497721,0.676851,501
0,0,-inf,502
0,0,-inf,503
0,0,-inf,504
0,0,-inf,505
0,0,-inf,506
0,0,-inf,507
0,0,-inf,508
0,0,-inf,509
0,0,-inf,510
0,0,-inf,511
0,0,-inf,512
0,0,-inf,513
0,0,-inf,514
0,0,-inf,515
0,0,-inf,516
0,0,-inf,517
0,0,-inf,518
0,0,-inf,519
0,0,-inf,520
0,0,-inf,521
0,0,-inf,522
0,0,-inf,523
0,0,-inf,524
0.0972178,2.72479,3.94205,525
0.127754,3.19767,4.02211,526
0.10042,2.5427,4.20875,527
0.120213,3.565,4.12946,528
0.0379657,1.31741,2.79563,529
0.0501427,1.60823,3.06901,530
0.0655623,1.95523,3.6229,531
0.0193619,0.880149,1.85055,532
0,0,-inf,533
0.139464,3.4368,4.36147,534
0.0763863,2.12075,3.55507,535
0.0587039,1.70167,2.89649,536
0.0249197,0.860405,1.8633,537
0.076707,2.15185,3.44928,538
0.0642792,1.82585,3.39673,539
0.0991015,2.51607,3.74207,540
0.069353,2.1085,4.02098,541
0.0658247,1.81397,3.14185,542
0.0507492,1.52682,3.04144,543
0.0521955,1.76143,3.3881,544
0.0439142,1.3351,2.42675,545
0.0379424,1.35352,3.19267,546
0.0445091,1.47429,3.07766,547
0.0126202,0.49794,1.34371,548
0.0380707,1.22233,2.52423,549
0.038164,1.02301,1.27513,550
0.0376858,1.31327,2.78468,551
0.0392079,1.20937,2.44401,552
0.0390446,1.1757,2.23484,553
0.03074,1.05926,2.43866,554
0.0342158,1.11579,2.33795,555
0.0512449,1.51764,2.6827,556
0.025048,0.695545,1.27,557
0.0317256,1.04789,2.19695,558
0.0492388,1.39335,2.5242,559
0.0430803,1.65907,2.64205,560
0.0483523,1.43179,2.65924,561
0.0222604,0.85983,1.89632,562
0.0361286,1.45079,2.25164,563
0.0307108,1.04088,2.2517,564
0.0417739,1.50431,2.53535,565
0.0505859,1.47785,2.66446,566
0.0231352,0.907254,2.18113,567
0.0209832,0.82925,2.01489,568
0,0,-inf,569
0.0161427,0.593491,1.38017,570
0.0118679,0.55309,1.55538,571
0.00698662,0.301409,0.875027,572
0.0311307,1.19467,2.66203,573
0.0360878,1.2648,2.69708,574
0.0229077,0.953071,2.42855,575
0.0196768,0.689003,1.51213,576
0.0280748,1.00604,2.078,577
0.099189,3.07996,2.78525,578
0,0,-inf,579
0.0593338,1.74973,3.30007,580
0.126739,3.08478,4.09336,581
0.0674518,1.68925,2.62069,582
0.0568319,1.3539,1.78066,583
0.0473726,1.45377,2.36301,584
0.0238117,0.806308,1.58113,585
0.0256837,1.009,2.25428,586
0.101417,2.1342,2.90532,587
0.101207,1.79932,2.01083,588
0.046976,1.20658,1.91925,589
0.0657664,1.52117,2.23166,590
0.0735053,1.60549,2.24209,591
0.05454,1.49419,2.42401,592
0.101825,2.14934,2.77061,593
0.0440659,1.23776,2.1774,594
0.0976144,2.30272,3.04349,595
0.0743859,1.94217,3.09304,596
0.0237067,0.789088,1.69952,597
0.0332535,0.955148,1.61679,598
0.0274216,0.915551,1.69053,599
0.031743,0.990586,2.04917,600
0.0476583,1.28919,2.04705,601
0.0469585,1.41177,1.5591,602
0.0832679,2.1833,2.65336,603
0.0147139,0.461569,1.02857,604
0.0129702,0.379326,0.66467,605
0.0106374,0.366474,0.735672,606
0.0423863,1.20432,2.211,607
0.124785,2.68136,3.39474,608
0.082084,2.05341,2.39053,609
0.0941386,2.33671,3.70322,610
0.0407708,1.23472,2.28329,611
0.0512274,1.55982,2.86268,612
0.0946751,2.45316,4.0894,613
0.0493962,1.15133,1.83167,614
0.0564645,1.7138,2.97315,615
0.0408875,1.49403,3.13581,616
0.0460895,1.16096,1.65936,617
0.0315214,1.13106,2.38399,618
0.0938645,2.06363,2.88208,619
0.0914151,1.92788,2.62857,620
0.136968,2.43536,2.59706,621
0.0412899,1.02807,1.61375,622
0,0,-inf,623
0,0,-inf,624
0,0,-inf,625
0.0144398,0.51285,1.23688,626
0.0674693,2.01275,2.82281,627
0.0546158,1.56754,2.39342,628
0.0654398,1.51243,2.22782,629
0.0683499,2.02487,3.41567,630
0.0456113,1.55912,3.22366,631
0.0262202,1.06566,2.35564,632
0.0275266,0.76215,1.41806,633
0.133201,2.3753,2.7756,634
0,0,-inf,635
0.0898696,1.91152,2.92123,636
0.0447482,1.29683,2.54999,637
0.12717,2.1052,2.3901,638
0.0653231,1.56637,2.38892,639
0.0889773,2.27164,3.15646,640
0.0830171,1.74985,2.2514,641
0,0,-inf,642
0,0,-inf,643
0,0,-inf,644
0,0,-inf,645
0,0,-inf,646
0,0,-inf,647
0,0,-inf,648
0,0,-inf,649
0,0,-inf,650
0,0,-inf,651
0,0,-inf,652
0,0,-inf,653
0.0399019,1.07139,1.7085,654
0,0,-inf,655
0,0,-inf,656
0.0687523,1.49878,2.03386,657
0.0842885,2.06603,1.93348,658
0.0344957,0.995877,1.80879,659
0.064565,1.83145,2.96105,660
0.0168134,0.692985,1.78716,661
0.0205633,0.655464,1.33024,662
0.0604244,1.59816,2.70438,663
0.0519098,1.33654,2.20217,664
0.0710909,1.63939,2.48663,665
0.0341575,1.15714,2.68666,666
0.0462762,1.34405,2.16124,667
0.0410799,1.20374,2.22197,668
0.0612175,1.45806,2.34591,669
0.0439026,1.11097,1.813,670
0.0395111,1.24443,2.46174,671
0.0660288,1.60889,2.48986,672
0.0757389,1.89802,2.97408,673
0.0345307,1.02652,2.28791,674
0.0567561,1.56152,2.51574,675
0.0282614,0.819565,1.58622,676
0.0329328,0.976313,1.88457,677
0.0282497,0.845063,1.59209,678
0.0461828,1.60923,3.32654,679
0.0217297,0.842763,1.98309,680
0.0265235,0.724406,1.40158,681
0.0540617,1.25304,1.67454,682
0.0348981,1.06255,2.21886,683
0.0923249,2.08337,3.1476,684
0.0480432,1.31981,2.34965,685
0.0361403,1.32745,2.90256,686
0.0417389,1.27036,2.4994,687
0.0340641,1.03643,2.1731,688
0.0380823,1.24386,2.78632,689
0.0317839,1.00896,2.05496,690
0.0413482,1.42407,3.06939,691
0.0515774,1.47767,2.77094,692
0.0341166,0.897767,1.4557,693
0.024424,0.923638,2.33139,694
0.0615674,1.68743,3.17837,695
0.0499911,1.43639,2.73947,696
0,0,-inf,697
0,0,-inf,698
0,0,-inf,699
0,0,-inf,700
0,0,-inf,701
0,0,-inf,702
0,0,-inf,703
0,0,-inf,704
0,0,-inf,705
0,0,-inf,706
0,0,-inf,707
0,0,-inf,708
0,0,-inf,709
0,0,-inf,710
0,0,-inf,711
0,0,-inf,712
0,0,-inf,713
0,0,-inf,714
0.0544816,1.31887,2.20579,715
0,0,-inf,716
0,0,-inf,717
0.0365602,1.24165,2.61182,718
0.0393537,1.39023,3.03541,719
0.0329503,1.09945,2.46298,720
0.0368693,1.13647,1.9822,721
0.014813,0.515241,1.21688,722
0.0264302,0.913255,2.04917,723
0.0785091,1.65187,2.35453,724
0.193602,3.67278,4.38879,725
0.0351722,1.02334,1.87157,726
0.0316031,1.00672,2.14895,727
0.0537818,1.6209,2.97784,728
0.0509825,1.42881,2.45563,729
0.0214906,0.678774,1.32341,730
0.0163876,0.574001,1.25171,731
0.00805386,0.346624,1.00221,732
0.0205516,0.70325,1.28884,733
0.0106199,0.472778,1.21715,734
0,0,-inf,735
0,0,-inf,736
0,0,-inf,737
0,0,-inf,738
0.0138333,0.54667,1.34617,739
0.0221321,0.763909,1.47206,740
0,0,-inf,741
0,0,-inf,742
0.0424388,1.02336,1.39484,743
0.0222662,0.685781,1.25022,744
0.0410274,0.997952,1.44874,745
0.038858,0.932271,1.3469,746
0,0,-inf,747
0,0,-inf,748
0,0,-inf,749
0,0,-inf,750
0,0,-inf,751
0,0,-inf,752
0,0,-inf,753
0,0,-inf,754
0,0,-inf,755
0,0,-inf,756
0.00875952,0.377641,0.841643,757
0.00565695,0.263174,0.83097,758
0.00819966,0.314307,0.761821,759
0.00555197,0.207835,0.54248,760
0.00993173,0.348267,0.836288,761
0.00272933,0.130817,0.416399,762
0,0,-inf,763
0,0,-inf,764
0,0,-inf,765
0,0,-inf,766
0,0,-inf,767
0,0,-inf,768
0,0,-inf,769
0,0,-inf,770
0,0,-inf,771
0,0,-inf,772
0,0,-inf,773
0,0,-inf,774
0,0,-inf,775
0,0,-inf,776
0,0,-inf,777
0.00349914,0.160342,0.421547,778
0,0,-inf,779
0,0,-inf,780
0,0,-inf,781
0.00347581,0.181059,0.562763,782
0,0,-inf,783
0.00171458,0.0986558,0.357719,784
0,0,-inf,785
0,0,-inf,786
0,0,-inf,787
0,0,-inf,788
0,0,-inf,789
0,0,-inf,790
0.0144165,0.455497,0.931561,791
0.0077681,0.282619,0.645221,792
0.00520206,0.246587,0.845009,793
0.00477633,0.223484,0.739086,794
0,0,-inf,795
0,0,-inf,796
0,0,-inf,797
0,0,-inf,798
0,0,-inf,799
0,0,-inf,800
0.0103516,0.454527,1.05041,801
0,0,-inf,802
0,0,-inf,803
0,0,-inf,804
0,0,-inf,805
0,0,-inf,806
0,0,-inf,807
0.120475,3.31714,4.85609,808
0.0718141,1.8407,2.77023,809
0.519069,13.0466,11.1381,810
0.0966171,3.16994,4.86744,811
0.15801,4.65829,6.36976,812
0.159759,4.98162,9.92554,813
0.17284,4.86355,6.07422,814
0.265672,7.25558,8.48859,815
0.822147,15.5119,9.44278,816
0.0855715,3.12696,5.32911,817
0.424825,10.7097,8.81038,818
0.122143,4.58717,8.82856,819
0,0,-inf,820
0,0,-inf,821
0,0,-inf,822
0.288714,6.8883,7.98542,823
0.0605527,2.32805,6.39235,824
0.0673876,2.65583,6.83774,825
0.217268,6.12129,9.80255,826
0.136595,3.99652,6.63083,827
0.0355105,1.38194,2.48933,828
0.053012,1.37003,2.14861,829
0.142374,4.47069,5.88982,830
0.131626,3.22657,4.81187,831
0.061859,1.81118,2.99427,832
0.0805444,2.70252,3.54646,833
0.0429286,1.38212,2.97854,834
0.0391146,1.58372,4.07409,835
0.0266693,1.29435,4.37984,836
0.14175,4.68249,6.65805,837
0.046037,1.79361,4.31023,838
0.0572984,2.06277,3.94987,839
0.0201142,0.860592,2.22981,840
0.0067825,0.367359,1.22966,841
0.0554614,2.10542,5.2948,842
0.166413,5.91714,9.58611,843
0.0560563,2.22325,4.70672,844
0.0294453,1.08289,2.16806,845
0.0110631,0.687658,3.05687,846
0.0220388,1.03897,3.31336,847
0,0,-inf,848
0.0505451,1.61171,2.94119,849
0,0,-inf,850
0.0148947,0.739257,2.6764,851
0.0159094,0.65307,1.73807,852
0,0,-inf,853
0,0,-inf,854
0.010235,0.603187,2.48024,855
0,0,-inf,856
0.0494662,2.13097,5.30593,857
0.0716099,3.45444,10.7485,858
0.0352422,1.55182,4.05483,859
0.128261,4.02553,5.43746,860
0.0673527,2.64226,5.89213,861
0.164909,4.66076,6.75162,862
0,0,-inf,863
0,0,-inf,864
0,0,-inf,865
0,0,-inf,866
0,0,-inf,867
0,0,-inf,868
0,0,-inf,869
0,0,-inf,870
0.202699,5.28544,5.56695,871
0,0,-inf,872
0,0,-inf,873
0,0,-inf,874
0,0,-inf,875
0,0,-inf,876
0.147985,4.82027,7.07894,877
0,0,-inf,878
0.199025,5.00664,6.25989,879
0.20586,5.03464,5.70561,880
0.257426,5.67639,6.89061,881
0.298483,6.862,6.79641,882
0.674629,14.2353,7.04218,883
0.136618,3.5334,5.23742,884
0.13428,4.15657,7.10307,885
0.395444,10.0982,7.23038,886
0.106951,3.85246,5.11416,887
0.236939,5.75883,7.13411,888
0.176427,4.77017,6.41414,889
0.192045,4.55319,5.12893,890
0.164512,3.92299,4.55479,891
0.214112,4.92879,5.72455,892
0.130664,3.97919,4.5414,893
0.245337,6.7156,5.97757,894
0.117892,3.48985,5.10834,895
0.151688,4.10022,5.95039,896
0.041284,1.74088,4.65287,897
0.0802995,2.90178,4.99417,898
0.146678,4.38168,6.22366,899
0.150714,4.36988,5.89968,900
0.129742,3.80634,5.92836,901
0.310158,8.63504,6.36761,902
0.171994,4.9725,5.5611,903
0.220219,5.75313,5.63882,904
0.284136,5.60681,5.96201,905
0.240076,5.95233,6.05892,906
0.0891931,2.97066,5.47288,907
0.139773,3.83363,4.75327,908
0.0765146,2.56589,4.69575,909
0.124383,2.96886,3.5269,910
0,0,-inf,911
0.104164,3.84316,6.40729,912
0.493846,10.0184,7.2814,913
0.21613,5.33739,7.37785,914
0.133533,4.43409,6.64242,915
0.39321,9.02379,7.01402,916
0.16099,4.39974,6.18132,917
0.0941386,3.19879,6.34976,918
0.115967,3.7233,6.79269,919
0.262523,8.36436,6.99675,920
0.0158278,0.878775,3.13228,921
0.101271,3.64955,6.32918,922
0.153472,4.10395,4.9089,923
0.0622789,1.8722,3.72667,924
0.269469,6.12497,6.64952,925
0.0497928,1.4681,2.53826,926
0.159357,4.8618,6.1616,927
0.0698429,2.64266,3.60765,928
0.2271,5.84864,6.94947,929
0.150084,4.94651,6.7483,930
0.155257,4.69538,5.90191,931
0.226499,5.70113,6.39428,932
0.217116,5.55052,7.04271,933
0.121339,4.05005,6.67009,934
0.209231,5.71413,6.68361,935
0.0871345,2.85567,4.79403,936
0.218387,5.67964,6.48281,937
0.220767,4.8846,5.72583,938
