"muscles_p1-combined.Label-Analysis"
"Length3d","VoxelFaceArea","Volume3d","OrientationPhi","index","Materials"
2.78468,2.0023,0.0376858,35.9377,558,""
2.44401,1.78846,0.0392079,28.612,559,""
2.23484,1.8092,0.0390446,31.8081,560,""
2.43866,1.61869,0.03074,33.1923,561,""
2.33795,1.70163,0.0342158,33.493,562,""
2.6827,2.33083,0.0512449,29.6027,563,""
1.27,1.05364,0.025048,36.5778,564,""
2.19695,1.5325,0.0317256,23.1593,565,""
2.5242,2.0347,0.0492388,17.9934,566,""
2.64205,2.52134,0.0430803,20.2854,567,""
2.65924,2.20512,0.0483523,27.7012,568,""
1.89632,1.34847,0.0222604,39.6122,569,""
2.25164,2.23946,0.0361286,36.4348,570,""
2.2517,1.53509,0.0307108,19.745,571,""
2.53535,2.31269,0.0417739,29.4443,572,""
2.66446,2.21549,0.0505859,27.0514,573,""
2.18113,1.39578,0.0231352,30.0345,574,""
2.01489,1.23767,0.0209832,28.6703,575,""
2.87344,2.47404,0.0462587,26.0407,576,""
1.38017,0.899414,0.0161427,28.1866,577,""
1.55538,0.879974,0.0118679,36.595,578,""
0.875027,0.458131,0.00698662,38.1145,579,""
2.66203,1.82604,0.0311307,30.73,580,""
2.69708,1.90704,0.0360878,24.1622,581,""
2.42855,1.4042,0.0229077,22.0162,582,""
1.51213,1.00568,0.0196768,16.8982,583,""
2.078,1.49362,0.0280748,19.0983,584,""
2.78525,4.68304,0.099189,17.7093,585,""
2.37159,1.26359,0.0214497,22.047,586,""
3.30007,2.67751,0.0593338,34.1708,587,""
4.09336,4.60269,0.126739,26.7012,588,""
2.62069,2.56346,0.0674518,33.6779,589,""
1.78066,1.97573,0.0568319,32.3199,590,""
2.36301,2.1967,0.0473726,31.8901,591,""
1.58113,1.20721,0.0238117,22.5789,592,""
2.25428,1.53639,0.0256837,31.9779,593,""
2.90532,3.25552,0.101417,36.7632,594,""
2.01083,2.64964,0.101207,34.3709,595,""
1.91925,1.84095,0.046976,40.329,596,""
2.23166,2.25955,0.0657664,37.0176,597,""
2.24209,2.43321,0.0735053,35.085,598,""
2.42401,2.22132,0.05454,31.9718,599,""
2.77061,3.30606,0.101825,33.2312,600,""
2.1774,1.86622,0.0440659,38.8788,601,""
3.04349,3.45834,0.0976144,32.2843,602,""
3.09304,2.93217,0.0743859,33.6399,603,""
1.69952,1.17546,0.0237067,36.1957,604,""
1.61679,1.46252,0.0332535,30.1073,605,""
1.69053,1.41327,0.0274216,31.3143,606,""
2.04917,1.49816,0.031743,33.8794,607,""
2.04705,1.97703,0.0476583,38.2731,608,""
1.5591,2.15717,0.0469585,26.7294,609,""
2.65336,3.26264,0.0832679,26.2893,610,""
1.02857,0.689464,0.0147139,37.4602,611,""
0.66467,0.578658,0.0129702,46.573,612,""
0.735672,0.549498,0.0106374,36.3998,613,""
2.211,1.80401,0.0423863,29.9939,614,""
3.39474,4.07847,0.124785,30.3038,615,""
2.39053,3.09222,0.082084,29.9851,616,""
3.70322,3.56785,0.0941386,27.4446,617,""
2.28329,1.84354,0.0407708,21.9338,618,""
2.86268,2.36129,0.0512274,26.7609,619,""
4.0894,3.70522,0.0946751,29.9803,620,""
1.83167,1.76384,0.0493962,40.5759,621,""
2.97315,2.59456,0.0564645,26.927,622,""
3.13581,2.27834,0.0408875,28.219,623,""
1.65936,1.77485,0.0460895,38.8907,624,""
2.38399,1.72949,0.0315214,35.2678,625,""
2.88208,3.14212,0.0938645,38.4971,626,""
2.62857,2.91143,0.0914151,38.1586,627,""
2.59706,3.63006,0.136968,40.4089,628,""
1.61375,1.54546,0.0412899,39.2563,629,""
3.14639,5.61551,0.180976,26.9122,630,""
2.02799,2.34509,0.0728871,35.9957,631,""
1.65522,1.69709,0.0396045,32.3824,632,""
1.23688,0.795735,0.0144398,44.6137,633,""
2.82281,3.03973,0.0674693,28.728,634,""
2.39342,2.36777,0.0546158,35.5724,635,""
2.22782,2.25761,0.0654398,30.6144,636,""
3.41567,3.07732,0.0683499,27.8824,637,""
3.22366,2.3237,0.0456113,28.5885,638,""
2.35564,1.60961,0.0262202,27.5785,639,""
1.41806,1.17416,0.0275266,38.9837,640,""
2.7756,3.64366,0.133201,43.3366,641,""
2.56206,3.1162,0.094646,50.9478,642,""
2.92123,2.97818,0.0898696,48.4241,643,""
2.54999,1.97703,0.0447482,43.01,644,""
2.3901,3.12462,0.12717,32.8991,645,""
2.38892,2.37684,0.0653231,35.0723,646,""
3.15646,3.47583,0.0889773,42.716,647,""
2.2514,2.65353,0.0830171,44.4094,648,""
2.32333,3.33392,0.122359,40.6315,649,""
1.70749,1.96795,0.0567211,32.6342,650,""
1.611,1.29858,0.0277365,30.8987,651,""
2.38702,2.74231,0.0728755,31.0454,652,""
2.77988,3.88018,0.110876,31.4479,653,""
2.19351,3.24126,0.122575,24.2758,654,""
1.97408,2.29325,0.0665012,25.6877,655,""
1.57167,1.87529,0.0528429,28.743,656,""
2.15532,3.01187,0.102262,27.4842,657,""
1.49734,1.74958,0.0469468,34.0447,658,""
2.43447,2.44229,0.0687231,44.3513,659,""
2.67777,2.33796,0.0544816,29.0355,660,""
1.7085,1.63489,0.0399019,34.8615,661,""
3.02583,4.09078,0.139178,40.402,662,""
2.8643,3.23284,0.0983842,45.8474,663,""
2.03386,2.24465,0.0687523,35.512,664,""
1.93348,3.18424,0.0842885,36.9706,665,""
1.80879,1.48844,0.0344957,36.9863,666,""
2.96105,2.79091,0.064565,36.3285,667,""
1.78716,1.06595,0.0168134,38.665,668,""
1.33024,1.02253,0.0205633,43.8878,669,""
2.70438,2.43516,0.0604244,39.4904,670,""
2.20217,2.06127,0.0519098,35.7551,671,""
2.48663,2.55115,0.0710909,38.2826,672,""
2.68666,1.77809,0.0341575,31.7681,673,""
2.16124,2.04895,0.0462762,37.3629,674,""
2.22197,1.87788,0.0410799,39.6055,675,""
2.34591,2.29843,0.0612175,44.2693,676,""
1.813,1.73273,0.0439026,43.8349,677,""
2.46174,1.90769,0.0395111,42.8718,678,""
2.48986,2.49412,0.0660288,46.2016,679,""
2.97408,2.99826,0.0757389,39.7187,680,""
2.28791,1.58629,0.0345307,40.1304,681,""
2.51574,2.36971,0.0567561,34.3922,682,""
1.58622,1.22665,0.0282614,26.1472,683,""
1.88457,1.50205,0.0329328,36.2078,684,""
1.59209,1.29728,0.0282497,43.2214,685,""
3.32654,2.44293,0.0461828,28.4131,686,""
1.98309,1.28821,0.0217297,43.9046,687,""
1.40158,1.10288,0.0265235,41.9151,688,""
1.67454,1.97832,0.0540617,43.5234,689,""
2.21886,1.6472,0.0348981,48.7726,690,""
3.1476,3.19072,0.0923249,46.4329,691,""
2.34965,2.06127,0.0480432,40.4404,692,""
2.90256,2.03794,0.0361403,37.849,693,""
2.4994,1.96666,0.0417389,43.3036,694,""
2.1731,1.60313,0.0340641,51.7748,695,""
2.78632,1.94009,0.0380823,49.254,696,""
2.05496,1.55907,0.0317839,50.0084,697,""
3.06939,2.2103,0.0413482,50.0709,698,""
2.77094,2.28806,0.0515774,48.0984,699,""
1.4557,1.35301,0.0341166,39.9468,700,""
2.33139,1.39707,0.024424,48.0496,701,""
3.17837,2.63733,0.0615674,49.7986,702,""
2.73947,2.24206,0.0499911,46.2369,703,""
2.79106,2.60364,0.072893,49.663,704,""
2.87325,2.78507,0.0736278,45.2923,705,""
2.48198,3.12462,0.0943019,46.9557,706,""
3.21017,3.42723,0.0902779,42.4848,707,""
2.75989,2.98465,0.0753715,41.0004,708,""
2.46883,2.55633,0.0723098,31.7191,709,""
1.69229,1.86557,0.0487022,55.604,710,""
2.59217,2.63733,0.0716099,50.5585,711,""
3.24028,2.32694,0.0463228,47.1843,712,""
2.67367,2.31917,0.0520147,40.9207,713,""
2.14968,2.10274,0.0568261,46.4624,714,""
2.46322,2.19151,0.0542017,28.516,715,""
2.42501,2.53948,0.0688515,39.232,716,""
2.34215,1.874,0.0431444,48.558,717,""
2.80129,2.8894,0.0701695,49.1629,718,""
1.65832,2.46043,0.0626288,35.6459,719,""
2.15108,2.9529,0.103026,21.7567,720,""
2.62983,4.37978,0.140356,41.4142,721,""
2.20579,2.04766,0.0544816,44.2976,722,""
1.8587,1.4703,0.0307166,51.6215,723,""
2.49093,2.70148,0.0749108,53.6998,724,""
2.61182,1.90899,0.0365602,40.4772,725,""
3.03541,2.09755,0.0393537,20.4886,726,""
2.46298,1.70876,0.0329503,38.9809,727,""
1.9822,1.78716,0.0368693,42.1236,728,""
1.21688,0.781479,0.014813,35.8859,729,""
2.04917,1.38282,0.0264302,32.6763,730,""
2.35453,2.53171,0.0785091,38.2226,731,""
4.38879,5.75936,0.193602,49.9011,732,""
1.87157,1.57138,0.0351722,43.2495,733,""
2.14895,1.51112,0.0316031,29.5934,734,""
2.97784,2.46367,0.0537818,33.1723,735,""
2.45563,2.18633,0.0509825,35.2138,736,""
1.32341,1.03225,0.0214906,29.9734,737,""
1.25171,0.876734,0.0163876,44.1623,738,""
1.00221,0.52293,0.00805386,20.8828,739,""
1.28884,1.07048,0.0205516,29.1114,740,""
1.21715,0.7264,0.0106199,30.0257,741,""
1.35282,0.823599,0.0134775,39.0021,742,""
0.957503,0.554034,0.00935437,22.6523,743,""
1.24982,0.993373,0.0195252,31.8617,744,""
1.05059,0.774351,0.0164518,20.4104,745,""
1.34617,0.826191,0.0138333,37.8508,746,""
1.47206,1.15148,0.0221321,44.4115,747,""
1.30011,1.13334,0.0268384,19.2348,748,""
1.46998,1.72366,0.0561846,19.1953,749,""
1.39484,1.48909,0.0424388,18.1408,750,""
1.25022,1.02512,0.0222662,17.427,751,""
1.44874,1.4865,0.0410274,22.1994,752,""
1.3469,1.37245,0.038858,15.1297,753,""
1.51976,1.36532,0.0318888,11.5193,754,""
1.54751,1.29923,0.0281914,9.93837,755,""
1.04782,0.815175,0.0147722,8.36847,756,""
1.54326,2.3561,0.0637894,27.0692,757,""
1.26109,0.971989,0.0224878,20.574,758,""
1.31821,1.05817,0.021024,17.5857,759,""
1.07817,0.865718,0.0186271,20.1411,760,""
1.33057,1.00698,0.0175482,31.6109,761,""
1.26986,1.018,0.0187087,19.3479,762,""
0.677979,0.603281,0.0138683,29.2986,763,""
0.841643,0.588377,0.00875952,46.6725,764,""
0.83097,0.39074,0.00565695,31.2133,765,""
0.761821,0.471091,0.00819966,26.0234,766,""
0.54248,0.318164,0.00555197,40.7788,767,""
0.836288,0.533298,0.00993173,36.7956,768,""
0.416399,0.198934,0.00272933,36.2339,769,""
0.998885,0.848871,0.0168075,32.2763,770,""
0.69685,0.627257,0.0139849,46.9085,771,""
1.00968,1.17935,0.0218346,20.7559,772,""
0.686877,0.456187,0.00826964,39.717,773,""
0.292238,0.182734,0.00279931,47.9711,774,""
0.754942,0.55533,0.0103458,35.325,775,""
0.63849,0.611705,0.0100309,47.6733,776,""
0.431057,0.324644,0.004753,67.0001,777,""
0.295985,0.212542,0.00348165,78.5092,778,""
0.418159,0.274749,0.00401235,43.6003,779,""
0.458324,0.487939,0.0104099,51.1471,780,""
0.378089,0.230037,0.0038199,35.0238,781,""
0.432187,0.329828,0.00688165,59.0318,782,""
0.381825,0.301317,0.0055753,55.6426,783,""
0.578055,0.600689,0.0118504,87.3961,784,""
0.421547,0.243645,0.00349914,10.9084,785,""
0.760802,0.879326,0.0165684,30.1776,786,""
0.720786,0.774999,0.0136467,88.5283,787,""
0.7042,0.837855,0.0212806,33.8666,788,""
0.562763,0.269565,0.00347581,23.0113,789,""
0.461451,0.386852,0.00798388,50.4514,790,""
0.357719,0.150982,0.00171458,30.5051,791,""
0.454876,0.281229,0.00441475,69.1916,792,""
0.626909,0.54885,0.0119204,22.41,793,""
0.783209,0.505434,0.00891698,32.4539,794,""
1.00403,0.875438,0.0169825,28.7498,795,""
0.410807,0.298077,0.00495129,43.8406,796,""
0.828972,0.760744,0.0190003,40.9383,797,""
0.931561,0.68104,0.0144165,28.6161,798,""
0.645221,0.429619,0.0077681,31.6428,799,""
0.845009,0.379724,0.00520206,45.9999,800,""
0.739086,0.327884,0.00477633,18.4467,801,""
0.298858,0.152278,0.00220446,38.4114,802,""
0.385997,0.363524,0.00889948,63.5192,803,""
0.678864,0.56505,0.00999005,38.6991,804,""
0.488246,0.238461,0.0029976,53.4776,805,""
0.684371,0.430915,0.00700412,64.2542,806,""
0.489817,0.437395,0.0077331,37.8739,807,""
1.05041,0.693352,0.0103516,79.2093,808,""
2.13166,2.93282,0.0630662,87.4121,809,""
1.74022,1.55907,0.0305125,88.7016,810,""
1.41171,0.579306,0.0082988,87.9243,811,""
4.3601,2.02239,0.0271009,75.5839,812,""
2.08137,1.00439,0.0131859,89.013,813,""
2.00659,1.55129,0.0283897,88.5075,814,""
5.28833,9.00386,0.235422,70.9033,815,""
4.85609,5.09193,0.120475,80.8028,816,""
2.77023,2.90495,0.0718141,75.1042,817,""
7.253,12.4447,0.37533,61.0081,818,""
9.08998,11.4876,0.269171,64.823,819,""
8.3295,14.6835,0.404512,65.1235,820,""
4.86744,4.96946,0.0966171,65.1814,821,""
6.36976,7.27048,0.15801,73.128,822,""
7.66463,13.893,0.370664,71.2297,823,""
9.92554,7.72083,0.159759,61.2472,824,""
6.07422,7.52838,0.17284,79.8665,825,""
9.77248,10.6329,0.213156,66.8925,826,""
8.48859,11.4844,0.265672,67.8742,827,""
8.31204,7.23549,0.153595,67.9993,828,""
9.44278,24.3976,0.822147,65.0021,829,""
5.32911,4.93252,0.0855715,69.1549,830,""
8.70559,16.724,0.346164,68.0868,831,""
5.50763,8.16795,0.178684,52.2967,832,""
4.63197,3.43307,0.0579633,81.1498,833,""
8.82856,7.07284,0.122143,67.061,834,""
5.27187,5.35112,0.131813,48.4987,835,""
4.1154,7.16356,0.21574,53.7764,836,""
1.30159,2.30621,0.0802295,59.8476,837,""
4.2872,5.49498,0.140835,52.9362,838,""
7.63863,10.6025,0.225683,67.9698,839,""
7.98542,10.6614,0.288714,57.0534,840,""
6.39235,3.6469,0.0605527,63.1744,841,""
6.83774,4.18085,0.0673876,64.2005,842,""
9.80255,9.56178,0.217268,49.8027,843,""
6.63083,6.28294,0.136595,57.1887,844,""
2.48933,2.11051,0.0355105,81.9539,845,""
2.14861,2.12218,0.053012,77.5823,846,""
5.88982,7.07349,0.142374,60.9743,847,""
4.81187,4.98371,0.131626,66.8243,848,""
2.99427,2.74231,0.061859,81.2194,849,""
3.54646,4.21131,0.0805444,78.7207,850,""
2.97854,2.16883,0.0429286,75.3616,851,""
4.07409,2.43127,0.0391146,77.4278,852,""
4.37984,2.0347,0.0266693,73.6416,853,""
6.65805,7.1979,0.14175,72.5477,854,""
4.31023,2.79803,0.046037,74.5704,855,""
3.94987,3.18683,0.0572984,70.8681,856,""
2.22981,1.29599,0.0201142,83.6237,857,""
1.22966,0.539778,0.0067825,80.9258,858,""
5.2948,3.31189,0.0554614,68.473,859,""
6.1776,7.13764,0.136017,65.6671,860,""
4.70672,3.50888,0.0560563,69.7389,861,""
2.16806,1.63359,0.0294453,84.6935,862,""
3.05687,1.08604,0.0110631,82.4586,863,""
3.31336,1.58369,0.0220388,83.7213,864,""
3.48472,2.04312,0.0297719,81.8861,865,""
2.94119,2.51292,0.0505451,89.5472,866,""
5.80421,4.72322,0.095789,72.154,867,""
2.6764,1.17481,0.0148947,86.9057,868,""
1.73807,1.01346,0.0159094,67.9105,869,""
2.02073,0.920798,0.011518,84.4864,870,""
7.18996,4.02274,0.0579108,78.1655,871,""
2.48024,0.935702,0.010235,86.794,872,""
2.03648,1.10548,0.017519,89.7021,873,""
5.30593,3.28208,0.0494662,68.8728,874,""
10.7485,5.38352,0.0716099,63.0804,875,""
4.05483,2.43062,0.0352422,54.3523,876,""
5.43746,6.29007,0.128261,58.421,877,""
5.89213,4.11022,0.0673527,62.1697,878,""
6.75162,7.30547,0.164909,57.3945,879,""
4.18635,4.06745,0.0941269,89.7112,880,""
4.44928,4.11994,0.105178,87.373,881,""
6.79501,7.1033,0.213809,82.7497,882,""
6.66082,6.5713,0.157094,87.4673,883,""
7.08765,7.95282,0.238023,86.6153,884,""
6.46284,6.12677,0.154895,82.8489,885,""
6.25599,10.3996,0.316538,89.4105,886,""
6.59587,8.12259,0.207149,87.3961,887,""
5.56695,7.78693,0.202699,83.6995,888,""
5.59935,6.83568,0.167055,89.4206,889,""
2.56851,2.25113,0.0483348,81.5099,890,""
4.20437,3.55554,0.0830288,89.5754,891,""
3.21106,2.04183,0.0351722,81.1995,892,""
7.02731,17.0111,0.466832,88.1816,893,""
7.07894,6.84734,0.147985,81.4264,894,""
6.58587,7.97355,0.169994,83.8763,895,""
6.25989,7.30936,0.199025,86.5849,896,""
5.70561,7.20568,0.20586,86.4391,897,""
6.89061,8.0701,0.257426,82.7548,898,""
6.79641,9.98103,0.298483,88.0593,899,""
7.04218,20.4727,0.674629,87.4444,900,""
5.23742,5.13729,0.136618,87.5194,901,""
7.10307,6.04448,0.13428,83.8432,902,""
7.23038,14.8779,0.395444,86.3358,903,""
5.11416,5.57403,0.106951,81.866,904,""
7.13411,8.25672,0.236939,82.5784,905,""
6.41414,7.06053,0.176427,83.5897,906,""
5.12893,6.66396,0.192045,82.2862,907,""
4.55479,5.83064,0.164512,79.9673,908,""
5.72455,7.12663,0.214112,86.1513,909,""
4.5414,5.87276,0.130664,80.5695,910,""
5.97757,9.9104,0.245337,83.8056,911,""
5.10834,5.0699,0.117892,87.8784,912,""
5.95039,6.08595,0.151688,87.6784,913,""
4.65287,2.52458,0.041284,85.936,914,""
4.99417,4.31498,0.0802995,82.6791,915,""
6.22366,6.5052,0.146678,81.8555,916,""
5.89968,6.57842,0.150714,88.3838,917,""
5.92836,5.65568,0.129742,87.7413,918,""
6.36761,12.8516,0.310158,80.3878,919,""
5.5611,7.44025,0.171994,86.9003,920,""
5.63882,8.61895,0.220219,87.6176,921,""
5.96201,8.70384,0.284136,88.2179,922,""
5.75408,7.9593,0.224913,84.8271,923,""
5.47288,4.49707,0.0891931,89.9728,924,""
4.75327,5.95441,0.139773,84.3584,925,""
4.69575,4.01108,0.0765146,86.321,926,""
3.5269,4.56317,0.124383,85.9706,927,""
6.93273,10.6206,0.252224,88.6793,928,""
6.40729,5.93497,0.104164,75.5583,929,""
7.2814,14.7691,0.493846,84.26,930,""
7.37785,7.66316,0.21613,89.6335,931,""
6.64242,6.35616,0.133533,83.1517,932,""
7.01402,12.9171,0.39321,88.2094,933,""
6.18132,6.44818,0.16099,85.6908,934,""
6.34976,4.67592,0.0941386,85.3274,935,""
6.79269,5.38352,0.115967,86.7581,936,""
6.99675,12.1784,0.262523,88.4872,937,""
3.13228,1.24091,0.0158278,87.9264,938,""
6.32918,5.35112,0.101271,89.7499,939,""
4.9089,5.81898,0.153472,85.5765,940,""
3.72667,2.76499,0.0622789,86.4243,941,""
6.64952,8.85806,0.269469,83.519,942,""
2.53826,2.17466,0.0497928,72.1312,943,""
6.1616,7.14412,0.159357,88.4086,944,""
3.60765,3.8912,0.0698429,87.6913,945,""
6.94947,8.68894,0.2271,85.0413,946,""
6.7483,7.24002,0.150084,88.2656,947,""
5.90191,7.08969,0.155257,81.7697,948,""
6.39428,8.7168,0.226499,80.892,949,""
7.04271,8.22627,0.217116,89.7575,950,""
6.67009,6.10798,0.121339,87.8829,951,""
6.68361,8.43946,0.209231,85.5188,952,""
4.79403,4.32859,0.0871345,83.279,953,""
6.48281,8.80493,0.218387,83.4418,954,""
5.72583,7.65344,0.220767,84.7724,955,""
5.32834,3.29116,0.0537701,88.6254,956,""
5.58703,5.9071,0.128354,88.1444,957,""
2.61037,2.46885,0.0545458,82.9763,958,""
5.10861,5.46647,0.109074,87.6406,959,""
4.98009,9.68231,0.287892,87.8872,960,""
5.56903,8.28912,0.157397,80.2613,961,""
6.29883,5.26883,0.101965,80.6447,962,""
2.12098,1.40744,0.0235376,72.6802,963,""
5.95507,9.95641,0.270839,89.4605,964,""
6.82268,8.12842,0.202851,87.5679,965,""
7.4163,12.9197,0.298984,84.004,966,""
7.54925,16.065,0.518724,88.0762,967,""
7.85749,11.0567,0.325449,85.0396,968,""
7.83063,15.8778,0.380193,81.9126,969,""
7.74163,15.686,0.545289,83.1635,970,""
7.36521,8.16017,0.211057,83.0958,971,""
7.60158,11.6658,0.335387,87.1009,972,""
7.44105,8.33772,0.231293,83.7514,973,""
8.03149,16.7999,0.487693,86.6942,974,""
6.63562,11.441,0.270851,79.857,975,""
5.2471,8.10315,0.208018,86.6926,976,""
7.25865,12.5678,0.291076,85.1264,977,""
7.24589,5.92784,0.130856,85.7465,978,""
6.72758,6.85576,0.148498,79.5799,979,""
6.36077,8.96822,0.247424,88.5437,980,""
3.32961,3.80955,0.0956899,85.3056,981,""
6.7276,10.7904,0.325729,85.952,982,""
5.53506,5.75806,0.134431,72.7823,983,""
4.30408,3.9061,0.0826031,87.5734,984,""
4.10715,4.77506,0.100956,86.4603,985,""
5.17565,5.43083,0.127071,88.5809,986,""
2.79884,2.02951,0.0385256,85.2848,987,""
4.08783,4.41413,0.103231,82.4018,988,""
5.76689,7.54976,0.200157,80.1154,989,""
6.17172,10.7768,0.286696,88.0263,990,""
6.13857,7.36249,0.15125,86.4566,991,""
6.36415,7.4733,0.172957,89.3395,992,""
5.24871,7.08515,0.184854,82.6275,993,""
6.00832,8.84316,0.217892,84.465,994,""
4.97722,5.83323,0.14487,86.5366,995,""
7.28005,10.2506,0.260529,83.1981,996,""
3.65901,2.74101,0.0514957,78.3236,997,""
2.68231,1.95629,0.0355688,81.116,998,""
6.36499,7.49922,0.202116,80.4505,999,""
6.72083,5.02842,0.102169,85.7938,1000,""
5.99738,8.77058,0.193001,87.7211,1001,""
5.14486,3.79659,0.0714408,87.4452,1002,""
6.66268,7.11172,0.182632,82.7587,1003,""
5.67324,4.86707,0.110695,86.8079,1004,""
4.19556,5.22865,0.104898,79.0334,1005,""
4.61391,3.70717,0.0899571,80.1075,1006,""
5.85604,4.65648,0.0952525,89.9173,1007,""
6.33098,6.57648,0.140333,82.454,1008,""
5.13924,3.22506,0.0611883,77.8359,1009,""
4.67957,5.56043,0.118201,80.0092,1010,""
5.51426,3.60867,0.0664837,87.5945,1011,""
6.43258,4.89688,0.0919341,87.9523,1012,""
5.91682,4.59103,0.0840436,83.5721,1013,""
7.49319,8.88269,0.206012,77.9676,1014,""
6.94728,4.54632,0.0788882,78.0017,1015,""
6.72295,4.05708,0.0682099,79.1111,1016,""
7.61725,9.36868,0.240549,82.3219,1017,""
7.15369,10.8306,0.257875,83.4044,1018,""
7.25875,13.578,0.411056,86.9197,1019,""
7.39522,10.6154,0.288026,88.0303,1020,""
6.62405,5.30901,0.0988683,89.4574,1021,""
7.85675,20.5323,0.534704,83.2936,1022,""
6.85604,5.8747,0.121531,87.6102,1023,""
7.52483,11.2394,0.27698,89.551,1024,""
5.39266,6.03605,0.166396,86.442,1025,""
5.74126,4.78996,0.101154,83.0777,1026,""
6.65496,4.89883,0.103213,89.1047,1027,""
4.27331,3.19396,0.0613166,84.3711,1028,""
7.62354,8.83344,0.228966,80.2363,1029,""
6.78425,7.77462,0.185793,77.048,1030,""
6.08702,5.62069,0.100641,88.8892,1031,""
6.59925,5.76649,0.11392,85.9967,1032,""
4.89114,4.72776,0.103528,84.009,1033,""
6.58872,5.94857,0.108141,89.9052,1034,""
6.76619,8.04159,0.196582,77.7579,1035,""
6.3881,6.28035,0.128774,88.18,1036,""
6.67096,11.0062,0.217303,86.7613,1037,""
6.79236,8.09991,0.170583,88.9105,1038,""
6.98406,7.68195,0.180661,84.5624,1039,""
3.84376,2.93346,0.0554264,83.7618,1040,""
7.57258,5.01028,0.0918525,89.4816,1041,""
1.77748,1.61869,0.0388055,53.4512,1042,""
7.33394,8.27163,0.251413,81.1199,1043,""
7.65978,18.5799,0.587488,82.9442,1044,""
5.93061,4.84245,0.09194,89.7338,1045,""
5.16335,5.1347,0.126558,80.9223,1046,""
7.17802,5.76325,0.108917,89.8373,1047,""
2.67316,1.48131,0.0200093,85.0505,1048,""
5.46725,12.5737,0.575854,88.6352,1049,""
9.72834,29.9347,0.806424,32.2664,1050,""
9.03697,18.9706,0.494411,33.0492,1051,""
9.82687,8.79132,0.172473,36.7393,1052,""
9.29264,24.9011,0.820969,34.4451,1053,""
8.29994,14.9161,0.48045,25.6708,1054,""
9.32831,7.62493,0.143593,34.8382,1055,""
10.3335,39.2301,1.20029,32.6439,1056,""
8.71393,17.5165,0.409096,24.0447,1057,""
7.24145,7.38388,0.171575,26.4824,1058,""
9.39371,11.7896,0.263608,26.2357,1059,""
10.2543,10.9997,0.209966,36.9889,1060,""
8.53698,12.7169,0.451168,38.3423,1061,""
9.3235,13.3875,0.301988,25.3583,1062,""
9.11,11.0561,0.233941,23.0913,1063,""
10.2578,24.0567,0.656492,28.3782,1064,""
9.18038,23.436,0.600441,21.107,1065,""
8.8357,9.54623,0.185933,26.3795,1066,""
8.52708,8.13814,0.181244,19.2054,1067,""
8.81404,9.97844,0.211506,20.3357,1068,""
7.42515,6.90307,0.203067,8.98042,1069,""
7.37101,7.17069,0.1883,15.0265,1070,""
9.05779,21.3157,0.489338,16.0361,1071,""
8.48089,14.9434,0.380969,18.2421,1072,""
7.13836,20.3664,0.690556,85.13,1073,""
6.21393,10.4113,0.233095,86.397,1074,""
6.79003,8.04224,0.209949,85.4859,1075,""
3.55739,4.64222,0.118889,86.5487,1076,""
7.03827,7.4571,0.146217,87.0354,1077,""
7.512,6.04189,0.117169,84.7484,1078,""
7.51204,8.96239,0.195468,88.3274,1079,""
4.95532,4.0357,0.0831163,86.3025,1080,""
8.18547,11.8116,0.284708,82.0738,1081,""
7.33294,8.54184,0.231404,86.1962,1082,""
7.55045,10.0536,0.24687,89.7157,1083,""
6.79219,8.18933,0.188079,89.7712,1084,""
6.09763,5.33752,0.0959931,83.4395,1085,""
7.16579,10.0711,0.199095,78.8155,1086,""
6.57127,11.8349,0.341977,89.5465,1087,""
6.42449,8.17378,0.196955,88.7857,1088,""
6.6182,9.61103,0.247856,87.3849,1089,""
5.7421,6.50779,0.132215,87.9463,1090,""
6.06411,6.2784,0.127625,88.2863,1091,""
6.36563,9.86828,0.228313,85.9189,1092,""
6.5454,8.15175,0.180258,82.7262,1093,""
5.66185,5.90062,0.108532,84.1597,1094,""
4.93349,6.1352,0.15433,57.9936,1095,""
3.48227,3.06047,0.076707,61.9809,1096,""
5.13575,5.64985,0.15328,59.9408,1097,""
3.79088,2.75203,0.0547207,58.8594,1098,""
4.72601,4.59103,0.0985533,59.6346,1099,""
4.50778,4.22232,0.101784,58.6979,1100,""
3.2391,2.71509,0.0583249,60.8858,1101,""
3.46706,3.28403,0.0771911,56.7258,1102,""
4.64005,3.91323,0.0867379,57.1792,1103,""
3.37373,2.47339,0.0495595,56.3604,1104,""
3.03451,2.90236,0.0636261,57.1618,1105,""
4.2587,3.95859,0.0810285,57.7034,1106,""
3.78219,3.91064,0.0809235,58.3815,1107,""
3.93691,4.48087,0.110969,56.5525,1108,""
3.23254,2.97494,0.0715691,55.8821,1109,""
3.65348,4.53012,0.109366,57.3544,1110,""
3.83756,4.65777,0.127485,54.2271,1111,""
2.99189,2.85052,0.0628737,53.6885,1112,""
3.04126,3.28921,0.0750566,59.7799,1113,""
2.3187,1.97962,0.0503993,61.3126,1114,""
3.22617,3.04233,0.067965,65.2594,1115,""
4.69865,5.14312,0.141698,54.287,1116,""
3.74195,4.63639,0.14052,50.0335,1117,""
3.3546,3.46223,0.0941677,56.8632,1118,""
4.90519,4.86124,0.123141,55.4261,1119,""
5.20421,6.84604,0.154475,59.8324,1120,""
3.24923,3.26005,0.0890648,53.276,1121,""
1.91552,2.5019,0.082329,53.9579,1122,""
3.04384,3.80566,0.0985417,52.3883,1123,""
