"muscles_p1-combined.Label-Analysis"
"Length3d","VoxelFaceArea","Volume3d","OrientationPhi","index","Materials"
2.39967,2.99891,0.0908202,43.293,1124,""
2.91578,3.42399,0.0722923,51.8567,1125,""
2.8878,2.42414,0.0548491,49.9118,1126,""
3.6691,4.17178,0.129422,49.5003,1127,""
2.96578,2.41831,0.0504868,53.4385,1128,""
4.2403,4.3422,0.116212,52.0306,1129,""
3.85119,3.99164,0.0898288,51.7346,1130,""
3.96123,4.29166,0.119082,53.0034,1131,""
3.91476,4.95909,0.15973,50.4668,1132,""
3.25341,2.99308,0.0736569,53.3752,1133,""
3.28331,3.4065,0.0914209,53.9407,1134,""
3.0094,2.7125,0.0665187,54.7148,1135,""
3.25628,2.41701,0.0495304,50.2007,1136,""
3.32519,3.65727,0.0809876,50.8332,1137,""
3.42403,4.50679,0.132641,51.1925,1138,""
3.1345,2.88422,0.0693472,52.9175,1139,""
3.60684,3.09741,0.0749108,50.2522,1140,""
2.96447,3.34559,0.0761763,61.5702,1141,""
3.2115,3.2432,0.0894672,54.5109,1142,""
4.17679,8.39799,0.295409,50.629,1143,""
3.66463,3.53286,0.0936254,55.691,1144,""
3.34066,2.92115,0.0617774,61.4686,1145,""
3.32668,3.79335,0.109634,55.0557,1146,""
4.25304,6.19028,0.156283,53.9425,1147,""
3.633,3.42075,0.0836645,60.1438,1148,""
3.41086,4.51197,0.147011,56.6156,1149,""
3.14297,3.53156,0.0982267,54.9547,1150,""
3.06889,3.95081,0.118195,56.9011,1151,""
2.88431,3.60543,0.109261,57.3501,1152,""
4.47693,5.07897,0.128903,54.7875,1153,""
4.01141,5.45092,0.169924,61.3402,1154,""
4.57926,5.89868,0.200268,49.3642,1155,""
5.78165,7.88413,0.263334,59.4831,1156,""
3.90329,3.89897,0.0979352,61.1076,1157,""
3.67538,3.05658,0.0709743,59.15,1158,""
3.5122,2.96522,0.0684665,58.913,1159,""
2.00698,2.62243,0.0737677,58.4799,1160,""
1.92201,1.01929,0.0151863,53.7319,1161,""
4.97788,4.92669,0.124196,54.4615,1162,""
1.83419,1.41586,0.0308683,47.9691,1163,""
2.0314,1.25711,0.0229077,49.9526,1164,""
1.64635,1.59277,0.0403159,46.9789,1165,""
1.22334,0.780183,0.0137691,57.8547,1166,""
2.52454,1.78328,0.0362394,51.0349,1167,""
3.15753,2.03016,0.0368285,53.1663,1168,""
3.06367,1.73856,0.0291653,54.3074,1169,""
3.42106,3.05982,0.0719132,55.1925,1170,""
2.45095,1.50334,0.0256545,59.5704,1171,""
2.1437,1.93361,0.0485098,58.9876,1172,""
2.73324,1.83836,0.0331427,58.3079,1173,""
4.17403,2.44941,0.0407767,57.27,1174,""
3.06195,1.91676,0.0335451,51.1176,1175,""
3.05347,2.0496,0.0352072,52.8247,1176,""
3.01355,2.17661,0.037575,55.7109,1177,""
3.65704,3.01446,0.0650316,58.617,1178,""
4.40577,3.43955,0.0691664,57.4347,1179,""
4.37838,3.35531,0.066752,61.64,1180,""
-inf,0,0,90,1181,""
3.13544,2.62048,0.052178,53.2325,1182,""
2.93164,1.71265,0.0288446,53.498,1183,""
3.33414,2.80127,0.0664079,54.1226,1184,""
3.83483,3.73697,0.0865688,48.9808,1185,""
2.36888,2.34379,0.0588789,54.1504,1186,""
3.7519,3.08056,0.0669969,50.8518,1187,""
3.57422,2.88681,0.0613633,57.9397,1188,""
3.49397,2.28612,0.0401993,57.317,1189,""
3.61987,3.06241,0.0737677,53.9858,1190,""
3.58881,2.42414,0.0411149,46.8829,1191,""
3.53084,3.34947,0.0764679,53.8007,1192,""
3.56536,2.57383,0.0507959,46.4122,1193,""
3.72733,3.01511,0.0665537,48.2149,1194,""
3.76376,3.82834,0.0953866,51.6312,1195,""
1.95576,1.68867,0.0388871,56.107,1196,""
4.0168,5.57209,0.137347,44.6119,1197,""
2.02497,1.44373,0.0282672,50.793,1198,""
3.64583,3.5199,0.0691605,51.9223,1199,""
3.69761,4.04477,0.0959873,58.0205,1200,""
3.60212,3.08509,0.0657489,53.5562,1201,""
3.70543,3.37345,0.0705719,53.6264,1202,""
3.57897,2.89977,0.0651482,55.9582,1203,""
3.59287,3.30217,0.0748933,55.1979,1204,""
3.90086,4.6487,0.123351,54.908,1205,""
3.44062,3.32226,0.075978,47.7508,1206,""
3.14952,2.31917,0.0458971,48.1452,1207,""
3.4563,2.452,0.0396103,49.9437,1208,""
3.27602,2.81682,0.063072,51.691,1209,""
2.75194,1.67117,0.0262027,49.3529,1210,""
3.4932,2.60558,0.0495945,49.1201,1211,""
2.94858,2.02887,0.0365777,54.7704,1212,""
2.16574,1.46576,0.0262494,56.8317,1213,""
2.05071,1.84419,0.0435935,57.3483,1214,""
2.34155,1.88566,0.0406775,53.8987,1215,""
1.95792,2.02044,0.0483232,52.4601,1216,""
2.39801,1.88501,0.0380882,55.6924,1217,""
2.19473,1.46187,0.0268792,54.7673,1218,""
2.04438,1.66793,0.0355629,57.8465,1219,""
3.45663,2.88033,0.0601619,45.3591,1220,""
2.71895,1.84289,0.0349214,54.0271,1221,""
2.49252,1.83836,0.0370792,53.4086,1222,""
1.93223,1.71394,0.0412957,56.6965,1223,""
2.93462,2.65742,0.0577067,53.1416,1224,""
2.50768,2.10922,0.042258,57.9402,1225,""
2.07297,1.69321,0.0336151,52.5064,1226,""
3.04025,2.76239,0.0598003,50.2628,1227,""
2.57833,1.92389,0.0372367,61.1345,1228,""
2.71681,1.75736,0.0300868,58.4361,1229,""
1.44419,0.75556,0.011483,58.7761,1230,""
6.73136,7.64437,0.177751,36.814,1231,""
9.03005,24.5499,0.714472,28.4077,1232,""
8.90418,9.45357,0.192453,26.6663,1233,""
8.94519,14.3861,0.414333,31.7861,1234,""
10.3106,16.4811,0.361415,39.1382,1235,""
9.79079,15.638,0.409359,32.5857,1236,""
8.81483,7.51866,0.192464,24.978,1237,""
8.67037,7.021,0.139779,22.0431,1238,""
7.41247,9.22353,0.265766,21.8738,1239,""
8.99313,12.0267,0.234093,17.6716,1240,""
8.66377,8.81205,0.211751,19.5249,1241,""
8.49321,6.26285,0.115606,19.5143,1242,""
5.02225,2.8259,0.042917,20.661,1243,""
9.04062,11.4293,0.2407,36.6425,1244,""
9.50178,9.94734,0.224009,32.5079,1245,""
9.17982,11.1857,0.24536,34.2465,1246,""
9.19868,8.15758,0.19881,35.7247,1247,""
10.0386,10.9647,0.23828,39.3227,1248,""
9.27196,11.5336,0.257951,40.4621,1249,""
4.61486,4.78996,0.104904,50.7714,1250,""
5.42732,9.42635,0.266168,29.6683,1251,""
9.70103,12.3682,0.34326,35.6891,1252,""
8.8024,15.7741,0.376986,32.9824,1253,""
5.1722,3.99034,0.080696,33.601,1254,""
6.86164,4.63315,0.0757914,35.4547,1255,""
7.2005,3.38252,0.0451914,34.7851,1256,""
6.26298,5.76649,0.121123,28.6407,1257,""
6.58146,9.14512,0.273126,43.4782,1258,""
6.67795,6.17667,0.146987,21.4825,1259,""
7.7765,8.00595,0.162879,31.2272,1260,""
7.33171,16.9962,0.356347,30.6597,1261,""
7.84661,7.00999,0.120697,29.6878,1262,""
8.24244,11.82,0.229042,25.7172,1263,""
8.07033,9.16521,0.178445,23.1511,1264,""
8.22654,10.0944,0.206391,19.3154,1265,""
8.57294,7.67872,0.174636,17.0064,1266,""
9.18895,25.5517,0.647959,18.2645,1267,""
1.36268,1.15213,0.0259228,25.0163,1268,""
9.18347,10.4126,0.219968,25.6856,1269,""
6.02688,6.23952,0.114399,22.7455,1270,""
9.24164,11.7565,0.262296,32.4042,1271,""
9.07686,11.6334,0.243161,27.027,1272,""
8.68791,5.75418,0.100519,37.081,1273,""
8.46886,5.31354,0.0867146,35.6104,1274,""
9.13758,12.203,0.260499,31.1092,1275,""
8.28086,7.1344,0.13807,25.3029,1276,""
8.11096,18.3421,0.473166,13.3626,1277,""
8.4693,34.2523,0.80773,15.322,1278,""
8.33667,12.7376,0.274379,16.2346,1279,""
8.01544,12.3326,0.271551,13.3027,1280,""
8.38714,13.7491,0.283996,12.2278,1281,""
7.62306,7.45192,0.200734,10.2039,1282,""
7.52177,10.5889,0.299077,16.7355,1283,""
6.74288,9.88772,0.382456,12.696,1284,""
7.00424,6.5052,0.187338,11.5315,1285,""
8.13304,16.0404,0.496522,11.9677,1286,""
7.96381,16.0586,0.462989,15.0923,1287,""
8.49651,10.2176,0.198582,18.7148,1288,""
7.62757,16.3411,0.416987,16.3043,1289,""
7.18001,13.3629,0.271108,27.4174,1290,""
5.72082,5.90969,0.120341,30.14,1291,""
5.86256,4.96622,0.103586,29.8326,1292,""
5.04193,3.95016,0.0734353,36.8547,1293,""
6.08733,6.49094,0.107762,26.9883,1294,""
4.86044,7.50505,0.202548,38.1101,1295,""
5.14463,5.37251,0.115594,37.7485,1296,""
4.46527,4.93317,0.111104,37.0154,1297,""
3.85075,2.35675,0.0393304,33.409,1298,""
5.64058,4.29425,0.070671,44.8513,1299,""
5.38834,2.83173,0.042328,25.2836,1300,""
4.16488,2.44034,0.0428178,26.4781,1301,""
2.68575,1.22665,0.0179273,17.9533,1302,""
4.52684,1.96147,0.0273166,21.6585,1303,""
4.3504,4.00071,0.0823698,17.9143,1304,""
3.08911,3.43825,0.0726247,24.7591,1305,""
4.99052,5.24874,0.121904,32.1424,1306,""
7.66171,12.5276,0.25416,21.5912,1307,""
5.5791,3.92036,0.0698954,25.6395,1308,""
6.43552,5.12109,0.103563,23.9649,1309,""
6.74747,5.9719,0.121928,22.4777,1310,""
6.80289,4.71609,0.0853557,27.8436,1311,""
4.98909,2.98012,0.0469818,19.2189,1312,""
7.25679,16.4623,0.340408,22.7297,1313,""
3.05895,2.83626,0.0663962,7.79909,1314,""
7.19604,10.6342,0.245494,9.86694,1315,""
6.72844,6.87585,0.153904,16.2388,1316,""
6.8001,8.9099,0.193876,9.88847,1317,""
7.0043,6.22268,0.138204,9.49102,1318,""
7.50312,13.3402,0.356481,13.7963,1319,""
7.48988,7.01063,0.165644,12.1438,1320,""
7.2529,6.97305,0.194739,11.7897,1321,""
6.55891,6.84216,0.163859,8.53458,1322,""
2.54328,3.1648,0.0713183,6.10188,1323,""
2.03926,1.95888,0.0369918,17.7235,1324,""
6.94234,6.93871,0.172805,9.81311,1325,""
6.12857,3.71041,0.0678542,10.9593,1326,""
4.88026,3.06306,0.0515657,12.6997,1327,""
6.0695,6.81624,0.162652,10.6262,1328,""
3.82393,2.01267,0.0397153,3.60316,1329,""
4.51876,2.05738,0.0373708,1.48449,1330,""
4.96831,4.28582,0.0952816,5.97366,1331,""
2.19044,1.50982,0.0316439,24.6761,1332,""
5.18515,2.91208,0.0542775,8.33801,1333,""
4.87367,3.47843,0.0734295,13.4779,1334,""
4.70326,2.78507,0.0516065,9.61885,1335,""
3.33874,2.19022,0.0411441,18.262,1336,""
2.24528,1.27007,0.0192744,23.0158,1337,""
4.17165,3.27755,0.0699362,16.4157,1338,""
2.47642,1.49362,0.0296261,22.6744,1339,""
4.88445,5.11785,0.107838,16.8554,1340,""
5.20671,2.82914,0.0467019,13.4949,1341,""
4.49667,7.55236,0.150941,17.057,1342,""
4.10068,2.74943,0.050825,15.1899,1343,""
2.34279,2.16689,0.0512916,10.8253,1344,""
4.15985,4.33248,0.0911818,24.0615,1345,""
2.68939,2.18244,0.0461479,28.9577,1346,""
5.10818,7.55754,0.180427,16.1258,1347,""
3.51232,4.39922,0.100005,22.7491,1348,""
5.89486,12.6106,0.261153,16.1126,1349,""
7.10912,4.41607,0.0825681,11.0414,1350,""
2.75947,2.37165,0.0482823,23.1671,1351,""
2.15121,1.80272,0.0316147,20.0941,1352,""
3.01956,3.16933,0.073237,18.895,1353,""
5.2704,7.11367,0.140916,25.7672,1354,""
7.15847,6.80004,0.161894,25.6499,1355,""
6.34067,5.67512,0.122715,14.799,1356,""
6.58261,6.72098,0.161299,21.0782,1357,""
5.7013,4.33572,0.092599,21.0544,1358,""
6.01105,9.58252,0.223881,23.039,1359,""
6.64423,8.36364,0.178987,20.9426,1360,""
5.90005,5.79565,0.130728,17.3059,1361,""
8.29743,7.80119,0.18139,26.9942,1362,""
3.89678,3.72531,0.0846559,21.156,1363,""
3.88746,3.0015,0.0745492,16.2231,1364,""
3.89128,4.72516,0.126156,24.3283,1365,""
6.69728,10.7029,0.307353,27.9779,1366,""
6.10065,9.19631,0.211162,20.8788,1367,""
9.14203,10.5759,0.284224,30.8669,1368,""
9.62447,19.9783,0.616362,27.8104,1369,""
10.7402,18.6,0.557594,30.4756,1370,""
2.033,1.77615,0.0434185,34.3786,1371,""
2.96946,1.92324,0.0350497,50.7006,1372,""
2.53039,1.95629,0.0380765,81.8462,1373,""
6.64119,8.60664,0.218014,89.3625,1374,""
4.58793,4.14197,0.0971478,88.8891,1375,""
6.62539,6.40476,0.154586,84.2788,1376,""
3.71966,4.83338,0.118055,79.6092,1377,""
7.89833,18.9013,0.573375,84.0872,1378,""
6.65169,7.55041,0.16481,89.2052,1379,""
5.62125,8.35457,0.294126,82.1196,1380,""
4.15841,6.65294,0.233859,89.3482,1381,""
5.62936,10.642,0.379441,85.6604,1382,""
6.22724,9.51772,0.284171,83.4964,1383,""
5.22321,10.8999,0.369912,80.4372,1384,""
7.38356,17.5029,0.581662,79.0017,1385,""
6.62769,7.67288,0.184346,88.9207,1386,""
6.63103,8.30921,0.198547,79.3849,1387,""
7.49135,10.7172,0.22801,84.4178,1388,""
7.7219,13.9221,0.313628,82.4692,1389,""
6.51384,5.8598,0.149215,83.1278,1390,""
7.27376,5.63495,0.126226,83.6039,1391,""
7.97378,8.2632,0.169026,82.6274,1392,""
4.53696,5.24161,0.105476,84.3399,1393,""
7.7438,16.1396,0.449156,83.4163,1394,""
7.16699,11.6846,0.24494,77.7835,1395,""
7.07682,7.81026,0.156902,74.8052,1396,""
6.61449,8.09019,0.181197,89.109,1397,""
6.60654,9.14707,0.175266,88.4516,1398,""
6.59755,10.8856,0.284661,87.7078,1399,""
5.7503,4.3597,0.0781125,88.1002,1400,""
5.30899,5.57468,0.105365,89.8873,1401,""
7.29897,8.07529,0.203382,81.4833,1402,""
6.90501,7.69621,0.179588,81.4262,1403,""
6.91219,10.2292,0.259631,84.0408,1404,""
6.67035,5.40361,0.112661,88.6396,1405,""
6.03528,3.96118,0.0675626,89.6669,1406,""
3.00233,1.70941,0.0261736,84.043,1407,""
6.58047,8.97211,0.169149,87.0432,1408,""
6.21398,6.31858,0.124179,86.4828,1409,""
4.95005,4.36034,0.0892106,87.3963,1410,""
6.22009,5.64078,0.110229,86.317,1411,""
6.32109,5.08026,0.0892573,88.8571,1412,""
6.01164,4.46143,0.0712542,85.7572,1413,""
6.15205,5.08674,0.0921907,85.9212,1414,""
5.95281,4.30202,0.0656614,85.9411,1415,""
6.11751,5.14571,0.0882017,88.8646,1416,""
4.61417,5.39648,0.0978827,89.7231,1417,""
5.27722,4.9241,0.0763979,88.1414,1418,""
5.83371,4.62732,0.0789698,86.8975,1419,""
5.21512,4.75368,0.0893914,87.4706,1420,""
4.91555,4.14327,0.0708051,83.2622,1421,""
4.96527,4.20029,0.0771911,88.8576,1422,""
4.9877,4.89947,0.090237,86.3365,1423,""
6.49673,8.59368,0.16376,80.8138,1424,""
6.05655,6.59398,0.120079,83.9821,1425,""
2.83251,2.15069,0.0409575,85.9595,1426,""
3.57558,2.22456,0.0403218,86.2746,1427,""
5.93831,4.4245,0.0760305,83.5503,1428,""
5.99256,3.22636,0.0492329,80.8361,1429,""
2.65617,2.41572,0.0407883,76.1497,1430,""
8.08752,12.0598,0.319728,80.8956,1431,""
5.30996,4.53271,0.102921,88.8621,1432,""
5.0783,8.11093,0.22552,74.6923,1433,""
7.45052,11.3813,0.276164,75.6643,1434,""
4.24964,4.68304,0.112865,87.4546,1435,""
1.48752,1.60573,0.0319005,83.1708,1436,""
4.21253,3.94498,0.0739894,81.8256,1437,""
4.10685,4.13419,0.0929022,81.8274,1438,""
5.16807,5.36927,0.0970895,82.1342,1439,""
5.14488,7.2316,0.136904,82.9645,1440,""
7.89838,16.3625,0.495712,83.6188,1441,""
7.48731,8.42715,0.195509,82.8015,1442,""
7.32125,8.07529,0.206228,83.4018,1443,""
6.45356,4.55733,0.0894206,84.8327,1444,""
6.09314,3.64626,0.0540034,86.9485,1445,""
6.51744,6.61601,0.113162,86.1194,1446,""
6.53317,5.06406,0.0848892,88.8584,1447,""
4.39485,4.23399,0.104391,78.8516,1448,""
4.2574,3.95535,0.071919,89.3366,1449,""
3.033,2.26733,0.0360587,88.1674,1450,""
4.50724,3.81279,0.0714641,79.4721,1451,""
3.09378,2.00035,0.033166,82.7409,1452,""
7.49771,7.72731,0.191747,84.7551,1453,""
2.8276,1.56749,0.0251938,79.6294,1454,""
1.30985,0.714736,0.0108182,76.7845,1455,""
3.3074,2.25566,0.0380473,77.0635,1456,""
4.07011,2.73647,0.0513674,77.7248,1457,""
2.65063,1.60054,0.0264827,87.5003,1458,""
4.2231,3.84454,0.0767712,82.3768,1459,""
5.31247,4.18085,0.0881317,85.8432,1460,""
3.23131,3.56202,0.102321,82.8594,1461,""
3.1194,2.16365,0.0368401,84.8774,1462,""
7.22207,5.63754,0.114719,78.4906,1463,""
7.74073,6.46049,0.123596,89.1009,1464,""
1.53299,0.934406,0.0142532,80.7161,1465,""
7.94753,7.64891,0.120411,88.3654,1466,""
3.23047,2.24724,0.0365194,49.045,1467,""
2.99735,1.82604,0.0233043,52.4212,1468,""
5.24984,4.07069,0.0649324,85.9393,1469,""
6.55722,4.09143,0.0614566,85.0392,1470,""
3.13284,2.79738,0.0435643,74.9286,1471,""
2.22109,1.61285,0.0257479,89.1028,1472,""
5.08899,4.47504,0.0730912,84.5829,1473,""
3.27845,2.80711,0.0429111,84.4178,1474,""
6.481,8.2645,0.166093,86.785,1475,""
3.23201,2.10209,0.0370617,86.3738,1476,""
5.63676,3.85167,0.0575784,75.4504,1477,""
2.70595,1.54352,0.0224003,80.6477,1478,""
5.51727,3.93656,0.0630895,89.0591,1479,""
4.73374,3.05658,0.0492213,84.4322,1480,""
5.4531,3.9871,0.0676967,85.4541,1481,""
2.73787,3.04816,0.0586631,88.6036,1482,""
3.00032,1.55713,0.0219338,86.66,1483,""
5.05544,3.3268,0.0544933,83.5321,1484,""
4.06273,2.74619,0.0460312,76.089,1485,""
2.12459,1.1936,0.0184172,83.106,1486,""
3.19598,2.20512,0.0379424,83.6655,1487,""
4.46202,2.56281,0.0365427,89.9544,1488,""
3.54377,1.69191,0.0220213,86.2914,1489,""
6.23569,3.54387,0.053846,83.0803,1490,""
5.12646,2.94707,0.0430803,87.1711,1491,""
2.17336,1.11455,0.0173557,83.9168,1492,""
2.95001,1.68284,0.0234209,82.3557,1493,""
3.22578,1.96536,0.0292295,89.8803,1494,""
6.71608,3.47713,0.0495887,88.8298,1495,""
4.77345,3.12786,0.0500027,87.6588,1496,""
4.09135,2.79479,0.0473201,87.2974,1497,""
2.00824,1.15213,0.0158453,81.9331,1498,""
1.44395,0.673265,0.00922607,86.4742,1499,""
2.56304,2.10533,0.0451798,79.3101,1500,""
3.03261,2.53365,0.0448532,84.4167,1501,""
3.78117,1.91935,0.028483,73.3303,1502,""
2.52751,1.81568,0.0276257,87.0973,1503,""
4.20379,2.2265,0.0364844,87.5353,1504,""
4.99532,2.85376,0.0418147,88.1827,1505,""
4.56948,2.52912,0.0422463,82.4174,1506,""
3.9853,3.39872,0.050895,88.2852,1507,""
4.51338,3.56785,0.0731379,82.2124,1508,""
4.75208,4.63639,0.0757739,89.3816,1509,""
5.17248,3.22506,0.0540734,83.7752,1510,""
4.69179,3.33911,0.0681166,89.6906,1511,""
4.65772,2.2278,0.0362861,77.9563,1512,""
5.63088,2.81099,0.0433485,87.0137,1513,""
4.94501,3.4376,0.063696,81.6179,1514,""
6.28439,4.01756,0.0653231,86.5758,1515,""
3.76413,2.57836,0.0448823,67.1234,1516,""
6.57094,9.36803,0.213535,81.3341,1517,""
6.53031,6.68016,0.140403,88.1454,1518,""
6.47105,8.63645,0.179628,89.5663,1519,""
6.26985,7.08191,0.147331,83.161,1520,""
5.26379,4.07652,0.0780717,85.0209,1521,""
3.58553,1.88048,0.0345132,85.4253,1522,""
3.57763,1.67765,0.0274333,88.8108,1523,""
3.75742,1.93361,0.0327928,78.4543,1524,""
