"muscles_p1-final.Label-Analysis---orientation"
"BaryCenterX","BaryCenterY","BaryCenterZ","Length3d","Length3dInputX","Length3dInputY","Length3dInputZ","Length3dOutputX","Length3dOutputY","Length3dOutputZ","LengthOrientPhi","LengthOrientTheta","Volume3d","index"
30.7067,35.3461,44.1323,6.32918,29.1238,31.7878,44.0637,31.6078,37.8538,44.2977,71.8695,68.6512,0.101271,922
29.9787,35.421,44.5048,4.9089,30.6178,38.1238,44.1717,29.6638,33.0838,44.7477,78.7777,-82.2922,0.153472,923
29.2863,33.2056,44.7385,3.72667,28.5838,31.7158,44.4777,29.6278,35.3158,44.9637,71.8695,68.6512,0.0622789,924
29.7501,34.8597,45.1124,6.64952,28.7638,31.5358,44.9997,30.4198,38.1418,45.6477,71.8695,68.6512,0.269469,925
29.7121,37.8058,44.9566,2.53826,29.7358,36.6298,44.7837,29.5558,39.0418,45.5217,77.2382,98.9126,0.0497928,926
29.5804,36.2531,43.338,6.1616,28.1338,32.6518,43.3077,30.4198,38.6818,43.3257,71.8695,68.6512,0.159357,927
30.0186,33.5707,44.8008,3.60765,29.0698,31.6618,44.8017,29.9878,35.3158,44.8917,71.8695,68.6512,0.0698429,928
30.947,34.8156,44.8714,6.94947,31.9498,37.9978,44.6037,29.3578,31.2478,45.4137,82.2767,-129.036,0.2271,929
30.9834,35.0981,44.4167,6.7483,31.9138,38.0158,44.2257,29.0518,31.6078,44.2437,82.2767,-129.036,0.150084,930
31.6702,33.8708,44.5469,5.90191,33.5338,36.5578,44.8557,30.1858,31.5178,44.1537,82.2767,-129.036,0.155257,931
31.5759,34.2173,44.8693,6.39428,32.8678,36.9178,44.1357,29.9698,31.1938,45.2697,82.2767,-129.036,0.226499,932
31.1752,34.7142,44.8896,7.04271,32.5618,37.9798,45.1257,29.5378,31.3018,45.0357,82.2767,-129.036,0.217116,933
31.7904,33.6858,45.6303,6.67009,30.3478,30.8518,45.3957,32.7418,37.3318,45.6477,71.8695,68.6512,0.121339,934
31.0875,34.8187,45.3568,6.68361,32.0218,37.9258,45.3057,29.6278,31.3198,45.8817,82.2767,-129.036,0.209231,935
32.9647,32.5909,44.379,4.79403,34.5598,34.5418,44.0097,31.8238,30.6178,44.2977,82.2767,-129.036,0.0871345,936
32.1908,33.8117,45.0969,6.48281,30.1678,31.3198,44.4237,34.3258,36.2698,45.5577,74.504,40.833,0.218387,937
33.1374,33.4811,44.2672,5.72583,34.7758,35.1898,43.9197,31.1398,30.8698,44.6937,82.2767,-129.036,0.220767,938
32.3559,33.4532,44.0995,5.32834,31.2298,31.0498,43.7037,33.8938,35.8198,44.2077,71.8695,68.6512,0.0537701,939
32.3097,33.4813,44.4239,5.58703,34.0378,35.8198,44.1897,30.6538,31.4098,44.5857,82.2767,-129.036,0.139896,940
32.7576,31.2092,45.1348,2.61037,33.3898,31.9678,44.9817,31.8778,29.8978,45.3237,82.2767,-129.036,0.0545458,941
32.8515,33.4585,44.172,5.10861,34.4158,35.2258,44.1357,31.3558,31.0678,43.9197,82.2767,-129.036,0.109074,942
31.4076,34.5882,42.8472,4.98009,32.5438,36.6658,42.5697,30.0058,32.3458,42.8937,82.2767,-129.036,0.287892,943
30.5923,35.135,42.9076,5.56903,29.8798,32.4898,42.2457,31.7518,37.6198,43.3797,71.8695,68.6512,0.157397,944
31.2124,34.7108,44.2186,6.29883,29.4478,32.1298,43.5417,32.5978,37.5658,44.7297,71.8695,68.6512,0.101965,945
30.2457,33.524,43.7672,2.12098,29.6098,32.7598,43.4697,30.9058,34.2898,44.1537,74.504,40.833,0.0235376,946
30.089,35.7934,43.3686,5.95507,28.4938,32.6518,43.6317,30.6358,38.4478,43.8117,71.8695,68.6512,0.270839,947
29.5717,34.8599,45.2958,6.82268,29.8438,38.6638,45.3417,28.7818,31.5538,45.4857,78.7777,-82.2922,0.202851,948
30.7995,35.3343,45.6331,7.4163,29.0698,31.3738,45.3777,31.4458,38.3938,46.5117,71.8695,68.6512,0.298984,949
30.1456,34.7674,46.1406,7.54925,28.9798,31.3738,46.4397,30.8158,39.0778,46.6557,71.8695,68.6512,0.518724,950
30.4339,35.093,46.4376,7.85749,29.1418,31.3378,46.2957,31.2298,38.9878,47.3757,71.8695,68.6512,0.325449,951
30.5895,35.389,46.0044,7.83063,29.1238,31.4278,45.6837,30.7258,39.1678,46.9617,71.8695,68.6512,0.380193,952
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,953
28.1644,35.6292,44.4888,7.36521,27.4678,32.0758,44.2257,27.8638,39.4558,45.5397,77.2382,98.9126,0.211057,954
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,955
27.8227,36.3812,44.3354,7.44105,27.3598,32.2018,44.2437,27.8278,39.6717,45.5577,77.2382,98.9126,0.231293,956
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,957
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,958
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,959
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,960
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,961
27.6409,36.4413,43.8395,6.72758,27.2338,33.0118,43.1997,27.4858,39.6537,44.7477,77.2382,98.9126,0.148498,962
28.208,35.5535,43.9322,6.36077,28.0978,38.6278,43.5777,27.5938,32.1298,44.0277,78.7777,-82.2922,0.247424,963
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,964
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,965
28.9617,35.4721,42.5304,5.53506,29.5378,37.7458,41.5437,28.3138,32.6158,43.3797,61.9597,-107.413,0.134431,966
31.5497,34.1471,42.063,4.30408,32.7418,36.0358,41.7957,30.2038,32.5438,41.8317,82.2767,-129.036,0.0826031,967
31.79,34.6716,42.3888,4.10715,32.7778,36.2158,42.5337,30.3478,32.8858,42.5337,82.2767,-129.036,0.100956,968
32.9197,33.2376,44.5179,5.17565,34.4878,35.1358,44.6037,31.0318,31.2118,44.3877,82.2767,-129.036,0.127071,969
32.4263,31.9707,45.0232,2.79884,31.3558,30.7078,44.8737,33.1558,32.8678,45.2337,74.504,40.833,0.0385256,970
32.8983,32.8127,45.6261,4.08783,34.2358,33.9658,45.3417,31.5538,31.0318,46.2957,82.2767,-129.036,0.103231,971
32.8161,32.9565,45.179,5.76689,34.5598,34.8838,44.4777,30.7618,30.7078,45.6297,82.2767,-129.036,0.200157,972
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,973
32.5577,33.7851,44.9163,6.13857,30.8338,30.9598,44.4597,34.2538,36.1978,45.3957,71.8695,68.6512,0.15125,974
31.9659,33.9368,45.0192,6.36415,33.8218,36.6118,45.0717,30.0598,31.3918,44.8557,82.2767,-129.036,0.172957,975
28.7757,35.7336,42.1191,5.24871,29.0158,38.2318,41.9577,28.2778,32.8318,42.3357,78.7777,-82.2922,0.184854,976
29.2719,35.358,42.9067,6.00832,28.1158,32.5078,42.8037,30.1138,38.1418,43.7757,71.8695,68.6512,0.217892,977
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,978
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,979
29.5314,34.2079,43.7347,3.65901,29.8438,35.8378,43.3977,28.6738,32.3458,44.2077,61.9597,-107.413,0.0514957,980
30.1668,37.1235,43.2363,2.68231,29.8438,35.9998,43.3257,30.6898,38.6998,43.2357,71.8695,68.6512,0.0355688,981
28.5529,35.8868,43.0321,6.36499,27.6838,32.9218,42.5337,29.3758,38.9518,43.8657,71.8695,68.6512,0.202116,982
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,983
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,984
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,985
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,986
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,987
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,988
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,989
28.202,35.8973,42.4977,5.85604,27.5038,32.8858,42.3357,28.7098,38.8978,42.6237,71.8695,68.6512,0.0952525,990
27.1963,36.3888,43.2716,6.33098,26.8739,33.3358,42.7857,27.4858,39.7257,43.8837,77.2382,98.9126,0.140333,991
27.296,35.9927,42.0372,5.13924,26.9819,38.6458,41.4537,27.4318,33.6958,42.7137,78.7777,-82.2922,0.0611883,992
28.6025,35.7803,41.9944,4.67957,29.1418,37.9258,41.2737,27.8638,33.2458,42.0657,61.9597,-107.413,0.118201,993
28.5056,35.7841,42.5119,5.51426,28.9798,38.6458,42.3897,28.0798,32.8858,42.4437,78.7777,-82.2922,0.0664837,994
28.3292,36.1568,43.5971,6.43258,28.2058,39.0598,43.5597,28.0618,32.4898,43.7757,78.7777,-82.2922,0.0919341,995
27.5098,36.4136,44.0058,5.91682,27.3058,33.1378,43.9197,26.9998,39.0778,44.4777,77.2382,98.9126,0.0840436,996
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,997
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,998
27.6535,36.8435,44.3527,6.72295,27.5398,33.2278,43.9917,27.6478,39.8877,45.3417,77.2382,98.9126,0.0682099,999
31.2282,34.8834,46.7843,7.61725,29.8078,31.1038,46.6017,31.8598,38.4838,47.7177,71.8695,68.6512,0.240549,1000
30.9126,34.697,46.2203,7.15369,29.3038,31.4278,45.7197,31.8058,38.1778,46.6377,71.8695,68.6512,0.257875,1001
31.3836,34.4908,45.9309,7.25875,32.5438,37.9078,46.0617,29.4298,31.1038,46.4397,82.2767,-129.036,0.411056,1002
31.2812,34.5539,45.5103,7.39522,29.6638,31.2658,45.7197,32.4358,38.1958,46.6017,71.8695,68.6512,0.288026,1003
31.5995,34.7894,45.2555,6.62405,32.7418,37.5298,45.4317,29.6638,31.4458,45.3777,82.2767,-129.036,0.0988683,1004
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1005
30.3996,35.1277,45.117,6.85604,29.3218,31.5538,45.0357,31.0498,38.5738,45.0897,71.8695,68.6512,0.121531,1006
29.9087,35.2677,45.7751,7.52483,28.7638,31.3738,45.8637,30.4918,39.0418,46.2237,71.8695,68.6512,0.27698,1007
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1008
29.3932,34.2283,45.6458,5.74126,29.3038,37.2418,45.3777,28.6918,31.4278,46.1337,78.7777,-82.2922,0.101154,1009
28.728,35.3013,45.1907,6.65496,28.6198,38.8438,45.2697,28.2778,32.0038,45.4137,78.7777,-82.2922,0.103213,1010
28.7235,36.5373,45.0534,4.27331,28.6198,34.0378,44.7117,28.7458,38.3398,45.2697,77.2382,98.9126,0.0613166,1011
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1012
32.5521,33.9768,45.9159,6.78425,30.4018,31.1398,44.8377,34.0558,36.6298,46.8717,71.8695,68.6512,0.185793,1013
32.1309,33.9642,45.3696,6.08702,33.8398,36.2878,45.3237,30.3298,31.2298,45.1437,82.2767,-129.036,0.100641,1014
31.6337,34.0643,45.674,6.59925,30.2038,31.0138,45.8097,32.5078,37.6198,45.5757,71.8695,68.6512,0.11392,1015
32.7277,34.5113,45.6867,4.89114,31.2478,32.5258,45.3777,34.3078,36.3958,46.0977,74.504,40.833,0.103528,1016
32.4424,34.0766,45.9882,6.58872,33.7318,36.9898,46.2597,30.5818,30.9598,45.9177,82.2767,-129.036,0.108141,1017
32.6805,34.0664,46.3749,6.76619,30.4918,31.1038,45.1797,34.0738,36.6838,46.9797,71.8695,68.6512,0.196582,1018
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1019
31.6359,34.1778,45.5625,6.67096,32.9578,37.2598,45.5037,29.8078,31.2298,45.7737,82.2767,-129.036,0.217303,1020
32.087,33.9862,46.1213,6.79236,33.6238,37.1338,46.2417,30.4738,30.8518,45.9717,82.2767,-129.036,0.170583,1021
32.2117,34.3749,46.4524,6.98406,33.6598,37.1878,46.6377,29.9158,31.1038,46.1697,82.2767,-129.036,0.180661,1022
31.0673,36.31,45.2621,3.84376,30.6178,34.6318,44.9457,31.4998,38.3578,45.6297,71.8695,68.6512,0.0554264,1023
29.2396,35.7487,45.4108,7.57258,28.7098,31.5178,45.7557,29.3398,39.3478,46.2057,77.2382,98.9126,0.0918525,1024
29.3413,38.4271,45.1985,1.77748,29.3578,37.6558,44.8377,29.3578,39.0778,45.8637,52.462,92.4823,0.0388055,1025
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1026
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1027
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1028
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1029
29.8116,35.1019,46.1448,7.17802,28.6918,31.4098,46.3497,30.2938,38.8618,46.3497,71.8695,68.6512,0.108917,1030
29.5121,32.9544,46.1734,2.67316,30.0238,34.0918,46.0977,28.8358,31.6618,46.3497,82.2767,-129.036,0.0200093,1031
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1032
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1033
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1034
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1035
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1036
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1037
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1038
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1039
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1040
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1041
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1042
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1043
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1044
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1045
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1046
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1047
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1048
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1049
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1050
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1051
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1052
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1053
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1054
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1055
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1056
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1057
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1058
29.9583,32.8177,46.572,3.55739,29.2858,31.2118,46.6737,30.3298,34.7218,46.8717,71.8695,68.6512,0.118889,1059
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1060
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1061
30.5907,34.5076,46.8831,7.51204,29.4118,30.9418,46.8717,31.3018,38.4118,47.5737,71.8695,68.6512,0.195468,1062
30.5647,33.6225,46.6995,4.95532,29.5378,31.0318,46.6557,31.1038,35.8918,46.9257,71.8695,68.6512,0.0831163,1063
30.706,33.992,47.2719,8.18547,29.3938,30.9418,47.1057,31.4638,38.8618,48.4917,71.8695,68.6512,0.284708,1064
31.6807,34.1986,46.9741,7.33294,30.1318,31.0318,46.6737,32.6878,38.0518,47.3397,71.8695,68.6512,0.231404,1065
32.0571,34.1065,47.226,7.55045,30.2758,30.6898,47.2857,32.4898,38.1778,47.6997,71.8695,68.6512,0.24687,1066
31.836,33.8491,46.9004,6.79219,33.1918,37.2238,46.7457,30.2038,30.9238,47.1237,82.2767,-129.036,0.188079,1067
31.463,33.9065,46.6204,6.09763,29.8618,31.1398,46.4037,32.7418,36.7198,46.8357,71.8695,68.6512,0.0959931,1068
32.1774,34.0619,46.9133,7.16579,30.1678,31.0498,46.4037,33.9478,37.0798,47.9877,71.8695,68.6512,0.199095,1069
32.7074,33.7934,46.7634,6.57127,34.1818,36.3058,46.6917,30.4558,30.8158,46.6377,82.2767,-129.036,0.341977,1070
32.8915,33.8133,45.9377,6.42449,34.3438,36.1798,46.3317,30.7078,30.7258,45.8097,82.2767,-129.036,0.196955,1071
32.806,33.4483,46.406,6.6182,34.3798,36.3418,46.9437,30.7798,30.5818,46.2777,82.2767,-129.036,0.247856,1072
32.8271,33.9024,45.5081,5.7421,34.8298,35.9818,45.5577,30.9778,31.6618,45.4497,82.2767,-129.036,0.132215,1073
32.1557,33.4425,46.4199,6.06411,33.6958,36.1618,46.3317,30.4378,30.9418,46.2237,82.2767,-129.036,0.127625,1074
32.8805,33.3888,46.8519,6.36563,34.7578,35.6758,46.8537,30.6178,30.7258,46.4397,82.2767,-129.036,0.228313,1075
33.2811,33.1336,46.7156,6.5454,34.9378,35.5858,46.0977,31.1218,30.3658,46.9797,82.2767,-129.036,0.180258,1076
33.3989,33.3082,46.4528,5.66185,31.1218,31.1758,46.0617,35.2798,35.1358,46.4577,74.504,40.833,0.108532,1077
25.0052,21.1784,45.5873,4.93349,23.1479,19.5479,44.2797,26.3879,22.5898,46.6197,74.504,40.833,0.15433,1078
25.3741,21.8673,45.7145,3.48227,24.0479,20.5739,44.5857,26.2439,22.7878,46.2957,74.504,40.833,0.076707,1079
24.6656,21.3171,45.608,5.13575,22.8419,19.6739,44.3337,26.2259,22.8778,46.6557,74.504,40.833,0.15328,1080
24.9651,21.307,45.9115,3.79088,23.9579,20.0159,44.7837,26.0099,22.5538,46.7997,47.4118,55.3851,0.0547207,1081
24.8904,20.9066,45.8628,4.72601,23.2739,19.2059,44.7837,26.2439,22.3378,46.8717,74.504,40.833,0.0985533,1082
24.9053,20.9496,46.347,4.50778,23.2739,19.2239,44.9637,26.1539,22.0678,47.1597,74.504,40.833,0.101784,1083
25.2074,21.0673,45.9315,3.2391,24.3899,20.0699,45.2517,26.3339,22.2658,46.7817,74.504,40.833,0.0583249,1084
25.3106,21.2668,45.5551,3.46706,24.4439,20.0699,44.6037,26.3519,22.3738,46.4397,47.4118,55.3851,0.0771911,1085
25.2047,20.7573,45.6702,4.64005,24.1199,18.9899,44.2617,26.4419,22.1398,46.8177,47.4118,55.3851,0.0867379,1086
25.4888,21.3499,45.3677,3.37373,24.7139,20.2679,44.2797,26.5139,22.3918,46.2057,47.4118,55.3851,0.0495595,1087
25.4743,21.5603,45.2641,3.03451,24.6239,20.5919,44.4237,26.4239,22.5178,46.0257,47.4118,55.3851,0.0636261,1088
25.413,21.0096,45.0312,4.2587,24.3539,19.2419,43.8117,26.5139,22.1758,46.0977,47.4118,55.3851,0.0810285,1089
25.0164,20.4595,45.0883,3.78219,23.9759,18.9359,44.1717,25.8659,21.6718,46.0977,47.4118,55.3851,0.0809235,1090
25.0668,21.423,45.1249,3.93691,24.0299,20.3579,44.0457,26.4419,22.7878,46.1517,47.4118,55.3851,0.110969,1091
25.563,21.5123,45.0293,3.23254,24.7499,20.4119,44.1537,26.5679,22.5718,45.8277,47.4118,55.3851,0.0715691,1092
25.2253,21.71,45.0988,3.65348,24.2999,20.5019,43.9197,26.2259,22.8598,45.9717,47.4118,55.3851,0.109366,1093
25.3893,21.6137,44.7904,3.83756,24.3179,20.4119,43.4517,26.4419,22.7158,45.7017,47.4118,55.3851,0.127485,1094
25.318,21.8518,44.8814,2.99189,24.4799,21.1679,43.9557,26.2979,22.7698,45.7737,47.4118,55.3851,0.0628737,1095
25.1578,22.0501,44.8096,3.04126,24.4259,21.2039,44.0097,26.1899,23.1658,45.6117,47.4118,55.3851,0.0750566,1096
25.1616,22.2167,45.2469,2.3187,24.6599,21.6358,44.7657,26.0999,23.1298,45.8817,74.504,40.833,0.0503993,1097
25.0993,22.2891,44.9724,3.22617,24.1019,21.3119,44.2797,26.1719,23.4178,45.6297,74.504,40.833,0.067965,1098
24.8164,22.2958,44.8002,4.69865,23.1479,20.7719,43.0557,26.0459,23.3998,45.8097,47.4118,55.3851,0.141698,1099
25.2391,21.7375,44.275,3.74195,24.2819,20.8259,43.2357,26.4059,22.9318,45.5217,47.4118,55.3851,0.14052,1100
24.7704,22.5282,44.8941,3.3546,23.8319,21.7438,44.0997,26.0819,23.6698,45.8637,74.504,40.833,0.0941677,1101
24.3092,22.0176,44.9822,4.90519,22.8779,20.6279,43.7217,25.9199,23.5978,46.3857,47.4118,55.3851,0.123141,1102
24.3339,21.5681,45.5856,5.20421,22.5179,20.1239,44.2977,26.0279,23.1838,46.8717,74.504,40.833,0.154475,1103
25.7041,21.4785,44.6771,3.24923,24.9479,20.4299,43.6677,26.6219,22.5358,45.5037,47.4118,55.3851,0.0890648,1104
26.716,21.7818,43.8195,1.91552,26.4599,21.2219,43.2357,27.1438,22.5538,44.4057,47.4118,55.3851,0.082329,1105
26.1603,21.7508,43.3982,3.04384,25.5599,20.6099,42.6957,26.9819,22.7518,44.3517,47.4118,55.3851,0.0985417,1106
26.9801,21.4844,43.2986,2.39967,26.5319,20.7719,42.5157,27.4858,22.1938,44.1537,47.4118,55.3851,0.0908202,1107
26.2135,21.7188,42.8902,2.91578,25.9379,20.9159,41.9757,26.9819,22.8058,43.9017,47.4118,55.3851,0.0722923,1108
26.1863,22.0052,43.1251,2.8878,25.6499,21.1139,42.1557,26.8739,22.9138,44.0097,47.4118,55.3851,0.0548491,1109
25.3655,21.8595,43.8525,3.6691,24.5339,20.8979,42.8757,26.4959,23.0758,45.0897,47.4118,55.3851,0.129422,1110
25.6853,22.5272,42.6656,2.96578,24.9119,21.6718,41.6697,26.4419,23.4898,43.4337,47.4118,55.3851,0.0504868,1111
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1112
25.9751,21.2462,43.4542,3.85119,25.4339,19.8719,42.0837,26.8559,22.4818,44.5137,47.4118,55.3851,0.0898288,1113
25.8789,21.1789,43.8314,3.96123,25.1279,19.7999,42.4977,26.7839,22.4098,44.9457,47.4118,55.3851,0.119082,1114
25.7203,21.0074,43.9863,3.91476,24.8939,19.8899,42.8217,26.7839,22.3018,45.2337,47.4118,55.3851,0.15973,1115
25.7743,22.0628,43.4429,3.25341,25.1999,21.0419,42.4257,26.6939,23.0578,44.4597,47.4118,55.3851,0.0736569,1116
25.6004,21.6381,44.4704,3.28331,25.0919,20.5919,43.3797,26.4779,22.7518,45.3957,47.4118,55.3851,0.0914209,1117
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1118
25.5801,22.4947,43.4087,3.25628,24.9479,21.5098,42.2457,26.4779,23.5258,44.2617,47.4118,55.3851,0.0495304,1119
25.6445,21.5773,44.211,3.32519,24.7139,20.6819,43.0377,26.5499,22.4998,45.1437,47.4118,55.3851,0.0809876,1120
25.5881,22.066,43.6298,3.42403,24.8399,21.0239,42.4797,26.5319,23.0038,44.6757,47.4118,55.3851,0.132641,1121
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1122
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1123
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1124
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1125
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1126
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1127
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1128
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1129
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1130
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1131
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1132
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1133
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1134
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1135
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1136
24.906,22.0775,45.3998,4.01141,23.5259,20.7539,44.3517,26.0819,23.2918,46.2957,74.504,40.833,0.169924,1137
24.9496,22.7283,43.238,4.57926,23.7959,21.2939,41.7777,26.2259,24.0478,44.5317,47.4118,55.3851,0.200268,1138
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1139
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1140
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1141
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1142
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1143
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1144
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1145
26.8902,21.7567,43.6185,1.83419,26.6399,21.1679,42.9837,27.3058,22.3378,44.1897,47.4118,55.3851,0.0308683,1146
26.739,21.7691,43.4207,2.0314,26.4599,21.0779,42.8037,27.1618,22.4278,44.1177,47.4118,55.3851,0.0229077,1147
26.8944,21.8871,43.3389,1.64635,26.7299,21.4198,42.8037,27.2518,22.4998,43.9017,47.4118,55.3851,0.0403159,1148
26.7018,22.2346,43.6467,1.22334,26.4239,21.9418,43.2897,27.1258,22.6618,43.9737,47.4118,55.3851,0.0137691,1149
25.2782,23.1135,44.0347,2.52454,24.6059,22.4458,43.1277,25.9919,23.7958,44.7477,47.4118,55.3851,0.0362394,1150
25.8971,21.6839,43.7781,3.15753,25.4159,20.5559,42.7857,26.6759,22.7158,44.6937,47.4118,55.3851,0.0368285,1151
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1152
25.4553,22.4075,43.7708,3.42106,24.6599,21.3119,42.7497,26.4779,23.5618,44.6217,47.4118,55.3851,0.0719132,1153
25.7698,22.5342,43.6382,2.45095,25.1459,21.7438,42.9477,26.4599,23.3638,44.2617,47.4118,55.3851,0.0256545,1154
25.5433,22.6044,44.6215,2.1437,25.0559,21.7978,44.1357,26.2799,23.3098,45.1437,74.504,40.833,0.0485098,1155
25.4779,22.5084,44.2924,2.73324,24.8039,21.5638,43.4157,26.2439,23.3818,44.8917,47.4118,55.3851,0.0331427,1156
25.2199,22.0735,44.5043,4.17403,23.8859,20.5919,43.1637,26.3159,23.2198,45.4317,47.4118,55.3851,0.0407767,1157
25.7077,21.7858,44.0916,3.06195,25.0919,20.9339,43.1277,26.6219,22.7698,45.0177,47.4118,55.3851,0.0335451,1158
25.6915,21.939,44.0095,3.05347,24.9119,20.9519,43.0377,26.4599,22.8418,44.8557,47.4118,55.3851,0.0352072,1159
25.5241,21.8142,44.352,3.01355,24.8039,20.9519,43.3617,26.3699,22.8238,45.1257,47.4118,55.3851,0.037575,1160
25.0329,22.8383,44.8519,3.65704,23.6339,21.7978,43.5597,26.0639,23.8138,45.6117,47.4118,55.3851,0.0650316,1161
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1162
24.5963,22.2144,44.2046,4.37838,23.3099,20.8439,42.9837,26.0459,23.6338,45.2157,74.504,40.833,0.066752,1163
0,0,0,-inf,0,0,0,0,0,0,5.72958,180,0,1164
25.3401,22.9641,44.2172,2.93164,24.2819,22.1578,43.1277,26.2259,23.6338,44.8377,52.8676,21.1453,0.0288446,1165
26.0943,21.1178,44.7567,3.33414,25.3619,19.9979,43.3437,26.7299,22.1938,45.4137,47.4118,55.3851,0.0664079,1166
26.0417,20.8839,44.2311,3.83483,25.1639,19.6919,42.8397,26.8919,22.1038,45.2337,47.4118,55.3851,0.0865688,1167
26.5312,21.1141,44.513,2.36888,26.2079,20.2499,43.7397,27.1078,21.9598,45.1077,47.4118,55.3851,0.0588789,1168
