"muscles_p1-final.Label-Analysis"
"Volume3d","Length3d","LengthOrientPhi","LengthOrientTheta","index","Materials"
0.0830171,2.2514,47.4118,55.3851,641,""
0,-inf,5.72958,180,642,""
0,-inf,5.72958,180,643,""
0,-inf,5.72958,180,644,""
0,-inf,5.72958,180,645,""
0,-inf,5.72958,180,646,""
0,-inf,5.72958,180,647,""
0,-inf,5.72958,180,648,""
0,-inf,5.72958,180,649,""
0,-inf,5.72958,180,650,""
0,-inf,5.72958,180,651,""
0,-inf,5.72958,180,652,""
0,-inf,5.72958,180,653,""
0.0399019,1.7085,22.6546,29.5546,654,""
0,-inf,5.72958,180,655,""
0,-inf,5.72958,180,656,""
0.0687523,2.03386,47.4118,55.3851,657,""
0.0842885,1.93348,47.4118,55.3851,658,""
0.0344957,1.80879,47.4118,55.3851,659,""
0.064565,2.96105,27.6049,91.7724,660,""
0.0168134,1.78716,47.4118,55.3851,661,""
0.0205633,1.33024,47.4118,55.3851,662,""
0.0604244,2.70438,47.4118,55.3851,663,""
0.0519098,2.20217,47.4118,55.3851,664,""
0.0710909,2.48663,47.4118,55.3851,665,""
0.0341575,2.68666,27.6049,91.7724,666,""
0.0462762,2.16124,47.4118,55.3851,667,""
0.0410799,2.22197,47.4118,55.3851,668,""
0.0612175,2.34591,47.4118,55.3851,669,""
0.0439026,1.813,47.4118,55.3851,670,""
0.0395111,2.46174,47.4118,55.3851,671,""
0.0660288,2.48986,47.4118,55.3851,672,""
0.0757389,2.97408,47.4118,55.3851,673,""
0.0345307,2.28791,47.4118,55.3851,674,""
0.0567561,2.51574,27.6049,91.7724,675,""
0.0282614,1.58622,34.0544,142.221,676,""
0.0329328,1.88457,27.6049,91.7724,677,""
0.0282497,1.59209,47.4118,55.3851,678,""
0.0461828,3.32654,22.6546,29.5546,679,""
0.0217297,1.98309,47.4118,55.3851,680,""
0.0265235,1.40158,47.4118,55.3851,681,""
0.0540617,1.67454,47.4118,55.3851,682,""
0.0348981,2.21886,47.4118,55.3851,683,""
0.0923249,3.1476,47.4118,55.3851,684,""
0.0480432,2.34965,47.4118,55.3851,685,""
0.0361403,2.90256,27.6049,91.7724,686,""
0.0417389,2.4994,47.4118,55.3851,687,""
0.0340641,2.1731,47.4118,55.3851,688,""
0.0380823,2.78632,47.4118,55.3851,689,""
0.0317839,2.05496,47.4118,55.3851,690,""
0.0413482,3.06939,47.4118,55.3851,691,""
0.0515774,2.77094,47.4118,55.3851,692,""
0.0341166,1.4557,47.4118,55.3851,693,""
0.024424,2.33139,47.4118,55.3851,694,""
0.0615674,3.17837,47.4118,55.3851,695,""
0.0499911,2.73947,47.4118,55.3851,696,""
0,-inf,5.72958,180,697,""
0,-inf,5.72958,180,698,""
0,-inf,5.72958,180,699,""
0,-inf,5.72958,180,700,""
0,-inf,5.72958,180,701,""
0,-inf,5.72958,180,702,""
0,-inf,5.72958,180,703,""
0,-inf,5.72958,180,704,""
0,-inf,5.72958,180,705,""
0,-inf,5.72958,180,706,""
0,-inf,5.72958,180,707,""
0,-inf,5.72958,180,708,""
0,-inf,5.72958,180,709,""
0,-inf,5.72958,180,710,""
0,-inf,5.72958,180,711,""
0,-inf,5.72958,180,712,""
0,-inf,5.72958,180,713,""
0,-inf,5.72958,180,714,""
0.0544816,2.20579,47.4118,55.3851,715,""
0,-inf,5.72958,180,716,""
0,-inf,5.72958,180,717,""
0.0365602,2.61182,47.4118,55.3851,718,""
0.0393537,3.03541,27.6049,91.7724,719,""
0.0329503,2.46298,47.4118,55.3851,720,""
0.0368693,1.9822,47.4118,55.3851,721,""
0.014813,1.21688,27.6049,91.7724,722,""
0.0264302,2.04917,27.6049,91.7724,723,""
0.0785091,2.35453,47.4118,55.3851,724,""
0.193602,4.38879,47.4118,55.3851,725,""
0.0351722,1.87157,47.4118,55.3851,726,""
0.0316031,2.14895,27.6049,91.7724,727,""
0.0537818,2.97784,47.4118,55.3851,728,""
0.0509825,2.45563,47.4118,55.3851,729,""
0.0214906,1.32341,31.1165,-166.64,730,""
0.0163876,1.25171,54.7563,-138.212,731,""
0.00805386,1.00221,31.1165,-166.64,732,""
0.0205516,1.28884,31.1165,-166.64,733,""
0.0106199,1.21715,31.1165,-166.64,734,""
0,-inf,5.72958,180,735,""
0,-inf,5.72958,180,736,""
0,-inf,5.72958,180,737,""
0,-inf,5.72958,180,738,""
0.0138333,1.34617,31.1165,-166.64,739,""
0.0221321,1.47206,54.7563,-138.212,740,""
0,-inf,5.72958,180,741,""
0,-inf,5.72958,180,742,""
0.0424388,1.39484,33.0205,-113.838,743,""
0.0222662,1.25022,5.72958,180,744,""
0.0410274,1.44874,33.0205,-113.838,745,""
0.038858,1.3469,5.72958,180,746,""
0,-inf,5.72958,180,747,""
0,-inf,5.72958,180,748,""
0,-inf,5.72958,180,749,""
0,-inf,5.72958,180,750,""
0,-inf,5.72958,180,751,""
0,-inf,5.72958,180,752,""
0,-inf,5.72958,180,753,""
0,-inf,5.72958,180,754,""
0,-inf,5.72958,180,755,""
0,-inf,5.72958,180,756,""
0.00875952,0.841643,61.9597,-107.413,757,""
0.00565695,0.83097,23.5183,-58.2561,758,""
0.00819966,0.761821,23.5183,-58.2561,759,""
0.00555197,0.54248,49.5486,-78.4436,760,""
0.00993173,0.836288,49.5486,-78.4436,761,""
0.00272933,0.416399,33.0205,-113.838,762,""
0,-inf,5.72958,180,763,""
0,-inf,5.72958,180,764,""
0,-inf,5.72958,180,765,""
0,-inf,5.72958,180,766,""
0,-inf,5.72958,180,767,""
0,-inf,5.72958,180,768,""
0,-inf,5.72958,180,769,""
0,-inf,5.72958,180,770,""
0,-inf,5.72958,180,771,""
0,-inf,5.72958,180,772,""
0,-inf,5.72958,180,773,""
0,-inf,5.72958,180,774,""
0,-inf,5.72958,180,775,""
0,-inf,5.72958,180,776,""
0,-inf,5.72958,180,777,""
0.00349914,0.421547,23.5183,-58.2561,778,""
0,-inf,5.72958,180,779,""
0,-inf,5.72958,180,780,""
0,-inf,5.72958,180,781,""
0.00347581,0.562763,23.5183,-58.2561,782,""
0,-inf,5.72958,180,783,""
0.00171458,0.357719,23.5183,-58.2561,784,""
0,-inf,5.72958,180,785,""
0,-inf,5.72958,180,786,""
0,-inf,5.72958,180,787,""
0,-inf,5.72958,180,788,""
0,-inf,5.72958,180,789,""
0,-inf,5.72958,180,790,""
0.0144165,0.931561,33.0205,-113.838,791,""
0.0077681,0.645221,33.0205,-113.838,792,""
0.00520206,0.845009,54.7563,-138.212,793,""
0.00477633,0.739086,23.5183,-58.2561,794,""
0,-inf,5.72958,180,795,""
0,-inf,5.72958,180,796,""
0,-inf,5.72958,180,797,""
0,-inf,5.72958,180,798,""
0,-inf,5.72958,180,799,""
0,-inf,5.72958,180,800,""
0.0103516,1.05041,71.8695,68.6512,801,""
0,-inf,5.72958,180,802,""
0,-inf,5.72958,180,803,""
0,-inf,5.72958,180,804,""
0,-inf,5.72958,180,805,""
0,-inf,5.72958,180,806,""
0,-inf,5.72958,180,807,""
0.120475,4.85609,82.2767,-129.036,808,""
0.0718141,2.77023,82.2767,-129.036,809,""
0.519069,11.1381,54.7563,-138.212,810,""
0.0966171,4.86744,54.7563,-138.212,811,""
0.15801,6.36976,82.2767,-129.036,812,""
0.159759,9.92554,54.7563,-138.212,813,""
0.17284,6.07422,82.2767,-129.036,814,""
0.265672,8.48859,82.2767,-129.036,815,""
0.822147,9.44278,54.7563,-138.212,816,""
0.0855715,5.32911,82.2767,-129.036,817,""
0.424825,8.81038,54.7563,-138.212,818,""
0.122143,8.82856,54.7563,-138.212,819,""
0,-inf,5.72958,180,820,""
0,-inf,5.72958,180,821,""
0,-inf,5.72958,180,822,""
0.288714,7.98542,54.7563,-138.212,823,""
0.0605527,6.39235,54.7563,-138.212,824,""
0.0673876,6.83774,54.7563,-138.212,825,""
0.217268,9.80255,54.7563,-138.212,826,""
0.136595,6.63083,54.7563,-138.212,827,""
0.0355105,2.48933,82.2767,-129.036,828,""
0.053012,2.14861,82.2767,-129.036,829,""
0.142374,5.88982,54.7563,-138.212,830,""
0.131626,4.81187,61.9597,-107.413,831,""
0.061859,2.99427,82.2767,-129.036,832,""
0.0805444,3.54646,82.2767,-129.036,833,""
0.0429286,2.97854,82.2767,-129.036,834,""
0.0391146,4.07409,82.2767,-129.036,835,""
0.0266693,4.37984,82.2767,-129.036,836,""
0.14175,6.65805,82.2767,-129.036,837,""
0.046037,4.31023,82.2767,-129.036,838,""
0.0572984,3.94987,82.2767,-129.036,839,""
0.0201142,2.22981,74.504,40.833,840,""
0.0067825,1.22966,78.7891,12.1229,841,""
0.0554614,5.2948,82.2767,-129.036,842,""
0.166413,9.58611,54.7563,-138.212,843,""
0.0560563,4.70672,82.2767,-129.036,844,""
0.0294453,2.16806,82.2767,-129.036,845,""
0.0110631,3.05687,82.2767,-129.036,846,""
0.0220388,3.31336,82.2767,-129.036,847,""
0,-inf,5.72958,180,848,""
0.0505451,2.94119,82.2767,-129.036,849,""
0,-inf,5.72958,180,850,""
0.0148947,2.6764,82.2767,-129.036,851,""
0.0159094,1.73807,82.2767,-129.036,852,""
0,-inf,5.72958,180,853,""
0,-inf,5.72958,180,854,""
0.010235,2.48024,82.2767,-129.036,855,""
0,-inf,5.72958,180,856,""
0.0494662,5.30593,61.9597,-107.413,857,""
0.0716099,10.7485,54.7563,-138.212,858,""
0.0352422,4.05483,54.7563,-138.212,859,""
0.128261,5.43746,54.7563,-138.212,860,""
0.0673527,5.89213,54.7563,-138.212,861,""
0.164909,6.75162,54.7563,-138.212,862,""
0,-inf,5.72958,180,863,""
0,-inf,5.72958,180,864,""
0,-inf,5.72958,180,865,""
0,-inf,5.72958,180,866,""
0,-inf,5.72958,180,867,""
0,-inf,5.72958,180,868,""
0,-inf,5.72958,180,869,""
0,-inf,5.72958,180,870,""
0,-inf,5.72958,180,871,""
0,-inf,5.72958,180,872,""
0,-inf,5.72958,180,873,""
0,-inf,5.72958,180,874,""
0,-inf,5.72958,180,875,""
0,-inf,5.72958,180,876,""
0,-inf,5.72958,180,877,""
0,-inf,5.72958,180,878,""
0,-inf,5.72958,180,879,""
0,-inf,5.72958,180,880,""
0,-inf,5.72958,180,881,""
0,-inf,5.72958,180,882,""
0,-inf,5.72958,180,883,""
0,-inf,5.72958,180,884,""
0,-inf,5.72958,180,885,""
0,-inf,5.72958,180,886,""
0,-inf,5.72958,180,887,""
0,-inf,5.72958,180,888,""
0,-inf,5.72958,180,889,""
0,-inf,5.72958,180,890,""
0,-inf,5.72958,180,891,""
0,-inf,5.72958,180,892,""
0,-inf,5.72958,180,893,""
0,-inf,5.72958,180,894,""
0,-inf,5.72958,180,895,""
0,-inf,5.72958,180,896,""
0,-inf,5.72958,180,897,""
0,-inf,5.72958,180,898,""
0,-inf,5.72958,180,899,""
0,-inf,5.72958,180,900,""
0,-inf,5.72958,180,901,""
0,-inf,5.72958,180,902,""
0,-inf,5.72958,180,903,""
0,-inf,5.72958,180,904,""
0,-inf,5.72958,180,905,""
0,-inf,5.72958,180,906,""
0,-inf,5.72958,180,907,""
0,-inf,5.72958,180,908,""
0,-inf,5.72958,180,909,""
0,-inf,5.72958,180,910,""
0,-inf,5.72958,180,911,""
0,-inf,5.72958,180,912,""
0,-inf,5.72958,180,913,""
0,-inf,5.72958,180,914,""
0,-inf,5.72958,180,915,""
0,-inf,5.72958,180,916,""
0,-inf,5.72958,180,917,""
0,-inf,5.72958,180,918,""
0,-inf,5.72958,180,919,""
0,-inf,5.72958,180,920,""
0,-inf,5.72958,180,921,""
0,-inf,5.72958,180,922,""
0,-inf,5.72958,180,923,""
0,-inf,5.72958,180,924,""
0,-inf,5.72958,180,925,""
0,-inf,5.72958,180,926,""
0,-inf,5.72958,180,927,""
0,-inf,5.72958,180,928,""
0,-inf,5.72958,180,929,""
0,-inf,5.72958,180,930,""
0,-inf,5.72958,180,931,""
0,-inf,5.72958,180,932,""
0,-inf,5.72958,180,933,""
0,-inf,5.72958,180,934,""
0,-inf,5.72958,180,935,""
0,-inf,5.72958,180,936,""
0,-inf,5.72958,180,937,""
0,-inf,5.72958,180,938,""
0,-inf,5.72958,180,939,""
0,-inf,5.72958,180,940,""
0,-inf,5.72958,180,941,""
0,-inf,5.72958,180,942,""
0,-inf,5.72958,180,943,""
0,-inf,5.72958,180,944,""
0,-inf,5.72958,180,945,""
0,-inf,5.72958,180,946,""
0,-inf,5.72958,180,947,""
0,-inf,5.72958,180,948,""
0,-inf,5.72958,180,949,""
0,-inf,5.72958,180,950,""
0,-inf,5.72958,180,951,""
0,-inf,5.72958,180,952,""
0,-inf,5.72958,180,953,""
0,-inf,5.72958,180,954,""
0,-inf,5.72958,180,955,""
0,-inf,5.72958,180,956,""
0,-inf,5.72958,180,957,""
0,-inf,5.72958,180,958,""
0,-inf,5.72958,180,959,""
0,-inf,5.72958,180,960,""
0,-inf,5.72958,180,961,""
0,-inf,5.72958,180,962,""
0,-inf,5.72958,180,963,""
0,-inf,5.72958,180,964,""
0,-inf,5.72958,180,965,""
0,-inf,5.72958,180,966,""
0,-inf,5.72958,180,967,""
0,-inf,5.72958,180,968,""
0,-inf,5.72958,180,969,""
0,-inf,5.72958,180,970,""
0,-inf,5.72958,180,971,""
0,-inf,5.72958,180,972,""
0,-inf,5.72958,180,973,""
0,-inf,5.72958,180,974,""
0,-inf,5.72958,180,975,""
0,-inf,5.72958,180,976,""
0,-inf,5.72958,180,977,""
0,-inf,5.72958,180,978,""
0,-inf,5.72958,180,979,""
0,-inf,5.72958,180,980,""
0,-inf,5.72958,180,981,""
0,-inf,5.72958,180,982,""
0,-inf,5.72958,180,983,""
0,-inf,5.72958,180,984,""
0,-inf,5.72958,180,985,""
0,-inf,5.72958,180,986,""
0,-inf,5.72958,180,987,""
0,-inf,5.72958,180,988,""
0,-inf,5.72958,180,989,""
0,-inf,5.72958,180,990,""
0,-inf,5.72958,180,991,""
0,-inf,5.72958,180,992,""
0,-inf,5.72958,180,993,""
0,-inf,5.72958,180,994,""
0,-inf,5.72958,180,995,""
0,-inf,5.72958,180,996,""
0,-inf,5.72958,180,997,""
0,-inf,5.72958,180,998,""
0,-inf,5.72958,180,999,""
0,-inf,5.72958,180,1000,""
0,-inf,5.72958,180,1001,""
0,-inf,5.72958,180,1002,""
0,-inf,5.72958,180,1003,""
0,-inf,5.72958,180,1004,""
0,-inf,5.72958,180,1005,""
0,-inf,5.72958,180,1006,""
0,-inf,5.72958,180,1007,""
0,-inf,5.72958,180,1008,""
0,-inf,5.72958,180,1009,""
0,-inf,5.72958,180,1010,""
0,-inf,5.72958,180,1011,""
0,-inf,5.72958,180,1012,""
0,-inf,5.72958,180,1013,""
0,-inf,5.72958,180,1014,""
0,-inf,5.72958,180,1015,""
0,-inf,5.72958,180,1016,""
0,-inf,5.72958,180,1017,""
0,-inf,5.72958,180,1018,""
0,-inf,5.72958,180,1019,""
0,-inf,5.72958,180,1020,""
0,-inf,5.72958,180,1021,""
0,-inf,5.72958,180,1022,""
0,-inf,5.72958,180,1023,""
0,-inf,5.72958,180,1024,""
0,-inf,5.72958,180,1025,""
0,-inf,5.72958,180,1026,""
0,-inf,5.72958,180,1027,""
0,-inf,5.72958,180,1028,""
0,-inf,5.72958,180,1029,""
0,-inf,5.72958,180,1030,""
0,-inf,5.72958,180,1031,""
0,-inf,5.72958,180,1032,""
0,-inf,5.72958,180,1033,""
0,-inf,5.72958,180,1034,""
0,-inf,5.72958,180,1035,""
0,-inf,5.72958,180,1036,""
0,-inf,5.72958,180,1037,""
0,-inf,5.72958,180,1038,""
0,-inf,5.72958,180,1039,""
0,-inf,5.72958,180,1040,""
0,-inf,5.72958,180,1041,""
0,-inf,5.72958,180,1042,""
0,-inf,5.72958,180,1043,""
0,-inf,5.72958,180,1044,""
0,-inf,5.72958,180,1045,""
0,-inf,5.72958,180,1046,""
0,-inf,5.72958,180,1047,""
0,-inf,5.72958,180,1048,""
0,-inf,5.72958,180,1049,""
0,-inf,5.72958,180,1050,""
0,-inf,5.72958,180,1051,""
0,-inf,5.72958,180,1052,""
0,-inf,5.72958,180,1053,""
0,-inf,5.72958,180,1054,""
0,-inf,5.72958,180,1055,""
0,-inf,5.72958,180,1056,""
0,-inf,5.72958,180,1057,""
0,-inf,5.72958,180,1058,""
0,-inf,5.72958,180,1059,""
0,-inf,5.72958,180,1060,""
0,-inf,5.72958,180,1061,""
0,-inf,5.72958,180,1062,""
0,-inf,5.72958,180,1063,""
0,-inf,5.72958,180,1064,""
0,-inf,5.72958,180,1065,""
0,-inf,5.72958,180,1066,""
0,-inf,5.72958,180,1067,""
0,-inf,5.72958,180,1068,""
0,-inf,5.72958,180,1069,""
0,-inf,5.72958,180,1070,""
0,-inf,5.72958,180,1071,""
0,-inf,5.72958,180,1072,""
0,-inf,5.72958,180,1073,""
0,-inf,5.72958,180,1074,""
0,-inf,5.72958,180,1075,""
0,-inf,5.72958,180,1076,""
0,-inf,5.72958,180,1077,""
0.15433,4.93349,74.504,40.833,1078,""
0.076707,3.48227,74.504,40.833,1079,""
0.15328,5.13575,74.504,40.833,1080,""
0.0547207,3.79088,47.4118,55.3851,1081,""
0.0985533,4.72601,74.504,40.833,1082,""
0.101784,4.50778,74.504,40.833,1083,""
0.0583249,3.2391,74.504,40.833,1084,""
0.0771911,3.46706,47.4118,55.3851,1085,""
0.0867379,4.64005,47.4118,55.3851,1086,""
0.0495595,3.37373,47.4118,55.3851,1087,""
0.0636261,3.03451,47.4118,55.3851,1088,""
0.0810285,4.2587,47.4118,55.3851,1089,""
0.0809235,3.78219,47.4118,55.3851,1090,""
0.110969,3.93691,47.4118,55.3851,1091,""
0.0715691,3.23254,47.4118,55.3851,1092,""
0.109366,3.65348,47.4118,55.3851,1093,""
0.127485,3.83756,47.4118,55.3851,1094,""
0.0628737,2.99189,47.4118,55.3851,1095,""
0.0750566,3.04126,47.4118,55.3851,1096,""
0.0503993,2.3187,74.504,40.833,1097,""
0.067965,3.22617,74.504,40.833,1098,""
0.141698,4.69865,47.4118,55.3851,1099,""
0.14052,3.74195,47.4118,55.3851,1100,""
0.0941677,3.3546,74.504,40.833,1101,""
0.123141,4.90519,47.4118,55.3851,1102,""
0.154475,5.20421,74.504,40.833,1103,""
0.0890648,3.24923,47.4118,55.3851,1104,""
0.082329,1.91552,47.4118,55.3851,1105,""
0.0985417,3.04384,47.4118,55.3851,1106,""
0.0908202,2.39967,47.4118,55.3851,1107,""
0.0722923,2.91578,47.4118,55.3851,1108,""
0.0548491,2.8878,47.4118,55.3851,1109,""
0.129422,3.6691,47.4118,55.3851,1110,""
0.0504868,2.96578,47.4118,55.3851,1111,""
0,-inf,5.72958,180,1112,""
0.0898288,3.85119,47.4118,55.3851,1113,""
0.119082,3.96123,47.4118,55.3851,1114,""
0.15973,3.91476,47.4118,55.3851,1115,""
0.0736569,3.25341,47.4118,55.3851,1116,""
0.0914209,3.28331,47.4118,55.3851,1117,""
0,-inf,5.72958,180,1118,""
0.0495304,3.25628,47.4118,55.3851,1119,""
0.0809876,3.32519,47.4118,55.3851,1120,""
0.132641,3.42403,47.4118,55.3851,1121,""
0,-inf,5.72958,180,1122,""
0,-inf,5.72958,180,1123,""
0,-inf,5.72958,180,1124,""
0,-inf,5.72958,180,1125,""
0,-inf,5.72958,180,1126,""
0,-inf,5.72958,180,1127,""
0,-inf,5.72958,180,1128,""
0,-inf,5.72958,180,1129,""
0,-inf,5.72958,180,1130,""
0,-inf,5.72958,180,1131,""
0,-inf,5.72958,180,1132,""
0,-inf,5.72958,180,1133,""
0,-inf,5.72958,180,1134,""
0,-inf,5.72958,180,1135,""
0,-inf,5.72958,180,1136,""
0.169924,4.01141,74.504,40.833,1137,""
0.200268,4.57926,47.4118,55.3851,1138,""
0,-inf,5.72958,180,1139,""
0,-inf,5.72958,180,1140,""
0,-inf,5.72958,180,1141,""
0,-inf,5.72958,180,1142,""
0,-inf,5.72958,180,1143,""
0,-inf,5.72958,180,1144,""
0,-inf,5.72958,180,1145,""
0.0308683,1.83419,47.4118,55.3851,1146,""
0.0229077,2.0314,47.4118,55.3851,1147,""
0.0403159,1.64635,47.4118,55.3851,1148,""
0.0137691,1.22334,47.4118,55.3851,1149,""
0.0362394,2.52454,47.4118,55.3851,1150,""
0.0368285,3.15753,47.4118,55.3851,1151,""
0,-inf,5.72958,180,1152,""
0.0719132,3.42106,47.4118,55.3851,1153,""
0.0256545,2.45095,47.4118,55.3851,1154,""
0.0485098,2.1437,74.504,40.833,1155,""
0.0331427,2.73324,47.4118,55.3851,1156,""
0.0407767,4.17403,47.4118,55.3851,1157,""
0.0335451,3.06195,47.4118,55.3851,1158,""
0.0352072,3.05347,47.4118,55.3851,1159,""
0.037575,3.01355,47.4118,55.3851,1160,""
0.0650316,3.65704,47.4118,55.3851,1161,""
0,-inf,5.72958,180,1162,""
0.066752,4.37838,74.504,40.833,1163,""
0,-inf,5.72958,180,1164,""
0.0288446,2.93164,52.8676,21.1453,1165,""
0.0664079,3.33414,47.4118,55.3851,1166,""
0.0865688,3.83483,47.4118,55.3851,1167,""
0.0588789,2.36888,47.4118,55.3851,1168,""
0.0669969,3.7519,47.4118,55.3851,1169,""
0.0613633,3.57422,47.4118,55.3851,1170,""
0.0401993,3.49397,47.4118,55.3851,1171,""
0.0737677,3.61987,47.4118,55.3851,1172,""
0.0411149,3.58881,47.4118,55.3851,1173,""
0.0764679,3.53084,47.4118,55.3851,1174,""
0.0507959,3.56536,47.4118,55.3851,1175,""
0.0665537,3.72733,47.4118,55.3851,1176,""
0.0953866,3.76376,47.4118,55.3851,1177,""
0.0388871,1.95576,47.4118,55.3851,1178,""
0.137347,4.0168,47.4118,55.3851,1179,""
0.0282672,2.02497,47.4118,55.3851,1180,""
0.0691605,3.64583,47.4118,55.3851,1181,""
0.0959873,3.69761,47.4118,55.3851,1182,""
0.0657489,3.60212,47.4118,55.3851,1183,""
0.0705719,3.70543,47.4118,55.3851,1184,""
0.0651482,3.57897,47.4118,55.3851,1185,""
0.0748933,3.59287,47.4118,55.3851,1186,""
0.123351,3.90086,47.4118,55.3851,1187,""
0.075978,3.44062,47.4118,55.3851,1188,""
0.0458971,3.14952,47.4118,55.3851,1189,""
0.0396103,3.4563,47.4118,55.3851,1190,""
0.063072,3.27602,47.4118,55.3851,1191,""
0.0262027,2.75194,47.4118,55.3851,1192,""
0.0495945,3.4932,47.4118,55.3851,1193,""
0.0365777,2.94858,47.4118,55.3851,1194,""
0.0262494,2.16574,47.4118,55.3851,1195,""
0.0435935,2.05071,71.8695,68.6512,1196,""
0.0406775,2.34155,47.4118,55.3851,1197,""
0.0483232,1.95792,47.4118,55.3851,1198,""
0.0380882,2.39801,47.4118,55.3851,1199,""
0.0268792,2.19473,47.4118,55.3851,1200,""
0.0355629,2.04438,71.8695,68.6512,1201,""
0.0601619,3.45663,47.4118,55.3851,1202,""
0.0349214,2.71895,47.4118,55.3851,1203,""
0.0370792,2.49252,47.4118,55.3851,1204,""
0.0412957,1.93223,47.4118,55.3851,1205,""
0.0577067,2.93462,47.4118,55.3851,1206,""
0.042258,2.50768,71.8695,68.6512,1207,""
0.0336151,2.07297,71.8695,68.6512,1208,""
0.0598003,3.04025,47.4118,55.3851,1209,""
0.0372367,2.57833,71.8695,68.6512,1210,""
0.0300868,2.71681,52.462,92.4823,1211,""
0.011483,1.44419,47.4118,55.3851,1212,""
0,-inf,5.72958,180,1213,""
0,-inf,5.72958,180,1214,""
0,-inf,5.72958,180,1215,""
0,-inf,5.72958,180,1216,""
0,-inf,5.72958,180,1217,""
0,-inf,5.72958,180,1218,""
0,-inf,5.72958,180,1219,""
0,-inf,5.72958,180,1220,""
0,-inf,5.72958,180,1221,""
0,-inf,5.72958,180,1222,""
0,-inf,5.72958,180,1223,""
0,-inf,5.72958,180,1224,""
0,-inf,5.72958,180,1225,""
0,-inf,5.72958,180,1226,""
0,-inf,5.72958,180,1227,""
0,-inf,5.72958,180,1228,""
0,-inf,5.72958,180,1229,""
0,-inf,5.72958,180,1230,""
0,-inf,5.72958,180,1231,""
0,-inf,5.72958,180,1232,""
0,-inf,5.72958,180,1233,""
0,-inf,5.72958,180,1234,""
0,-inf,5.72958,180,1235,""
0,-inf,5.72958,180,1236,""
0,-inf,5.72958,180,1237,""
0,-inf,5.72958,180,1238,""
0,-inf,5.72958,180,1239,""
0,-inf,5.72958,180,1240,""
0,-inf,5.72958,180,1241,""
0,-inf,5.72958,180,1242,""
0,-inf,5.72958,180,1243,""
0,-inf,5.72958,180,1244,""
0,-inf,5.72958,180,1245,""
0,-inf,5.72958,180,1246,""
0,-inf,5.72958,180,1247,""
0,-inf,5.72958,180,1248,""
0,-inf,5.72958,180,1249,""
0,-inf,5.72958,180,1250,""
0,-inf,5.72958,180,1251,""
0,-inf,5.72958,180,1252,""
0,-inf,5.72958,180,1253,""
0,-inf,5.72958,180,1254,""
0,-inf,5.72958,180,1255,""
0,-inf,5.72958,180,1256,""
0,-inf,5.72958,180,1257,""
0,-inf,5.72958,180,1258,""
0,-inf,5.72958,180,1259,""
0,-inf,5.72958,180,1260,""
0,-inf,5.72958,180,1261,""
0,-inf,5.72958,180,1262,""
0,-inf,5.72958,180,1263,""
0,-inf,5.72958,180,1264,""
0,-inf,5.72958,180,1265,""
0,-inf,5.72958,180,1266,""
0,-inf,5.72958,180,1267,""
0,-inf,5.72958,180,1268,""
0,-inf,5.72958,180,1269,""
0,-inf,5.72958,180,1270,""
0,-inf,5.72958,180,1271,""
0,-inf,5.72958,180,1272,""
0,-inf,5.72958,180,1273,""
0,-inf,5.72958,180,1274,""
0,-inf,5.72958,180,1275,""
0,-inf,5.72958,180,1276,""
0,-inf,5.72958,180,1277,""
0,-inf,5.72958,180,1278,""
0,-inf,5.72958,180,1279,""
0,-inf,5.72958,180,1280,""
0,-inf,5.72958,180,1281,""
0,-inf,5.72958,180,1282,""
0,-inf,5.72958,180,1283,""
0,-inf,5.72958,180,1284,""
0,-inf,5.72958,180,1285,""
0,-inf,5.72958,180,1286,""
0,-inf,5.72958,180,1287,""
0,-inf,5.72958,180,1288,""
0,-inf,5.72958,180,1289,""
0,-inf,5.72958,180,1290,""
0,-inf,5.72958,180,1291,""
0,-inf,5.72958,180,1292,""
0,-inf,5.72958,180,1293,""
0,-inf,5.72958,180,1294,""
0,-inf,5.72958,180,1295,""
0,-inf,5.72958,180,1296,""
0,-inf,5.72958,180,1297,""
0,-inf,5.72958,180,1298,""
0,-inf,5.72958,180,1299,""
0,-inf,5.72958,180,1300,""
0,-inf,5.72958,180,1301,""
0,-inf,5.72958,180,1302,""
0,-inf,5.72958,180,1303,""
0,-inf,5.72958,180,1304,""
0,-inf,5.72958,180,1305,""
0,-inf,5.72958,180,1306,""
0,-inf,5.72958,180,1307,""
0,-inf,5.72958,180,1308,""
0,-inf,5.72958,180,1309,""
0,-inf,5.72958,180,1310,""
0,-inf,5.72958,180,1311,""
0,-inf,5.72958,180,1312,""
0,-inf,5.72958,180,1313,""
0,-inf,5.72958,180,1314,""
0,-inf,5.72958,180,1315,""
0,-inf,5.72958,180,1316,""
0,-inf,5.72958,180,1317,""
0,-inf,5.72958,180,1318,""
0,-inf,5.72958,180,1319,""
0,-inf,5.72958,180,1320,""
0,-inf,5.72958,180,1321,""
0,-inf,5.72958,180,1322,""
0,-inf,5.72958,180,1323,""
0,-inf,5.72958,180,1324,""
0,-inf,5.72958,180,1325,""
0,-inf,5.72958,180,1326,""
0,-inf,5.72958,180,1327,""
0,-inf,5.72958,180,1328,""
0,-inf,5.72958,180,1329,""
0,-inf,5.72958,180,1330,""
0.0825681,7.10912,5.72958,180,1331,""
0,-inf,5.72958,180,1332,""
0,-inf,5.72958,180,1333,""
0,-inf,5.72958,180,1334,""
