"muscles_p1-dorsal.Label-Analysis---dorsal"
"Volume3d","Length3d","index","Materials"
0.0892514,4.05195,484,""
0,-inf,485,""
0.178882,4.21002,486,""
0.0503293,2.99924,487,""
0.146929,3.11498,488,""
0.0737444,3.52446,489,""
0.143208,4.5035,490,""
0.0506442,3.39024,491,""
0,-inf,492,""
0.130675,4.30214,493,""
0.0793255,4.16939,494,""
0.0672885,3.75738,495,""
0.101184,3.89482,496,""
0.0186913,0.957127,497,""
0.0704786,2.27872,498,""
0,-inf,499,""
0.131247,3.19852,500,""
0.0203242,0.676851,501,""
0,-inf,502,""
0,-inf,503,""
0,-inf,504,""
0,-inf,505,""
0,-inf,506,""
0,-inf,507,""
0,-inf,508,""
0,-inf,509,""
0,-inf,510,""
0,-inf,511,""
0,-inf,512,""
0,-inf,513,""
0,-inf,514,""
0,-inf,515,""
0,-inf,516,""
0,-inf,517,""
0,-inf,518,""
0,-inf,519,""
0,-inf,520,""
0,-inf,521,""
0,-inf,522,""
0,-inf,523,""
0,-inf,524,""
0.0972178,3.94205,525,""
0.127754,4.02211,526,""
0.10042,4.20875,527,""
0.120213,4.12946,528,""
0.0379657,2.79563,529,""
0.0501427,3.06901,530,""
0.0655623,3.6229,531,""
0.0193619,1.85055,532,""
0,-inf,533,""
0.139464,4.36147,534,""
0.0763863,3.55507,535,""
0.0587039,2.89649,536,""
0.0249197,1.8633,537,""
0.076707,3.44928,538,""
0.0642792,3.39673,539,""
0.0991015,3.74207,540,""
0.069353,4.02098,541,""
0.0658247,3.14185,542,""
0.0507492,3.04144,543,""
0.0521955,3.3881,544,""
0.0439142,2.42675,545,""
0.0379424,3.19267,546,""
0.0445091,3.07766,547,""
0.0126202,1.34371,548,""
0.0380707,2.52423,549,""
0.038164,1.27513,550,""
0.0376858,2.78468,551,""
0.0392079,2.44401,552,""
0.0390446,2.23484,553,""
0.03074,2.43866,554,""
0.0342158,2.33795,555,""
0.0512449,2.6827,556,""
0.025048,1.27,557,""
0.0317256,2.19695,558,""
0.0492388,2.5242,559,""
0.0430803,2.64205,560,""
0.0483523,2.65924,561,""
0.0222604,1.89632,562,""
0.0361286,2.25164,563,""
0.0307108,2.2517,564,""
0.0417739,2.53535,565,""
0.0505859,2.66446,566,""
0.0231352,2.18113,567,""
0.0209832,2.01489,568,""
0,-inf,569,""
0.0161427,1.38017,570,""
0.0118679,1.55538,571,""
0.00698662,0.875027,572,""
0.0311307,2.66203,573,""
0.0360878,2.69708,574,""
0.0229077,2.42855,575,""
0.0196768,1.51213,576,""
0.0280748,2.078,577,""
0.099189,2.78525,578,""
0,-inf,579,""
0.0593338,3.30007,580,""
0.126739,4.09336,581,""
0.0674518,2.62069,582,""
0.0568319,1.78066,583,""
0.0473726,2.36301,584,""
0.0238117,1.58113,585,""
0.0256837,2.25428,586,""
0.101417,2.90532,587,""
0.101207,2.01083,588,""
0.046976,1.91925,589,""
0.0657664,2.23166,590,""
0.0735053,2.24209,591,""
0.05454,2.42401,592,""
0.101825,2.77061,593,""
0.0440659,2.1774,594,""
0.0976144,3.04349,595,""
0.0743859,3.09304,596,""
0.0237067,1.69952,597,""
0.0332535,1.61679,598,""
0.0274216,1.69053,599,""
0.031743,2.04917,600,""
0.0476583,2.04705,601,""
0.0469585,1.5591,602,""
0.0832679,2.65336,603,""
0.0147139,1.02857,604,""
0.0129702,0.66467,605,""
0.0106374,0.735672,606,""
0.0423863,2.211,607,""
0.124785,3.39474,608,""
0.082084,2.39053,609,""
0.0941386,3.70322,610,""
0.0407708,2.28329,611,""
0.0512274,2.86268,612,""
0.0946751,4.0894,613,""
0.0493962,1.83167,614,""
0.0564645,2.97315,615,""
0.0408875,3.13581,616,""
0.0460895,1.65936,617,""
0.0315214,2.38399,618,""
0.0938645,2.88208,619,""
0.0914151,2.62857,620,""
0.136968,2.59706,621,""
0.0412899,1.61375,622,""
0,-inf,623,""
0,-inf,624,""
0,-inf,625,""
0.0144398,1.23688,626,""
0.0674693,2.82281,627,""
0.0546158,2.39342,628,""
0.0654398,2.22782,629,""
0.0683499,3.41567,630,""
0.0456113,3.22366,631,""
0.0262202,2.35564,632,""
0.0275266,1.41806,633,""
0.133201,2.7756,634,""
0,-inf,635,""
0.0898696,2.92123,636,""
0.0447482,2.54999,637,""
0.12717,2.3901,638,""
0.0653231,2.38892,639,""
0.0889773,3.15646,640,""
0.0830171,2.2514,641,""
0,-inf,642,""
0,-inf,643,""
0,-inf,644,""
0,-inf,645,""
0,-inf,646,""
0,-inf,647,""
0,-inf,648,""
0,-inf,649,""
0,-inf,650,""
0,-inf,651,""
0,-inf,652,""
0,-inf,653,""
0.0399019,1.7085,654,""
0,-inf,655,""
0,-inf,656,""
0.0687523,2.03386,657,""
0.0842885,1.93348,658,""
0.0344957,1.80879,659,""
0.064565,2.96105,660,""
0.0168134,1.78716,661,""
0.0205633,1.33024,662,""
0.0604244,2.70438,663,""
0.0519098,2.20217,664,""
0.0710909,2.48663,665,""
0.0341575,2.68666,666,""
0.0462762,2.16124,667,""
0.0410799,2.22197,668,""
0.0612175,2.34591,669,""
0.0439026,1.813,670,""
0.0395111,2.46174,671,""
0.0660288,2.48986,672,""
0.0757389,2.97408,673,""
0.0345307,2.28791,674,""
0.0567561,2.51574,675,""
0.0282614,1.58622,676,""
0.0329328,1.88457,677,""
0.0282497,1.59209,678,""
0.0461828,3.32654,679,""
0.0217297,1.98309,680,""
0.0265235,1.40158,681,""
0.0540617,1.67454,682,""
0.0348981,2.21886,683,""
0.0923249,3.1476,684,""
0.0480432,2.34965,685,""
0.0361403,2.90256,686,""
0.0417389,2.4994,687,""
0.0340641,2.1731,688,""
0.0380823,2.78632,689,""
0.0317839,2.05496,690,""
0.0413482,3.06939,691,""
0.0515774,2.77094,692,""
0.0341166,1.4557,693,""
0.024424,2.33139,694,""
0.0615674,3.17837,695,""
0.0499911,2.73947,696,""
0,-inf,697,""
0,-inf,698,""
0,-inf,699,""
0,-inf,700,""
0,-inf,701,""
0,-inf,702,""
0,-inf,703,""
0,-inf,704,""
0,-inf,705,""
0,-inf,706,""
0,-inf,707,""
0,-inf,708,""
0,-inf,709,""
0,-inf,710,""
0,-inf,711,""
0,-inf,712,""
0,-inf,713,""
0,-inf,714,""
0.0544816,2.20579,715,""
0,-inf,716,""
0,-inf,717,""
0.0365602,2.61182,718,""
0.0393537,3.03541,719,""
0.0329503,2.46298,720,""
0.0368693,1.9822,721,""
0.014813,1.21688,722,""
0.0264302,2.04917,723,""
0.0785091,2.35453,724,""
0.193602,4.38879,725,""
0.0351722,1.87157,726,""
0.0316031,2.14895,727,""
0.0537818,2.97784,728,""
0.0509825,2.45563,729,""
0.0214906,1.32341,730,""
0.0163876,1.25171,731,""
0.00805386,1.00221,732,""
0.0205516,1.28884,733,""
0.0106199,1.21715,734,""
0,-inf,735,""
0,-inf,736,""
0,-inf,737,""
0,-inf,738,""
0.0138333,1.34617,739,""
0.0221321,1.47206,740,""
0,-inf,741,""
0,-inf,742,""
0.0424388,1.39484,743,""
0.0222662,1.25022,744,""
0.0410274,1.44874,745,""
0.038858,1.3469,746,""
0,-inf,747,""
0,-inf,748,""
0,-inf,749,""
0,-inf,750,""
0,-inf,751,""
0,-inf,752,""
0,-inf,753,""
0,-inf,754,""
0,-inf,755,""
0,-inf,756,""
0.00875952,0.841643,757,""
0.00565695,0.83097,758,""
0.00819966,0.761821,759,""
0.00555197,0.54248,760,""
0.00993173,0.836288,761,""
0.00272933,0.416399,762,""
0,-inf,763,""
0,-inf,764,""
0,-inf,765,""
0,-inf,766,""
0,-inf,767,""
0,-inf,768,""
0,-inf,769,""
0,-inf,770,""
0,-inf,771,""
0,-inf,772,""
0,-inf,773,""
0,-inf,774,""
0,-inf,775,""
0,-inf,776,""
0,-inf,777,""
0.00349914,0.421547,778,""
0,-inf,779,""
0,-inf,780,""
0,-inf,781,""
0.00347581,0.562763,782,""
0,-inf,783,""
0.00171458,0.357719,784,""
0,-inf,785,""
0,-inf,786,""
0,-inf,787,""
0,-inf,788,""
0,-inf,789,""
0,-inf,790,""
0.0144165,0.931561,791,""
0.0077681,0.645221,792,""
0.00520206,0.845009,793,""
0.00477633,0.739086,794,""
0,-inf,795,""
0,-inf,796,""
0,-inf,797,""
0,-inf,798,""
0,-inf,799,""
0,-inf,800,""
0.0103516,1.05041,801,""
0,-inf,802,""
0,-inf,803,""
0,-inf,804,""
0,-inf,805,""
0,-inf,806,""
0,-inf,807,""
0.120475,4.85609,808,""
0.0718141,2.77023,809,""
0.519069,11.1381,810,""
0.0966171,4.86744,811,""
0.15801,6.36976,812,""
0.159759,9.92554,813,""
0.17284,6.07422,814,""
0.265672,8.48859,815,""
0.822147,9.44278,816,""
0.0855715,5.32911,817,""
0.424825,8.81038,818,""
0.122143,8.82856,819,""
0,-inf,820,""
0,-inf,821,""
0,-inf,822,""
0.288714,7.98542,823,""
0.0605527,6.39235,824,""
0.0673876,6.83774,825,""
0.217268,9.80255,826,""
0.136595,6.63083,827,""
0.0355105,2.48933,828,""
0.053012,2.14861,829,""
0.142374,5.88982,830,""
0.131626,4.81187,831,""
0.061859,2.99427,832,""
0.0805444,3.54646,833,""
0.0429286,2.97854,834,""
0.0391146,4.07409,835,""
0.0266693,4.37984,836,""
0.14175,6.65805,837,""
0.046037,4.31023,838,""
0.0572984,3.94987,839,""
0.0201142,2.22981,840,""
0.0067825,1.22966,841,""
0.0554614,5.2948,842,""
0.166413,9.58611,843,""
0.0560563,4.70672,844,""
0.0294453,2.16806,845,""
0.0110631,3.05687,846,""
0.0220388,3.31336,847,""
0,-inf,848,""
0.0505451,2.94119,849,""
0,-inf,850,""
0.0148947,2.6764,851,""
0.0159094,1.73807,852,""
0,-inf,853,""
0,-inf,854,""
0.010235,2.48024,855,""
0,-inf,856,""
0.0494662,5.30593,857,""
0.0716099,10.7485,858,""
0.0352422,4.05483,859,""
0.128261,5.43746,860,""
0.0673527,5.89213,861,""
0.164909,6.75162,862,""
0,-inf,863,""
0,-inf,864,""
0,-inf,865,""
0,-inf,866,""
0,-inf,867,""
0,-inf,868,""
0,-inf,869,""
0,-inf,870,""
0,-inf,871,""
0,-inf,872,""
0,-inf,873,""
0,-inf,874,""
0,-inf,875,""
0,-inf,876,""
0,-inf,877,""
0,-inf,878,""
0,-inf,879,""
0,-inf,880,""
0,-inf,881,""
0,-inf,882,""
0,-inf,883,""
0,-inf,884,""
0,-inf,885,""
0,-inf,886,""
0,-inf,887,""
0,-inf,888,""
0,-inf,889,""
0,-inf,890,""
0,-inf,891,""
0,-inf,892,""
0,-inf,893,""
0,-inf,894,""
0,-inf,895,""
0,-inf,896,""
0,-inf,897,""
0,-inf,898,""
0,-inf,899,""
0,-inf,900,""
0,-inf,901,""
0,-inf,902,""
0,-inf,903,""
0,-inf,904,""
0,-inf,905,""
0,-inf,906,""
0,-inf,907,""
0,-inf,908,""
0,-inf,909,""
0,-inf,910,""
0,-inf,911,""
0,-inf,912,""
0,-inf,913,""
0,-inf,914,""
0,-inf,915,""
0,-inf,916,""
0,-inf,917,""
0,-inf,918,""
0,-inf,919,""
0,-inf,920,""
0,-inf,921,""
0,-inf,922,""
0,-inf,923,""
0,-inf,924,""
0,-inf,925,""
0,-inf,926,""
0,-inf,927,""
0,-inf,928,""
0,-inf,929,""
0,-inf,930,""
0,-inf,931,""
0,-inf,932,""
0,-inf,933,""
0,-inf,934,""
0,-inf,935,""
0,-inf,936,""
0,-inf,937,""
0,-inf,938,""
0,-inf,939,""
0,-inf,940,""
0,-inf,941,""
0,-inf,942,""
0,-inf,943,""
0,-inf,944,""
0,-inf,945,""
0,-inf,946,""
0,-inf,947,""
0,-inf,948,""
0,-inf,949,""
0,-inf,950,""
0,-inf,951,""
0,-inf,952,""
0,-inf,953,""
0,-inf,954,""
0,-inf,955,""
0,-inf,956,""
0,-inf,957,""
0,-inf,958,""
0,-inf,959,""
0,-inf,960,""
0,-inf,961,""
0,-inf,962,""
0,-inf,963,""
0,-inf,964,""
0,-inf,965,""
0,-inf,966,""
0,-inf,967,""
0,-inf,968,""
0,-inf,969,""
0,-inf,970,""
0,-inf,971,""
0,-inf,972,""
0,-inf,973,""
0,-inf,974,""
0,-inf,975,""
0,-inf,976,""
0,-inf,977,""
0,-inf,978,""
0,-inf,979,""
0,-inf,980,""
0,-inf,981,""
0,-inf,982,""
0,-inf,983,""
0,-inf,984,""
0,-inf,985,""
0,-inf,986,""
0,-inf,987,""
0,-inf,988,""
0,-inf,989,""
0,-inf,990,""
0,-inf,991,""
0,-inf,992,""
0,-inf,993,""
0,-inf,994,""
0,-inf,995,""
0,-inf,996,""
0,-inf,997,""
0,-inf,998,""
0,-inf,999,""
0,-inf,1000,""
0,-inf,1001,""
0,-inf,1002,""
0,-inf,1003,""
0,-inf,1004,""
0,-inf,1005,""
0,-inf,1006,""
0,-inf,1007,""
0,-inf,1008,""
0,-inf,1009,""
0,-inf,1010,""
0,-inf,1011,""
0,-inf,1012,""
0,-inf,1013,""
0,-inf,1014,""
0,-inf,1015,""
0,-inf,1016,""
0,-inf,1017,""
0,-inf,1018,""
0,-inf,1019,""
0,-inf,1020,""
0,-inf,1021,""
0,-inf,1022,""
0,-inf,1023,""
0,-inf,1024,""
0,-inf,1025,""
0,-inf,1026,""
0,-inf,1027,""
0,-inf,1028,""
0,-inf,1029,""
0,-inf,1030,""
0,-inf,1031,""
0,-inf,1032,""
0,-inf,1033,""
0,-inf,1034,""
0,-inf,1035,""
0,-inf,1036,""
0,-inf,1037,""
0,-inf,1038,""
0,-inf,1039,""
0,-inf,1040,""
0,-inf,1041,""
0,-inf,1042,""
0,-inf,1043,""
0,-inf,1044,""
0,-inf,1045,""
0,-inf,1046,""
0,-inf,1047,""
0,-inf,1048,""
0,-inf,1049,""
0,-inf,1050,""
0,-inf,1051,""
0,-inf,1052,""
0,-inf,1053,""
0,-inf,1054,""
0,-inf,1055,""
0,-inf,1056,""
0,-inf,1057,""
0,-inf,1058,""
0,-inf,1059,""
0,-inf,1060,""
0,-inf,1061,""
0,-inf,1062,""
0,-inf,1063,""
0,-inf,1064,""
0,-inf,1065,""
0,-inf,1066,""
0,-inf,1067,""
0,-inf,1068,""
0,-inf,1069,""
0,-inf,1070,""
0,-inf,1071,""
0,-inf,1072,""
0,-inf,1073,""
0,-inf,1074,""
0,-inf,1075,""
0,-inf,1076,""
0,-inf,1077,""
0.15433,4.93349,1078,""
0.076707,3.48227,1079,""
0.15328,5.13575,1080,""
0.0547207,3.79088,1081,""
0.0985533,4.72601,1082,""
0.101784,4.50778,1083,""
0.0583249,3.2391,1084,""
0.0771911,3.46706,1085,""
0.0867379,4.64005,1086,""
0.0495595,3.37373,1087,""
0.0636261,3.03451,1088,""
0.0810285,4.2587,1089,""
0.0809235,3.78219,1090,""
0.110969,3.93691,1091,""
0.0715691,3.23254,1092,""
0.109366,3.65348,1093,""
0.127485,3.83756,1094,""
0.0628737,2.99189,1095,""
0.0750566,3.04126,1096,""
0.0503993,2.3187,1097,""
0.067965,3.22617,1098,""
0.141698,4.69865,1099,""
0.14052,3.74195,1100,""
0.0941677,3.3546,1101,""
0.123141,4.90519,1102,""
0.154475,5.20421,1103,""
0.0890648,3.24923,1104,""
