"muscles_p1-final.Label-Analysis"
"Volume3d","Flatness","FirstPointZ","FeretShape3d","index"
0.0994631,0.392282,826,11.9099,1584
0.062518,0.82045,877,12.1844,1585
0.0239225,0.59388,877,12.3607,1586
0.0681516,0.130104,886,9.8899,1587
0.0764621,0.490807,937,11.7973,1588
0.0511458,0.39884,892,10.072,1589
0.0326528,0.374436,932,9.65013,1590
0.0251413,0.416759,927,11.274,1591
0.0297602,0.767649,971,9.77316,1592
0.0369334,0.961056,937,10.164,1593
0.0206158,0.540897,980,10.3786,1594
0.0315739,0.452581,941,9.02129,1595
0.0280048,0.301573,897,9.01607,1596
0.0295619,0.479391,896,7.39879,1597
0.0296786,0.424425,902,10.9824,1598
0.0521372,0.843333,852,8.29678,1599
0.0405492,0.500719,840,8.30508,1600
0.0364202,0.461574,862,11.8288,1601
0.0331019,0.287098,886,8.5494,1602
0.036566,0.700197,953,9.31701,1603
0.0351139,0.407239,936,9.06495,1604
0.0368693,0.377466,908,7.99423,1605
0.0268676,0.523701,922,10.6347,1606
0.0181897,0.668498,908,8.5423,1607
0.051175,0.491981,986,7.993,1608
0.0434302,0.707116,944,12.2025,1609
0.0416165,0.639074,895,10.6906,1610
0.06786,0.668999,912,12.3596,1611
0.056342,0.514049,943,11.2205,1612
0.198215,0.542361,898,6.74231,1613
0.13968,0.205579,897,11.9997,1614
0.0930655,0.227019,873,10.1643,1615
0.0953341,0.436039,881,8.88003,1616
0.0200034,0.435771,887,9.57204,1617
0.0318014,0.683474,886,7.76176,1618
0.0344082,0.30472,828,10.2985,1619
0.0398027,0.449399,885,10.1582,1620
0.037954,0.6665,944,7.07701,1621
0.0698312,0.416512,953,8.2468,1622
0.0604652,0.275564,943,8.30361,1623
0.0321455,0.62943,960,9.96233,1624
0.0419372,0.350258,972,10.4319,1625
0.0940861,0.706778,979,7.40478,1626
0.0872278,0.396664,963,9.60136,1627
0.0562895,0.293836,938,10.0202,1628
0.0561671,0.263754,934,13.6119,1629
0.0594912,0.743507,928,13.1487,1630
0.0416106,0.657554,936,14.1673,1631
0.0761647,0.13956,931,12.2317,1632
0.0865571,0.198848,949,10.5899,1633
0.0349448,0.681927,809,8.97502,1634
0.0289904,0.632743,860,7.84872,1635
0.0256662,0.818595,873,7.35179,1636
0.0201434,0.499258,864,7.08506,1637
0.0302093,0.229434,916,6.46631,1638
0.0547616,0.537695,949,10.4993,1639
0.0265118,0.364073,977,10.1999,1640
0.0518398,0.438366,977,9.93303,1641
0.0555897,0.309746,962,10.8809,1642
0.0696854,0.732877,942,11.0534,1643
0.0361811,0.394932,976,11.068,1644
0.039342,0.588613,842,7.73733,1645
0.0419605,0.902159,879,7.58461,1646
0.0253105,0.699071,830,6.98045,1647
0.02394,0.743054,864,7.53677,1648
0.0214906,0.639883,854,6.96251,1649
0.0439842,0.338271,827,7.88868,1650
0.0164401,0.534633,845,7.26699,1651
0,-1,-2,nan,1652
0,-1,-2,nan,1653
0,-1,-2,nan,1654
0,-1,-2,nan,1655
0,-1,-2,nan,1656
0.0567036,0.509214,1006,6.98904,1657
0.0948093,0.91409,958,9.32108,1658
0.0719307,0.867526,944,10.2659,1659
0.0333876,0.962076,855,11.3181,1660
0.0204641,0.280992,848,12.1388,1661
0.0456171,0.299697,870,12.3266,1662
0.0222895,0.600611,863,14.1974,1663
0.0492271,0.229387,881,9.27913,1664
0.0920041,0.684376,902,13.5672,1665
0.0721523,0.490759,868,11.2048,1666
0.256674,0.425062,878,9.19199,1667
0.132145,0.401703,866,10.4953,1668
0.126494,0.245556,866,13.9329,1669
0.0848484,0.20108,872,8.85477,1670
0.0564003,0.308406,887,9.01244,1671
0.0753599,0.718531,915,9.33785,1672
0.0970195,0.276521,917,9.48963,1673
0.0978418,0.360365,933,10.9692,1674
0.11241,0.615648,943,14.1699,1675
0.120551,0.257003,956,6.89447,1676
0.0704552,0.293229,935,10.9644,1677
0,-1,-2,nan,1678
0.116311,0.868981,914,12.4883,1679
0.141307,0.569645,935,10.4847,1680
0.0907677,0.549176,897,11.5309,1681
0,-1,-2,nan,1682
0.057905,0.364628,972,12.0173,1683
0,-1,-2,nan,1684
0,-1,-2,nan,1685
0,-1,-2,nan,1686
0.0393245,0.187711,938,9.7177,1687
0.0527496,0.171537,946,7.1932,1688
0.10291,0.189187,955,11.2775,1689
0.175336,0.157728,942,9.53963,1690
0.0586398,0.5571,940,8.32788,1691
0,-1,-2,nan,1692
0,-1,-2,nan,1693
0,-1,-2,nan,1694
0,-1,-2,nan,1695
0,-1,-2,nan,1696
0,-1,-2,nan,1697
0.10831,0.526034,953,11.5853,1698
0.0861955,0.636314,964,15.8423,1699
0,-1,-2,nan,1700
0,-1,-2,nan,1701
0,-1,-2,nan,1702
0,-1,-2,nan,1703
0.132478,0.718859,909,13.5532,1704
0.147116,0.582541,859,9.3123,1705
0.142899,0.39324,876,8.99822,1706
0.145862,0.216208,827,10.2418,1707
0.0483232,0.357667,849,11.5839,1708
0.0485214,0.16826,843,15.0424,1709
0.129515,0.442522,820,11.4987,1710
0.0736103,0.437642,840,15.4374,1711
0.0349856,0.308238,940,9.16648,1712
0.0897763,0.486273,860,10.7685,1713
0.0593863,0.509448,853,15.4488,1714
0.147903,0.668147,793,9.17268,1715
0,-1,-2,nan,1716
0.0919983,0.399291,873,11.6515,1717
0.108538,0.309382,811,12.3969,1718
0.0998713,0.595496,805,10.5841,1719
0.169848,0.511486,827,10.2987,1720
0.0679183,0.516966,789,14.8793,1721
0.0689214,0.586285,793,13.4768,1722
0.0468418,0.338262,843,19.8441,1723
0,-1,-2,nan,1724
0,-1,-2,nan,1725
0,-1,-2,nan,1726
0,-1,-2,nan,1727
0.0651424,0.220714,906,14.4531,1728
0.0715866,0.326684,887,9.73979,1729
0.0592405,0.741979,892,13.696,1730
0.0911643,0.399791,927,9.7238,1731
0,-1,-2,nan,1732
0,-1,-2,nan,1733
0.0842127,0.448248,904,11.9349,1734
0.0906161,0.281054,891,19.1648,1735
0,-1,-2,nan,1736
0.0649033,0.751391,854,8.88121,1737
0.0910069,0.460309,889,11.207,1738
0.146404,0.767852,865,12.2704,1739
0.0908669,0.43537,769,9.00363,1740
0.0847725,0.662092,774,10.3262,1741
0.128448,0.318957,926,10.1446,1742
0.139085,0.136269,947,13.0469,1743
0.145908,0.538243,940,10.7668,1744
0.0982851,0.088988,984,13.1368,1745
0.113483,0.278128,972,13.617,1746
0.160523,0.306923,966,10.7177,1747
0,-1,-2,nan,1748
0,-1,-2,nan,1749
0,-1,-2,nan,1750
0,-1,-2,nan,1751
0,-1,-2,nan,1752
0,-1,-2,nan,1753
0,-1,-2,nan,1754
0,-1,-2,nan,1755
0,-1,-2,nan,1756
0,-1,-2,nan,1757
0,-1,-2,nan,1758
0,-1,-2,nan,1759
0,-1,-2,nan,1760
0,-1,-2,nan,1761
0,-1,-2,nan,1762
0,-1,-2,nan,1763
0,-1,-2,nan,1764
0,-1,-2,nan,1765
0,-1,-2,nan,1766
0,-1,-2,nan,1767
0,-1,-2,nan,1768
0,-1,-2,nan,1769
0,-1,-2,nan,1770
0,-1,-2,nan,1771
0,-1,-2,nan,1772
0,-1,-2,nan,1773
0,-1,-2,nan,1774
0,-1,-2,nan,1775
0,-1,-2,nan,1776
0,-1,-2,nan,1777
0,-1,-2,nan,1778
0,-1,-2,nan,1779
0,-1,-2,nan,1780
0,-1,-2,nan,1781
0,-1,-2,nan,1782
0,-1,-2,nan,1783
0,-1,-2,nan,1784
0,-1,-2,nan,1785
0,-1,-2,nan,1786
0,-1,-2,nan,1787
0,-1,-2,nan,1788
0,-1,-2,nan,1789
0,-1,-2,nan,1790
0,-1,-2,nan,1791
0,-1,-2,nan,1792
0,-1,-2,nan,1793
0,-1,-2,nan,1794
0,-1,-2,nan,1795
0,-1,-2,nan,1796
0,-1,-2,nan,1797
0,-1,-2,nan,1798
0,-1,-2,nan,1799
0,-1,-2,nan,1800
0,-1,-2,nan,1801
0,-1,-2,nan,1802
0,-1,-2,nan,1803
0,-1,-2,nan,1804
0,-1,-2,nan,1805
0,-1,-2,nan,1806
0,-1,-2,nan,1807
0,-1,-2,nan,1808
0,-1,-2,nan,1809
0,-1,-2,nan,1810
0,-1,-2,nan,1811
0,-1,-2,nan,1812
0,-1,-2,nan,1813
0,-1,-2,nan,1814
0,-1,-2,nan,1815
0,-1,-2,nan,1816
0,-1,-2,nan,1817
0,-1,-2,nan,1818
0,-1,-2,nan,1819
0,-1,-2,nan,1820
0,-1,-2,nan,1821
0,-1,-2,nan,1822
0,-1,-2,nan,1823
0,-1,-2,nan,1824
0,-1,-2,nan,1825
0,-1,-2,nan,1826
0,-1,-2,nan,1827
0,-1,-2,nan,1828
0,-1,-2,nan,1829
0,-1,-2,nan,1830
0,-1,-2,nan,1831
0,-1,-2,nan,1832
0.0258937,0.587128,879,9.76315,1833
0.0258587,0.543739,866,11.706,1834
0.0151396,0.271149,879,8.55907,1835
0.0116405,0.484912,914,8.30947,1836
0.0151338,0.257899,909,10.8593,1837
0.0196302,0.451836,911,10.3645,1838
0.0179798,0.121841,855,13.1275,1839
0,-1,-2,nan,1840
0.0268326,0.788664,837,11.7798,1841
0.0232576,0.450994,836,15.5131,1842
0.0283256,0.322236,810,15.1305,1843
0.0443691,0.372214,829,11.7265,1844
0.0382806,0.512115,834,12.6679,1845
0.0574676,0.659218,819,10.6363,1846
0.021858,0.529267,867,11.0955,1847
0.0400127,0.319837,861,14.1364,1848
0.0582957,0.290303,882,12.1817,1849
0.0391904,0.429606,864,11.5744,1850
0.00617599,0.206389,938,6.75978,1851
0,-1,-2,nan,1852
0.0109523,0.257107,918,7.35399,1853
0.0378024,0.436496,868,13.7,1854
0.0394412,0.358564,883,13.1063,1855
0.044025,0.310166,888,11.4496,1856
0,-1,-2,nan,1857
0.0515132,0.459493,901,10.7658,1858
0.0199159,0.308557,905,11.0518,1859
0.0572635,0.221855,902,11.2166,1860
0,-1,-2,nan,1861
0.0208316,0.333504,916,8.41688,1862
0.0195777,0.436837,949,10.2028,1863
0.0225753,0.329285,907,6.72257,1864
0.0125678,0.185002,927,6.09591,1865
0.0148772,0.451796,931,9.23895,1866
0.0494429,0.0128317,875,4.77434,1867
0.0297894,0.692139,932,8.45473,1868
0.00970429,0.89307,962,10.1187,1869
0,-1,-2,nan,1870
0.0276549,0.727667,927,12.6272,1871
0.0113022,0.380784,985,10.7408,1872
0.0156237,0.456043,962,7.63339,1873
0.0300751,0.549746,929,10.0158,1874
0.0270542,0.516997,924,13.4996,1875
0.0133959,0.57506,915,6.53238,1876
0.0116346,0.505875,929,9.3688,1877
0.0221612,0.532222,972,12.229,1878
0,-1,-2,nan,1879
0,-1,-2,nan,1880
0.0139033,0.521156,986,9.70358,1881
0,-1,-2,nan,1882
0.0210357,0.371154,957,7.57546,1883
0.0262961,0.457856,825,6.69072,1884
0.0162535,0.181138,866,7.9527,1885
0,-1,-2,nan,1886
0.0265643,0.219131,781,7.0529,1887
0.0309091,0.180288,792,7.01911,1888
0.0333935,0.114988,793,6.4504,1889
0.0489647,0.217008,826,6.53677,1890
0.0289554,0.276236,800,11.4348,1891
0.0366652,0.404587,767,11.756,1892
0.0570127,0.147999,705,8.40099,1893
0.0348573,0.14631,729,14.3338,1894
0.0283605,0.113973,728,14.3445,1895
0.0471918,0.272195,749,8.97891,1896
0.029212,0.161479,779,10.9925,1897
0.0273225,0.268612,777,8.0046,1898
0.0323846,0.135998,718,7.81762,1899
0.0264535,0.435572,740,9.69236,1900
0.023905,0.434257,773,11.3541,1901
0.00881201,0.0569804,770,6.85162,1902
0.021718,0.169861,745,5.02116,1903
0.0156587,0.181612,846,9.33527,1904
0.0260336,0.207137,808,9.35778,1905
0.0297077,0.47954,769,10.9418,1906
0.0304717,0.184328,793,12.8019,1907
0.0391087,0.257669,817,7.62883,1908
0.0207791,0.0736851,830,7.87213,1909
0.0274449,0.267138,776,12.3378,1910
0.012941,0.249582,833,8.04312,1911
0.0246923,0.175187,790,6.07723,1912
0.0135533,0.0538481,867,7.03427,1913
0.0292412,0.174079,819,6.96571,1914
0.0151163,0.160978,854,6.23242,1915
0.0267334,0.139143,786,8.31879,1916
0.0304075,0.778763,866,6.62698,1917
0.0159386,0.298633,890,5.45978,1918
0.0197935,0.365293,862,5.60869,1919
0.052528,0.329481,887,6.5624,1920
0.0209307,0.061637,856,5.90959,1921
0.0270659,0.365654,957,7.47273,1922
0.019117,0.515397,946,8.77607,1923
0.0597187,0.204226,947,8.83951,1924
0.0210415,0.886148,955,9.5781,1925
0.0289262,0.157756,903,11.6924,1926
0.0159328,0.362949,959,5.8825,1927
0,-1,-2,nan,1928
0,-1,-2,nan,1929
0,-1,-2,nan,1930
0.0268501,0.158102,921,11.7345,1931
0.0144456,0.104866,922,6.82534,1932
0.0486847,0.405594,918,10.0962,1933
0.0267159,0.0794954,921,8.96157,1934
0.0325653,0.269162,875,7.41062,1935
0.0200093,0.176861,932,9.31068,1936
0.0329211,0.389218,928,11.3266,1937
0.0171516,0.125241,957,5.1719,1938
0.009506,0.21666,924,5.54707,1939
0.00558696,0.231348,895,6.36199,1940
0.0316556,0.224132,963,9.46225,1941
0.040036,0.460458,958,8.05801,1942
0,-1,-2,nan,1943
0.0503177,0.234416,950,7.88418,1944
0,-1,-2,nan,1945
0,-1,-2,nan,1946
0.020435,0.35945,981,7.77457,1947
0.0352655,0.147219,948,7.24696,1948
0.0335393,0.185285,937,9.16258,1949
0.015577,0.390377,910,6.16737,1950
0,-1,-2,nan,1951
0,-1,-2,nan,1952
0.0282031,0.237418,924,9.32247,1953
0.0254563,0.334122,900,6.66411,1954
0.0108823,0.127026,920,5.42205,1955
0.0182305,0.221956,888,9.73501,1956
0.0126436,0.718547,882,9.28823,1957
0.0141599,0.38681,868,9.60293,1958
0.00680583,0.24974,881,5.64033,1959
0,-1,-2,nan,1960
0.0409458,0.711276,792,13.6704,1961
0.0120954,0.422651,849,7.91611,1962
0.0227561,0.761664,823,14.0011,1963
0,-1,-2,nan,1964
0.0330319,0.57314,771,12.1149,1965
0,-1,-2,nan,1966
0,-1,-2,nan,1967
0.0250247,0.455812,756,10.2148,1968
0.00884117,0.595217,797,8.05284,1969
0.0283372,0.355818,758,12.1863,1970
0.019671,0.160422,809,10.8637,1971
0.0205225,0.372573,799,10.8129,1972
0.0218055,0.266296,775,13.2261,1973
0.0135767,0.387344,801,7.91735,1974
0.0215897,0.108156,773,6.17291,1975
0.0144223,0.49265,783,11.6261,1976
0.0118971,0.206739,833,7.4526,1977
0.0138741,0.358563,801,9.16066,1978
0.0201434,0.197026,723,13.6829,1979
0.0268443,0.539638,775,11.8276,1980
0.0279465,0.0646631,778,12.1168,1981
0.0134542,0.198705,843,5.57049,1982
0.0251238,0.0915191,742,6.44637,1983
0.0159269,0.114852,729,8.16107,1984
0.0173324,0.0777277,722,8.23933,1985
0.0129876,0.0408775,729,10.551,1986
0.0191403,0.384433,701,12.3359,1987
0.0153962,0.0473359,704,11.2644,1988
0.0289321,0.25357,792,12.2395,1989
0.0178515,0.143586,790,8.04331,1990
0.012107,0.200572,778,10.7818,1991
0.0284947,0.32574,777,14.529,1992
0.0194377,0.442156,784,8.9466,1993
0.0326237,0.935463,836,11.5167,1994
0.0240683,0.709945,804,6.83003,1995
0.00581441,0.342868,895,7.20999,1996
0.0200326,0.415917,864,14.1385,1997
0.0184113,0.157757,874,12.6059,1998
0.0192569,0.0710204,763,8.41257,1999
0.0204117,0.0458435,762,10.0583,2000
0.0171691,0.0857045,824,5.24602,2001
0.0059777,0.16659,851,7.69033,2002
0.0115997,0.335604,860,6.24318,2003
0.0196069,0.267571,837,6.51456,2004
0.0168075,0.365828,859,13.7067,2005
0.0163118,0.383359,924,8.54777,2006
0.0139149,0.0431549,851,7.53361,2007
0.0110223,0.164812,872,7.51151,2008
0.0195369,0.218191,989,8.72802,2009
0.0231468,0.130608,950,16.4602,2010
0.00969262,0.476352,1000,6.14573,2011
0.00971595,0.080855,926,7.53717,2012
0.017035,0.555729,875,9.71719,2013
0.00913859,0.198326,930,5.80782,2014
0.0147489,0.121765,927,5.43555,2015
0.00935437,0.197292,936,4.95682,2016
0.0103633,0.309448,908,7.65941,2017
0.0146672,0.190656,898,10.0206,2018
0.00784391,0.693138,889,7.97122,2019
0.0102583,0.0461071,952,8.4716,2020
0.0201434,0.419672,897,9.56724,2021
0.0199276,0.108883,913,12.2113,2022
0.0143523,0.20264,946,4.88736,2023
0.0162244,0.219694,913,10.6088,2024
0.0210007,0.371069,949,10.9453,2025
0.0251005,0.545041,954,12.2853,2026
0.0256895,0.291156,984,9.59698,2027
0.0168309,0.847007,977,9.82838,2028
0.0100134,0.512106,998,6.01484,2029
0.0112148,0.589448,975,9.83976,2030
0.009506,0.649275,941,8.65773,2031
0.0193619,0.733395,960,7.68761,2032
0.00758147,0.373974,954,7.72523,2033
0.0120312,0.697831,934,7.75236,2034
0.00645592,0.499796,902,10.4495,2035
0.0160377,0.285114,940,12.4322,2036
0.00772144,0.121047,927,10.4286,2037
0.00597187,0.225932,938,8.50287,2038
0.0107657,0.116277,946,6.13483,2039
0.065049,0.116514,998,10.5249,2040
0.0106141,0.643939,919,7.7166,2041
0.0149647,0.142663,934,8.48735,2042
0.0126611,0.778018,963,8.43982,2043
0.00691081,0.34074,990,7.11309,2044
0.00634511,0.134929,922,9.61808,2045
0.0074765,0.43826,878,10.0517,2046
0.012072,0.496017,1007,9.72749,2047
0.0147081,0.80851,997,6.47425,2048
0.00798971,0.695597,964,8.03032,2049
0.00997839,0.759652,964,8.66343,2050
0.0158453,0.215028,949,5.71241,2051
0.0118504,0.35026,956,8.28222,2052
0.00983842,0.152338,955,10.2898,2053
0,-1,-2,nan,2054
0.0093602,0.348927,1005,10.2646,2055
0,-1,-2,nan,2056
0,-1,-2,nan,2057
0,-1,-2,nan,2058
0,-1,-2,nan,2059
0.0128943,0.176567,881,9.64756,2060
0.0130168,0.27871,876,7.30713,2061
0,-1,-2,nan,2062
0,-1,-2,nan,2063
0,-1,-2,nan,2064
0,-1,-2,nan,2065
0,-1,-2,nan,2066
0,-1,-2,nan,2067
0,-1,-2,nan,2068
0.0214147,0.256614,945,7.15841,2069
0.0174374,0.293799,958,7.58353,2070
0.0214381,0.0905741,973,7.88782,2071
0,-1,-2,nan,2072
0,-1,-2,nan,2073
0,-1,-2,nan,2074
0,-1,-2,nan,2075
0,-1,-2,nan,2076
0,-1,-2,nan,2077
0,-1,-2,nan,2078
0.0292878,0.168306,907,8.75241,2079
0.0267159,0.27511,912,9.61362,2080
0.0189304,0.3563,843,7.72314,2081
0.0112789,0.222647,867,7.03764,2082
0.017484,0.103237,807,9.4999,2083
0.0180089,0.368567,844,5.21574,2084
0.0117513,0.0905184,793,11.7247,2085
0.0194552,0.103234,855,11.3738,2086
0.0251763,0.163871,867,9.21832,2087
0.0128827,0.456129,839,7.81003,2088
0.0228552,0.214795,833,9.92075,2089
0.0373825,0.376441,648,7.59011,2090
0.0184755,0.220214,663,8.53465,2091
0.0130285,0.479376,693,8.98544,2092
0.0112556,0.504294,687,8.95148,2093
0.0163702,0.350975,711,7.54568,2094
0.0151105,0.218677,706,4.66683,2095
0.0241907,0.411521,703,7.30058,2096
0.0329211,0.180877,679,12.2036,2097
0.0105266,0.132114,721,7.34291,2098
0.0161544,0.474533,692,8.67984,2099
0.0144806,0.339124,695,8.82307,2100
0.0188137,0.422097,701,6.49056,2101
0.0156587,0.484592,693,5.24319,2102
0.0371784,0.485529,655,5.28747,2103
0.0199276,0.555508,674,6.74565,2104
0.0178806,0.168384,664,5.2485,2105
0.0125503,0.683563,669,5.63888,2106
0.0258995,0.204518,656,5.60451,2107
0.0212864,0.422588,663,6.86809,2108
0.0689914,0.464328,636,10.2686,2109
0.0303142,0.742808,699,6.50165,2110
0.0274158,0.423795,708,11.041,2111
0.0380707,0.429037,710,4.84609,2112
0.022377,0.48123,704,11.6841,2113
0.0136467,0.579531,760,8.66243,2114
0.0183472,0.181222,687,7.16024,2115
0.0130751,0.166646,711,8.02945,2116
0.0215197,0.669664,705,6.7734,2117
0.00934854,0.578411,721,6.10201,2118
0.0309266,0.229109,684,6.60978,2119
0.0542367,0.705762,734,7.83067,2120
0.0485623,0.314033,763,7.91013,2121
0.0140491,0.311581,785,8.28981,2122
0.0151571,0.173725,791,6.9468,2123
0.0196943,0.269839,802,6.75767,2124
0.0152213,0.397094,798,7.03389,2125
0.0177756,0.264303,823,5.14613,2126
0.0257945,0.403945,841,10.6971,2127
0.0197235,0.22605,819,7.87184,2128
0.0155479,0.0745378,864,9.97865,2129
0.0248614,0.356472,831,7.08402,2130
0.0187787,0.423995,854,7.02347,2131
0.0210823,0.35394,848,10.306,2132
0.00890532,0.352639,870,10.6628,2133
0.0106782,0.40243,861,7.79434,2134
0.016131,0.493747,840,6.26663,2135
0.0330552,0.971542,816,7.96565,2136
0.0191111,0.422963,808,7.59853,2137
0.0146089,0.146684,834,12.0298,2138
0.0310957,0.277884,801,5.92843,2139
0.0248322,0.83373,794,9.13015,2140
0,-1,-2,nan,2141
0.0431269,0.313946,780,6.29516,2142
0.0187962,0.25941,795,11.4933,2143
0.0107657,0.680781,841,5.43006,2144
0.0189537,0.240015,774,11.0075,2145
0.0205516,0.663707,775,12.1103,2146
0.0255671,0.373992,739,9.54351,2147
0.0288912,0.540864,747,9.70792,2148
0,-1,-2,nan,2149
0.0299935,0.541125,802,4.45964,2150
0.035423,0.175768,746,8.63491,2151
0,-1,-2,nan,2152
0.0169358,0.0497164,774,9.64993,2153
0.0258995,0.0574517,752,7.58201,2154
0.0158511,0.0978458,800,8.20029,2155
0.00598353,0.358087,847,8.05937,2156
0.00534202,0.337305,832,10.0423,2157
0.00629262,0.137778,815,6.25308,2158
0.0148422,0.141414,807,8.26324,2159
0.0135125,0.128261,776,9.79545,2160
0.0126436,0.196811,789,6.78551,2161
0.00938936,0.37415,806,5.20897,2162
0.0132268,0.425609,773,5.91366,2163
0.00663087,0.098998,788,8.40328,2164
0.012212,0.201728,771,6.23602,2165
0.0143465,0.331545,772,6.22812,2166
0.011553,0.129231,744,8.15855,2167
0.0850816,0.297137,747,7.1784,2168
0.0350731,0.527075,753,4.81564,2169
0.0173791,0.647813,834,6.38264,2170
0,-1,-2,nan,2171
0.0176007,0.322966,745,9.77549,2172
0.0119262,0.29362,786,8.65122,2173
0.0126611,0.0663859,733,5.48055,2174
0.025917,0.174643,712,6.50649,2175
0.0238991,0.101687,702,7.20039,2176
0.0092319,0.654313,773,6.8766,2177
0.00840377,0.302164,749,7.50765,2178
0.0112556,0.659748,749,4.51922,2179
0.0166734,0.66549,754,3.80467,2180
0.00744734,0.209464,756,6.5726,2181
0.0117455,0.218896,761,5.09987,2182
0.00977427,0.312237,767,5.68653,2183
0.00476466,0.584922,786,4.91844,2184
0,-1,-2,nan,2185
0,-1,-2,nan,2186
0,-1,-2,nan,2187
0.0161952,0.197141,737,12.2513,2188
0.0105674,0.369083,769,5.60231,2189
0.0114422,0.279846,760,6.97261,2190
0.00966346,0.759297,767,5.99982,2191
0.0112381,0.371316,754,8.63786,2192
0.0211815,0.238775,724,7.12468,2193
0.0173499,0.412151,704,8.9674,2194
0.0193153,0.769425,762,5.45019,2195
0.0437509,0.7045,740,5.73742,2196
0.0110573,0.668324,725,5.52666,2197
0.00831046,0.445992,724,5.82906,2198
0.0119087,0.368389,719,6.32271,2199
0.0140374,0.329141,724,7.3982,2200
0.0180731,0.465951,699,9.38578,2201
0.0207266,0.315009,715,9.34063,2202
0.012387,0.390053,741,7.08921,2203
0.0247506,0.0940533,710,9.37803,2204
0.0436693,0.11138,694,7.39189,2205
0,-1,-2,nan,2206
0.00852624,0.287707,805,6.73938,2207
0.00935437,0.2989,807,6.37051,2208
0.0226686,0.691463,810,5.39961,2209
0.014294,0.0740949,730,13.6573,2210
0.0199043,0.196546,748,9.07366,2211
0.0317022,0.0883364,685,11.8194,2212
0.0176882,0.459098,775,7.42718,2213
0.0142707,0.128801,731,8.03122,2214
0.0250772,0.426278,681,15.01,2215
0.0232985,0.191241,677,8.45543,2216
0.0118738,0.207482,750,6.9108,2217
0.0306583,0.213868,714,8.98138,2218
0.0269842,0.114889,685,9.05921,2219
0.0103633,0.183586,762,6.97068,2220
0.0138158,0.320808,742,9.52804,2221
0.0235492,0.250974,737,9.13136,2222
0.0208024,0.372581,717,10.4894,2223
0.0330727,0.138895,702,8.80074,2224
0.0126436,0.115585,729,7.20046,2225
0.0404676,0.723346,713,9.0927,2226
0,-1,-2,nan,2227
0.0105616,0.292369,767,7.94943,2228
0.015128,0.70051,746,6.12577,2229
0.0233684,0.173654,680,9.97027,2230
0.00922024,0.457535,738,6.78524,2231
0.0160202,0.240656,716,9.29226,2232
0,-1,-2,nan,2233
0,-1,-2,nan,2234
0,-1,-2,nan,2235
0,-1,-2,nan,2236
0.0116055,0.507989,762,5.64018,2237
0.0117338,0.547329,725,5.12794,2238
0.0130285,0.131595,703,8.06544,2239
0.024354,0.261338,650,13.9721,2240
0.0194844,0.291698,658,16.0835,2241
0.0185921,0.281958,704,6.2099,2242
0.0217355,0.216409,681,8.32124,2243
0.00710326,0.559918,692,4.64825,2244
0.0281739,0.285935,688,8.50406,2245
0.0215139,0.304724,659,7.85434,2246
0.0186971,0.119832,652,10.3624,2247
0.0245232,0.347063,649,11.6154,2248
0.0247156,0.466086,636,7.73784,2249
0.0262086,0.613551,650,8.91715,2250
0.0226278,0.424453,640,9.18678,2251
0.0124919,0.894911,639,9.1447,2252
0.0142007,0.757512,663,7.15438,2253
0.0109756,0.590727,651,8.17046,2254
0.0247739,0.49222,582,5.60585,2255
0.0244182,0.407184,527,10.587,2256
0,-1,-2,nan,2257
0.0263369,0.292306,508,9.26113,2258
0.0258295,0.19329,554,12.5634,2259
0.0194202,0.348265,521,8.63601,2260
0.025188,0.141293,554,10.0584,2261
0.0248556,0.825648,542,9.04626,2262
0.0148597,0.758433,556,6.76959,2263
0.020575,0.350078,559,7.98856,2264
0.0199626,0.375181,558,6.95851,2265
0,-1,-2,nan,2266
0,-1,-2,nan,2267
0,-1,-2,nan,2268
0,-1,-2,nan,2269
0,-1,-2,nan,2270
0,-1,-2,nan,2271
0,-1,-2,nan,2272
0,-1,-2,nan,2273
0,-1,-2,nan,2274
0,-1,-2,nan,2275
0,-1,-2,nan,2276
0,-1,-2,nan,2277
0.40376,0.564513,654,8.36891,2278
0,-1,-2,nan,2279
0,-1,-2,nan,2280
0,-1,-2,nan,2281
0,-1,-2,nan,2282
0,-1,-2,nan,2283
0,-1,-2,nan,2284
0,-1,-2,nan,2285
0,-1,-2,nan,2286
0,-1,-2,nan,2287
0,-1,-2,nan,2288
0,-1,-2,nan,2289
0,-1,-2,nan,2290
0,-1,-2,nan,2291
0,-1,-2,nan,2292
0,-1,-2,nan,2293
0.116737,0.202585,739,15.798,2294
0,-1,-2,nan,2295
0,-1,-2,nan,2296
0,-1,-2,nan,2297
0,-1,-2,nan,2298
0,-1,-2,nan,2299
0,-1,-2,nan,2300
0,-1,-2,nan,2301
0,-1,-2,nan,2302
0,-1,-2,nan,2303
0,-1,-2,nan,2304
0.128436,0.13449,629,15.6005,2305
0.169335,0.280912,754,9.00489,2306
0.0733712,0.142834,759,8.41384,2307
0.101323,0.146106,669,13.2493,2308
0,-1,-2,nan,2309
0,-1,-2,nan,2310
0,-1,-2,nan,2311
0,-1,-2,nan,2312
0,-1,-2,nan,2313
0,-1,-2,nan,2314
0,-1,-2,nan,2315
0,-1,-2,nan,2316
0,-1,-2,nan,2317
0,-1,-2,nan,2318
0.170583,0.281456,674,11.3525,2319
0,-1,-2,nan,2320
0.219157,0.0749328,639,11.0851,2321
0,-1,-2,nan,2322
