"muscles_p1-final.Label-Analysis"
"Volume3d","Flatness","FirstPointZ","FeretShape3d","index"
0,-1,-2,nan,786
0,-1,-2,nan,787
0,-1,-2,nan,788
0,-1,-2,nan,789
0,-1,-2,nan,790
0.0144165,0.573786,385,4.48937,791
0.0077681,0.652191,407,3.06874,792
0.00520206,0.481973,400,5.57392,793
0.00477633,0.395102,409,5.7429,794
0,-1,-2,nan,795
0,-1,-2,nan,796
0,-1,-2,nan,797
0,-1,-2,nan,798
0,-1,-2,nan,799
0,-1,-2,nan,800
0.0103516,0.359793,323,4.96823,801
0,-1,-2,nan,802
0,-1,-2,nan,803
0,-1,-2,nan,804
0,-1,-2,nan,805
0,-1,-2,nan,806
0,-1,-2,nan,807
0.120475,0.0715528,316,9.28685,808
0.0718141,0.226451,340,6.98262,809
0.519069,0.0231664,375,15.6416,810
0.0966171,0.195386,415,9.07364,811
0.15801,0.560047,345,9.59848,812
0.159759,0.0202128,316,32.4765,813
0.17284,0.155168,311,16.8841,814
0.265672,0.0470673,393,8.11139,815
0.822147,0.0583146,388,11.3997,816
0.0855715,0.0903584,388,15.8851,817
0.424825,0.0895133,452,10.4519,818
0.122143,0.0334393,333,11.8038,819
0,-1,-2,nan,820
0,-1,-2,nan,821
0,-1,-2,nan,822
0.288714,0.138655,498,14.5227,823
0.0605527,0.214611,422,13.626,824
0.0673876,0.100716,466,11.9485,825
0.217268,0.0683778,405,14.6329,826
0.136595,0.127237,378,15.619,827
0.0355105,0.0779183,440,5.81993,828
0.053012,0.542226,414,7.3677,829
0.142374,0.103916,461,9.08796,830
0.131626,0.236688,473,10.0728,831
0.061859,0.356705,348,10.4405,832
0.0805444,0.406391,306,7.79325,833
0.0429286,0.259173,317,9.63019,834
0.0391146,0.0977612,306,14.689,835
0.0266693,0.250847,294,11.0022,836
0.14175,0.398068,263,10.3215,837
0.046037,0.18992,364,10.6213,838
0.0572984,0.143556,377,16.1075,839
0.0201142,0.139365,343,10.8518,840
0.0067825,0.201486,348,5.97003,841
0.0554614,0.230926,268,16.1548,842
0.166413,0.1396,309,14.5007,843
0.0560563,0.141124,270,10.1504,844
0.0294453,0.175864,303,7.6789,845
0.0110631,0.0365718,292,6.48905,846
0.0220388,0.122082,293,14.0073,847
0,-1,-2,nan,848
0.0505451,0.229348,295,7.76602,849
0,-1,-2,nan,850
0.0148947,0.158628,296,8.79529,851
0.0159094,0.33557,343,8.2675,852
0,-1,-2,nan,853
0,-1,-2,nan,854
0.010235,0.140752,266,14.7556,855
0,-1,-2,nan,856
0.0494662,0.364932,331,16.4595,857
0.0716099,0.030833,300,11.9306,858
0.0352422,0.265531,453,11.5888,859
0.128261,0.124491,439,9.26163,860
0.0673527,0.228374,424,10.4006,861
0.164909,0.0909057,446,10.868,862
0,-1,-2,nan,863
0,-1,-2,nan,864
0,-1,-2,nan,865
0,-1,-2,nan,866
0,-1,-2,nan,867
0,-1,-2,nan,868
0,-1,-2,nan,869
0,-1,-2,nan,870
0.202699,0.227245,692,6.64795,871
0,-1,-2,nan,872
0,-1,-2,nan,873
0,-1,-2,nan,874
0,-1,-2,nan,875
0,-1,-2,nan,876
0.147985,0.151337,718,12.948,877
0,-1,-2,nan,878
0.199025,0.200359,712,9.30492,879
0.20586,0.374481,684,8.21632,880
0.257426,0.680942,728,9.21214,881
0.298483,0.300538,763,11.3355,882
0.674629,0.182675,718,6.67062,883
0.136618,0.566684,782,9.01911,884
0.13428,0.297222,773,7.7688,885
0.395444,0.43779,797,6.40267,886
0.106951,0.32099,741,8.97551,887
0.236939,0.349863,780,11.3291,888
0.176427,0.26679,743,8.31784,889
0.192045,0.503848,668,10.0598,890
0.164512,0.323822,651,7.77679,891
0.214112,0.626834,700,10.5614,892
0.130664,0.0992997,632,6.95931,893
0.245337,0.3049,725,8.42638,894
0.117892,0.922269,745,8.25529,895
0.151688,0.619403,762,11.8849,896
0.041284,0.661927,697,15.5761,897
0.0802995,0.290208,689,10.1356,898
0.146678,0.661587,724,11.1443,899
0.150714,0.357786,750,11.6901,900
0.129742,0.505385,773,12.7498,901
0.310158,0.651963,743,7.10833,902
0.171994,0.223616,732,11.3282,903
0.220219,0.356925,707,8.74776,904
0.284136,0.307237,770,10.8535,905
0.240076,0.41234,779,9.72221,906
0.0891931,0.430785,767,10.9209,907
0.139773,0.36362,731,11.6179,908
0.0765146,0.177086,729,13.72,909
0.124383,0.315516,804,8.68304,910
0,-1,-2,nan,911
0.104164,0.246249,834,12.0677,912
0.493846,0.700646,784,6.77122,913
0.21613,0.134099,837,7.95414,914
0.133533,0.478945,802,9.39467,915
0.39321,0.267749,774,6.57069,916
0.16099,0.228962,788,11.644,917
0.0941386,0.460195,762,9.43302,918
0.115967,0.541087,776,10.7411,919
0.262523,0.249868,783,8.23651,920
0.0158278,0.392876,777,8.66358,921
0.101271,0.310665,791,14.1208,922
0.153472,0.532526,796,6.63373,923
0.0622789,0.230146,819,8.1006,924
0.269469,0.37991,831,9.67559,925
0.0497928,0.661421,830,6.13661,926
0.159357,0.170731,719,7.61548,927
0.0698429,0.137915,828,8.9691,928
0.2271,0.474203,821,12.3833,929
0.150084,0.136041,800,12.5649,930
0.155257,0.171694,800,8.38048,931
0.226499,0.194454,797,13.451,932
0.217116,0.562927,827,10.9431,933
0.121339,0.175279,867,12.134,934
0.209231,0.389649,845,10.3672,935
0.0871345,0.270964,791,9.16168,936
0.218387,0.314018,817,10.2893,937
0.220767,0.289429,787,6.90555,938
0.0537701,0.361894,776,9.83928,939
0.139896,0.409986,778,7.54043,940
0.0545458,0.320255,842,8.80819,941
0.109074,0.310984,779,8.68852,942
0.287892,0.657979,712,6.81941,943
0.157397,0.516849,689,6.81,944
0.101965,0.188927,763,10.6411,945
0.0235376,0.597883,761,7.68348,946
0.270839,0.558359,734,6.07888,947
0.202851,0.243277,851,10.8874,948
0.298984,0.415189,857,5.41784,949
0.518724,0.713665,888,7.048,950
0.325449,0.726007,905,7.78542,951
0.380193,0.292307,876,5.30702,952
0,-1,-2,nan,953
0.211057,0.253313,800,12.3543,954
0,-1,-2,nan,955
0.231293,0.207704,789,8.97706,956
0,-1,-2,nan,957
0,-1,-2,nan,958
0,-1,-2,nan,959
0,-1,-2,nan,960
0,-1,-2,nan,961
0.148498,0.503235,747,10.5617,962
0.247424,0.826545,770,9.19341,963
0,-1,-2,nan,964
0,-1,-2,nan,965
0.134431,0.543172,656,8.605,966
0.0826031,0.0837822,664,9.44186,967
0.100956,0.227562,680,8.03099,968
0.127071,0.359553,806,12.1757,969
0.0385256,0.384334,841,8.96842,970
0.103231,0.563165,860,6.31555,971
0.200157,0.214386,820,8.00344,972
0,-1,-2,nan,973
0.15125,0.0971007,819,9.92401,974
0.172957,0.215364,836,13.6037,975
0.184854,0.203986,656,6.57439,976
0.217892,0.271065,694,4.76665,977
0,-1,-2,nan,978
0,-1,-2,nan,979
0.0514957,0.41244,758,8.56856,980
0.0355688,0.285529,734,7.46559,981
0.202116,0.278372,711,7.86224,982
0,-1,-2,nan,983
0,-1,-2,nan,984
0,-1,-2,nan,985
0,-1,-2,nan,986
0,-1,-2,nan,987
0,-1,-2,nan,988
0,-1,-2,nan,989
0.0952525,0.187371,696,12.423,990
0.140333,0.323883,726,10.315,991
0.0611883,0.271859,652,10.2733,992
0.118201,0.126431,642,7.32928,993
0.0664837,0.34019,696,10.5995,994
0.0919341,0.439881,757,11.6241,995
0.0840436,0.428463,778,9.63894,996
0,-1,-2,nan,997
0,-1,-2,nan,998
0.0682099,0.305356,785,11.7767,999
0.240549,0.398712,923,6.61891,1000
0.257875,0.615894,884,5.3216,1001
0.411056,0.586563,878,7.02632,1002
0.288026,0.249585,856,5.86285,1003
0.0988683,0.872421,852,9.73609,1004
0,-1,-2,nan,1005
0.121531,0.651372,840,12.9173,1006
0.27698,0.417881,874,9.60529,1007
0,-1,-2,nan,1008
0.101154,0.105303,868,6.34199,1009
0.103213,0.120252,847,11.9782,1010
0.0613166,0.232519,833,13.6705,1011
0,-1,-2,nan,1012
0.185793,0.499421,839,9.44421,1013
0.100641,0.213771,853,11.5337,1014
0.11392,0.265443,866,9.58736,1015
0.103528,0.415006,867,9.60357,1016
0.108141,0.51433,889,10.7887,1017
0.196582,0.326478,859,13.0153,1018
0,-1,-2,nan,1019
0.217303,0.245222,847,5.84201,1020
0.170583,0.266477,896,12.5662,1021
0.180661,0.764906,908,13.4017,1022
0.0554264,0.461546,845,7.87873,1023
0.0918525,0.0766574,854,11.9351,1024
0.0388055,0.317187,839,4.88483,1025
0,-1,-2,nan,1026
0,-1,-2,nan,1027
0,-1,-2,nan,1028
0,-1,-2,nan,1029
0.108917,0.183403,899,14.4579,1030
0.0200093,0.419829,904,10.2009,1031
0,-1,-2,nan,1032
0,-1,-2,nan,1033
0,-1,-2,nan,1034
0,-1,-2,nan,1035
0,-1,-2,nan,1036
0,-1,-2,nan,1037
0,-1,-2,nan,1038
0,-1,-2,nan,1039
0,-1,-2,nan,1040
0,-1,-2,nan,1041
0,-1,-2,nan,1042
0,-1,-2,nan,1043
0,-1,-2,nan,1044
0,-1,-2,nan,1045
0,-1,-2,nan,1046
0,-1,-2,nan,1047
0,-1,-2,nan,1048
0,-1,-2,nan,1049
0,-1,-2,nan,1050
0,-1,-2,nan,1051
0,-1,-2,nan,1052
0,-1,-2,nan,1053
0,-1,-2,nan,1054
0,-1,-2,nan,1055
0,-1,-2,nan,1056
0,-1,-2,nan,1057
0,-1,-2,nan,1058
0.118889,0.22802,913,5.52404,1059
0,-1,-2,nan,1060
0,-1,-2,nan,1061
0.195468,0.263334,938,7.66754,1062
0.0831163,0.643731,930,8.93053,1063
0.284708,0.337926,954,6.53472,1064
0.231404,0.468034,938,10.9998,1065
0.24687,0.237208,958,9.74261,1066
0.188079,0.292193,937,9.36048,1067
0.0959931,0.481592,918,10.2038,1068
0.199095,0.11035,926,14.0222,1069
0.341977,0.282941,907,8.79628,1070
0.196955,0.25527,886,9.72439,1071
0.247856,0.513642,909,9.53557,1072
0.132215,0.251457,858,11.1208,1073
0.127625,0.299976,914,14.6557,1074
0.228313,0.290944,928,9.36644,1075
0.180258,0.200494,902,8.54271,1076
0.108532,0.294096,904,9.3317,1077
0.15433,0.780256,801,9.76387,1078
0.076707,0.725161,826,9.50878,1079
0.15328,0.322037,801,12.6063,1080
0.0547207,0.376735,837,10.6764,1081
0.0985533,0.326011,834,11.3509,1082
0.101784,0.316155,845,13.0809,1083
0.0583249,0.843847,859,8.45552,1084
0.0771911,0.610444,823,7.55195,1085
0.0867379,0.701248,808,11.489,1086
0.0495595,0.314318,809,11.0733,1087
0.0636261,0.403583,816,7.97959,1088
0.0810285,0.414556,783,9.1433,1089
0.0809235,0.611968,796,8.59785,1090
0.110969,0.340368,790,8.84048,1091
0.0715691,0.51286,796,8.9701,1092
0.109366,0.350555,789,8.19444,1093
0.127485,0.463972,763,8.16113,1094
0.0628737,0.250545,791,8.97375,1095
0.0750566,0.333316,793,6.89137,1096
0.0503993,0.467248,836,7.67412,1097
0.067965,0.519972,804,9.46449,1098
0.141698,0.318037,741,11.4456,1099
0.14052,0.352689,742,8.52022,1100
0.0941677,0.368214,793,8.40044,1101
0.123141,0.545261,778,11.9839,1102
0.154475,0.523959,806,9.5156,1103
0.0890648,0.428011,774,8.64808,1104
0.082329,0.391006,750,5.70748,1105
0.0985417,0.7426,708,5.57874,1106
0.0908202,0.456995,704,6.97901,1107
0.0722923,0.680293,681,6.73316,1108
0.0548491,0.3747,691,9.12906,1109
0.129422,0.519026,721,8.90426,1110
0.0504868,0.498162,664,8.56542,1111
0,-1,-2,nan,1112
0.0898288,0.444753,687,7.73503,1113
0.119082,0.469755,710,7.18772,1114
0.15973,0.534399,728,9.03863,1115
0.0736569,0.640149,706,10.0918,1116
0.0914209,0.412641,759,7.52891,1117
0,-1,-2,nan,1118
0.0495304,0.45002,696,8.89429,1119
0.0809876,0.198873,740,6.73792,1120
0.132641,0.477902,709,7.77804,1121
0,-1,-2,nan,1122
0,-1,-2,nan,1123
0,-1,-2,nan,1124
0,-1,-2,nan,1125
0,-1,-2,nan,1126
0,-1,-2,nan,1127
0,-1,-2,nan,1128
0,-1,-2,nan,1129
0,-1,-2,nan,1130
0,-1,-2,nan,1131
0,-1,-2,nan,1132
0,-1,-2,nan,1133
0,-1,-2,nan,1134
0,-1,-2,nan,1135
0,-1,-2,nan,1136
0.169924,0.530987,807,9.894,1137
0.200268,0.399342,670,9.88826,1138
0,-1,-2,nan,1139
0,-1,-2,nan,1140
0,-1,-2,nan,1141
0,-1,-2,nan,1142
0,-1,-2,nan,1143
0,-1,-2,nan,1144
0,-1,-2,nan,1145
0.0308683,0.529386,737,6.48141,1146
0.0229077,0.686988,727,7.73947,1147
0.0403159,0.659323,725,6.22897,1148
0.0137691,0.415353,754,6.12801,1149
0.0362394,0.434178,745,7.61791,1150
0.0368285,0.333038,726,8.4113,1151
0,-1,-2,nan,1152
0.0719132,0.462296,724,7.68829,1153
0.0256545,0.357662,735,10.6307,1154
0.0485098,0.579199,799,7.3197,1155
0.0331427,0.416053,761,8.81041,1156
0.0407767,0.31749,747,15.3402,1157
0.0335451,0.490237,745,12.5923,1158
0.0352072,0.420697,740,11.6712,1159
0.037575,0.364336,758,10.2467,1160
0.0650316,0.323497,769,11.4767,1161
0,-1,-2,nan,1162
0.066752,0.58317,735,11.6119,1163
0,-1,-2,nan,1164
0.0288446,0.40854,745,7.50735,1165
0.0664079,0.271495,757,9.85256,1166
0.0865688,0.271555,729,10.8211,1167
0.0588789,0.25673,779,7.56388,1168
0.0669969,0.249193,723,9.00442,1169
0.0613633,0.359876,735,11.0798,1170
0.0401993,0.167878,713,8.64213,1171
0.0737677,0.573383,707,8.38277,1172
0.0411149,0.24311,686,10.6673,1173
0.0764679,0.411792,720,9.31996,1174
0.0507959,0.320545,691,10.9519,1175
0.0665537,0.52331,680,11.7445,1176
0.0953866,0.393959,715,9.30432,1177
0.0388871,0.7575,761,6.32296,1178
0.137347,0.185727,697,8.75349,1179
0.0282672,0.489547,768,8.15056,1180
0.0691605,0.454033,732,9.02001,1181
0.0959873,0.41065,774,8.3803,1182
0.0657489,0.854169,745,10.3042,1183
0.0705719,0.348438,764,10.1783,1184
0.0651482,0.28759,783,10.6117,1185
0.0748933,0.287752,770,10.9439,1186
0.123351,0.588173,792,8.4955,1187
0.075978,0.455748,772,9.43863,1188
0.0458971,0.552399,762,11.234,1189
0.0396103,0.338482,740,13.2578,1190
0.063072,0.450806,753,10.4297,1191
0.0262027,0.236754,754,11.5663,1192
0.0495945,0.470403,752,10.0506,1193
0.0365777,0.182116,780,8.67432,1194
0.0262494,0.357703,759,10.2482,1195
0.0435935,0.940759,749,5.51128,1196
0.0406775,0.869456,744,7.18963,1197
0.0483232,0.504241,756,4.54869,1198
0.0380882,0.759598,767,8.01254,1199
0.0268792,0.88115,760,7.39086,1200
0.0355629,0.49107,770,6.89853,1201
0.0601619,0.453189,762,10.1501,1202
0.0349214,0.786273,790,9.53262,1203
0.0370792,0.400009,775,7.16354,1204
0.0412957,0.278726,809,6.0454,1205
0.0577067,0.534281,793,9.01749,1206
0.042258,0.395799,787,6.55709,1207
0.0336151,0.327891,826,5.99072,1208
0.0598003,0.332535,783,7.19692,1209
0.0372367,0.643896,777,8.61776,1210
0.0300868,0.333466,763,10.0527,1211
0.011483,0.595296,815,7.51471,1212
0,-1,-2,nan,1213
0,-1,-2,nan,1214
0,-1,-2,nan,1215
0,-1,-2,nan,1216
0,-1,-2,nan,1217
0,-1,-2,nan,1218
0,-1,-2,nan,1219
0,-1,-2,nan,1220
0,-1,-2,nan,1221
0,-1,-2,nan,1222
0,-1,-2,nan,1223
0,-1,-2,nan,1224
0,-1,-2,nan,1225
0,-1,-2,nan,1226
0,-1,-2,nan,1227
0,-1,-2,nan,1228
0,-1,-2,nan,1229
0,-1,-2,nan,1230
0,-1,-2,nan,1231
0,-1,-2,nan,1232
0,-1,-2,nan,1233
0,-1,-2,nan,1234
0,-1,-2,nan,1235
0,-1,-2,nan,1236
0,-1,-2,nan,1237
0,-1,-2,nan,1238
0,-1,-2,nan,1239
0,-1,-2,nan,1240
0,-1,-2,nan,1241
0,-1,-2,nan,1242
0,-1,-2,nan,1243
0,-1,-2,nan,1244
0,-1,-2,nan,1245
0,-1,-2,nan,1246
0,-1,-2,nan,1247
0,-1,-2,nan,1248
0,-1,-2,nan,1249
0,-1,-2,nan,1250
0,-1,-2,nan,1251
0,-1,-2,nan,1252
0,-1,-2,nan,1253
0,-1,-2,nan,1254
0,-1,-2,nan,1255
0,-1,-2,nan,1256
0.13807,0.0821529,612,8.01909,1257
0,-1,-2,nan,1258
0,-1,-2,nan,1259
0,-1,-2,nan,1260
0,-1,-2,nan,1261
0,-1,-2,nan,1262
0,-1,-2,nan,1263
0,-1,-2,nan,1264
0,-1,-2,nan,1265
0,-1,-2,nan,1266
0,-1,-2,nan,1267
0,-1,-2,nan,1268
0,-1,-2,nan,1269
0,-1,-2,nan,1270
0,-1,-2,nan,1271
0,-1,-2,nan,1272
0,-1,-2,nan,1273
0,-1,-2,nan,1274
0,-1,-2,nan,1275
0,-1,-2,nan,1276
0,-1,-2,nan,1277
0,-1,-2,nan,1278
0,-1,-2,nan,1279
0,-1,-2,nan,1280
0,-1,-2,nan,1281
0,-1,-2,nan,1282
0,-1,-2,nan,1283
0,-1,-2,nan,1284
0,-1,-2,nan,1285
0,-1,-2,nan,1286
0,-1,-2,nan,1287
0,-1,-2,nan,1288
0,-1,-2,nan,1289
0,-1,-2,nan,1290
0,-1,-2,nan,1291
0,-1,-2,nan,1292
0.0469818,0.166237,784,8.79274,1293
0,-1,-2,nan,1294
0.0663962,0.397709,716,10.0275,1295
0,-1,-2,nan,1296
0,-1,-2,nan,1297
0,-1,-2,nan,1298
0.138204,0.716904,672,14.5644,1299
0,-1,-2,nan,1300
0,-1,-2,nan,1301
0,-1,-2,nan,1302
0,-1,-2,nan,1303
0,-1,-2,nan,1304
0,-1,-2,nan,1305
0,-1,-2,nan,1306
0,-1,-2,nan,1307
0,-1,-2,nan,1308
0,-1,-2,nan,1309
0,-1,-2,nan,1310
0,-1,-2,nan,1311
0,-1,-2,nan,1312
0,-1,-2,nan,1313
0,-1,-2,nan,1314
0,-1,-2,nan,1315
0,-1,-2,nan,1316
0,-1,-2,nan,1317
0,-1,-2,nan,1318
0,-1,-2,nan,1319
0,-1,-2,nan,1320
0,-1,-2,nan,1321
0,-1,-2,nan,1322
0,-1,-2,nan,1323
0,-1,-2,nan,1324
0,-1,-2,nan,1325
0,-1,-2,nan,1326
0,-1,-2,nan,1327
0,-1,-2,nan,1328
0,-1,-2,nan,1329
0,-1,-2,nan,1330
0.0825681,0.23238,669,11.4798,1331
0,-1,-2,nan,1332
0,-1,-2,nan,1333
0,-1,-2,nan,1334
0,-1,-2,nan,1335
0,-1,-2,nan,1336
0,-1,-2,nan,1337
0,-1,-2,nan,1338
0,-1,-2,nan,1339
0,-1,-2,nan,1340
0,-1,-2,nan,1341
0,-1,-2,nan,1342
0,-1,-2,nan,1343
0,-1,-2,nan,1344
0,-1,-2,nan,1345
0,-1,-2,nan,1346
0,-1,-2,nan,1347
0,-1,-2,nan,1348
0,-1,-2,nan,1349
0,-1,-2,nan,1350
0,-1,-2,nan,1351
0,-1,-2,nan,1352
0,-1,-2,nan,1353
0.0380765,0.431283,797,8.30293,1354
0,-1,-2,nan,1355
0,-1,-2,nan,1356
0,-1,-2,nan,1357
0,-1,-2,nan,1358
0,-1,-2,nan,1359
0,-1,-2,nan,1360
0,-1,-2,nan,1361
0,-1,-2,nan,1362
0,-1,-2,nan,1363
0,-1,-2,nan,1364
0,-1,-2,nan,1365
0,-1,-2,nan,1366
0,-1,-2,nan,1367
0,-1,-2,nan,1368
0,-1,-2,nan,1369
0,-1,-2,nan,1370
0.149215,0.201723,956,6.99661,1371
0.126226,0.450746,948,9.06495,1372
0.169026,0.498829,977,8.01842,1373
0.105476,0.285482,979,6.32616,1374
0.449156,0.435303,983,5.10795,1375
0.24494,0.17219,942,10.5691,1376
0.156902,0.434322,915,12.8498,1377
0.181197,0.460895,984,11.5355,1378
0.175266,0.243656,944,11.9954,1379
0.284661,0.368468,950,8.45387,1380
0.0781125,0.44947,957,12.1121,1381
0.105365,0.260236,971,7.96206,1382
0.203382,0.416893,996,11.1508,1383
0.179588,0.437286,1003,10.5586,1384
0,-1,-2,nan,1385
0.112661,0.779821,934,13.0053,1386
0.0675626,0.704474,928,9.10898,1387
0.0261736,0.591018,945,8.68018,1388
0.169149,0.283194,964,7.78105,1389
0.124179,0.337185,972,10.7414,1390
0.0892106,0.257917,994,10.2504,1391
0.110229,0.63498,972,10.9584,1392
0.0892573,0.312782,965,14.8749,1393
0.0712542,0.239649,903,9.42174,1394
0.0921907,0.335898,909,12.3435,1395
0.0656614,0.338552,898,15.7385,1396
0.0882017,0.992119,943,9.39545,1397
0.0978827,0.797247,926,6.71443,1398
0.0763979,0.634986,906,10.8898,1399
0.0789698,0.379157,887,12.1691,1400
0.0893914,0.561984,887,10.075,1401
0.0708051,0.15332,683,6.18119,1402
0.0771911,0.694447,673,8.68327,1403
0.090237,0.561649,686,6.97626,1404
0.16376,0.194014,770,5.62268,1405
0.120079,0.241955,736,14.4698,1406
0.0409575,0.357311,701,9.62581,1407
0.0403218,0.128952,683,10.8215,1408
0.0760305,0.550663,794,14.6789,1409
0.0492329,0.400176,803,9.19651,1410
0.0407883,0.23298,821,4.53838,1411
0,-1,-2,nan,1412
0,-1,-2,nan,1413
0,-1,-2,nan,1414
0,-1,-2,nan,1415
0,-1,-2,nan,1416
0,-1,-2,nan,1417
0,-1,-2,nan,1418
0,-1,-2,nan,1419
0,-1,-2,nan,1420
0,-1,-2,nan,1421
0,-1,-2,nan,1422
0.195509,0.269891,975,8.43105,1423
0.206228,0.390818,994,8.32382,1424
0.0894206,0.308683,1016,11.9597,1425
0.0540034,0.223651,1027,17.8314,1426
0.113162,0.335918,995,10.6195,1427
0.0848892,0.310662,978,11.8509,1428
0,-1,-2,nan,1429
0.071919,0.655934,975,7.9093,1430
0.0360587,0.233401,920,9.36119,1431
0.0714641,0.0722068,1007,6.41682,1432
0.033166,0.702858,1025,9.05216,1433
0,-1,-2,nan,1434
0.0251938,0.202071,1031,6.12993,1435
0.0108182,0.603972,985,7.3344,1436
0,-1,-2,nan,1437
0,-1,-2,nan,1438
0.0264827,0.276042,1042,9.21987,1439
0,-1,-2,nan,1440
0,-1,-2,nan,1441
0,-1,-2,nan,1442
0.0368401,0.323442,997,7.62486,1443
0.114719,0.0589637,990,8.78883,1444
0.123596,0.0950653,964,8.03415,1445
0.0142532,0.346513,985,7.83218,1446
0,-1,-2,nan,1447
0.0365194,0.210402,893,9.41938,1448
0,-1,-2,nan,1449
0.0649324,0.0764814,881,6.49146,1450
0.0614566,0.0856554,872,7.43747,1451
0,-1,-2,nan,1452
0,-1,-2,nan,1453
0,-1,-2,nan,1454
0.0429111,0.172191,838,7.01499,1455
0.166093,0.353016,840,13.5218,1456
0.0370617,0.330832,819,11.4638,1457
0.0575784,0.171256,829,9.14177,1458
0.0224003,0.712325,830,9.98798,1459
0.0630895,0.535798,792,13.0485,1460
0.0492213,0.558653,780,10.8836,1461
0.0676967,0.474161,778,11.8465,1462
0.0586631,0.287663,805,6.18003,1463
0.0219338,0.14397,822,12.2405,1464
0.0544933,0.353009,751,10.8244,1465
0.0460312,0.922165,706,11.7215,1466
0.0184172,0.59703,736,8.11056,1467
0.0379424,0.322644,676,7.92368,1468
0.0365427,0.117054,723,8.95674,1469
0.0220213,0.0988455,723,7.96403,1470
0.053846,0.610728,837,9.51144,1471
0.0430803,0.210707,782,10.7166,1472
0.0173557,0.775191,800,8.23423,1473
0.0234209,0.572404,828,7.18079,1474
0.0292295,0.383911,823,12.5559,1475
0,-1,-2,nan,1476
0,-1,-2,nan,1477
0,-1,-2,nan,1478
0.0158453,0.508828,827,5.094,1479
0.00922607,0.436671,853,5.87184,1480
0.0451798,0.209395,914,7.03337,1481
0.0448532,0.302024,929,8.96909,1482
0,-1,-2,nan,1483
0.0276257,0.164824,928,4.91648,1484
0,-1,-2,nan,1485
0,-1,-2,nan,1486
0.0422463,0.666681,679,11.224,1487
0.050895,0.393428,715,9.32276,1488
0.0731379,0.294829,642,10.2556,1489
0.0757739,0.585746,663,7.41283,1490
0.0540734,0.162932,669,9.93055,1491
0.0681166,0.265447,654,8.74482,1492
0.0362861,0.142656,630,11.2815,1493
0.0433485,0.244195,689,11.1641,1494
0.063696,0.451976,647,11.1625,1495
0,-1,-2,nan,1496
0,-1,-2,nan,1497
0,-1,-2,nan,1498
0,-1,-2,nan,1499
0,-1,-2,nan,1500
0,-1,-2,nan,1501
0,-1,-2,nan,1502
0.0345132,0.493852,624,7.27011,1503
0.0274333,0.342549,623,9.42624,1504
0.0327928,0.612657,619,10.271,1505
0.13884,0.266739,426,8.08347,1506
0,-1,-2,nan,1507
0.0315856,0.340122,437,10.0856,1508
0,-1,-2,nan,1509
0,-1,-2,nan,1510
0,-1,-2,nan,1511
0,-1,-2,nan,1512
0,-1,-2,nan,1513
0,-1,-2,nan,1514
0,-1,-2,nan,1515
0,-1,-2,nan,1516
0,-1,-2,nan,1517
0,-1,-2,nan,1518
0.0352014,0.148055,422,6.78647,1519
0,-1,-2,nan,1520
0.0570593,0.435399,308,9.35468,1521
0.0264069,0.454425,270,7.21842,1522
0.0142123,0.223636,262,7.98359,1523
0.0210123,0.549955,423,6.63799,1524
0,-1,-2,nan,1525
0,-1,-2,nan,1526
0,-1,-2,nan,1527
0.00908027,0.489314,404,6.89,1528
0.0217355,0.246236,284,7.05313,1529
0.0154779,0.0344639,446,11.4446,1530
0.0289262,0.0474383,450,14.0878,1531
0.0842302,0.0421017,454,9.72239,1532
0.00541784,0.318263,378,8.5517,1533
0,-1,-2,nan,1534
0,-1,-2,nan,1535
0,-1,-2,nan,1536
0,-1,-2,nan,1537
0,-1,-2,nan,1538
0,-1,-2,nan,1539
0,-1,-2,nan,1540
0,-1,-2,nan,1541
0,-1,-2,nan,1542
0,-1,-2,nan,1543
0,-1,-2,nan,1544
0,-1,-2,nan,1545
0,-1,-2,nan,1546
0,-1,-2,nan,1547
0,-1,-2,nan,1548
0.086493,0.558735,841,12.736,1549
0.103849,0.319314,804,12.5026,1550
0.12429,0.191072,811,9.13857,1551
0.0884175,0.351962,830,10.4135,1552
0.061964,0.320495,803,12.6216,1553
0.0868545,0.198893,794,13.3304,1554
0.0582782,0.468493,796,14.0554,1555
0.0472501,0.636437,779,12.4026,1556
0.0520031,0.56382,780,10.9796,1557
0.0974394,0.442393,799,9.22019,1558
0.0751207,0.485952,826,10.6274,1559
0.0746192,0.222295,841,9.74073,1560
0.104327,0.356252,855,7.32127,1561
0.098355,0.26509,812,10.8591,1562
0.0328511,0.590586,804,8.27006,1563
0.0397852,0.565227,825,11.5454,1564
0.0472617,0.547152,841,10.1623,1565
0.0676093,0.29871,784,6.41047,1566
0.0353355,0.731184,797,11.7689,1567
0.0595146,0.512119,819,9.55706,1568
0.070187,0.446687,843,8.5477,1569
0.0486147,0.14408,745,8.91051,1570
0.0798679,0.559616,850,14.0021,1571
0.0376158,0.498662,857,17.3913,1572
0.036222,0.505716,871,12.9361,1573
0.0609725,0.259345,849,10.0204,1574
0.068694,0.612494,870,9.23318,1575
0.0559688,0.528771,882,8.55559,1576
0.0698662,0.43967,884,9.26169,1577
0.0812209,0.66376,906,9.72165,1578
0.0547907,0.739458,938,10.6732,1579
0.110958,0.362747,911,8.76819,1580
0.0643026,0.198725,877,11.7603,1581
0.0414765,0.370394,884,12.4285,1582
0.0805444,0.598958,863,9.9137,1583
